match_id,map_number,map_name,team1,team1_ct_half,team1_t_half,team1_ot,team2,team2_ct_half,team2_t_half,team2_ot,team1_total,team2_total
2388581,2,Dust2,HAVENs,6,6,0,Exilium,4,7,0,12,11
2388581,3,Ancient,HAVENs,7,5,0,Exilium,6,4,0,12,10
2388311,1,Overpass,500,8,4,0,Johnny Speeds,2,9,0,12,11
2388311,2,Dust2,500,5,7,0,Johnny Speeds,5,6,0,12,11
2388428,1,Train,Nemiga,7,5,0,Betera,4,8,0,12,12
2388428,2,Ancient,Nemiga,4,8,0,Betera,1,5,0,12,6
2388513,1,Dust2,GUN5,3,9,0,K27,6,4,0,12,10
2388513,2,Ancient,GUN5,3,9,0,K27,1,4,0,12,5
2388604,1,Overpass,Rooster,6,6,0,FURY,7,1,0,12,8
2388604,2,Nuke,Rooster,7,5,0,FURY,6,3,0,12,9
2388602,1,Ancient,Ground Zero,8,4,0,FURY,5,0,0,12,5
2388602,2,Inferno,Ground Zero,2,10,0,FURY,7,3,0,12,10
2388602,3,Dust2,Ground Zero,11,1,0,FURY,2,1,0,12,3
2388603,1,Overpass,Rooster,6,6,0,Animus Victoria,7,1,0,12,8
2388603,2,Mirage,Rooster,9,3,0,Animus Victoria,4,7,0,12,11
2388597,1,Nuke,FURY,10,2,0,Animus Victoria,3,5,0,12,8
2388597,2,Train,FURY,2,10,0,Animus Victoria,5,3,0,12,8
2388597,3,Ancient,FURY,9,3,0,Animus Victoria,4,5,0,12,9
2388596,1,Inferno,Ground Zero,7,5,5,Rooster,7,4,2,17,13
2388596,2,Mirage,Ground Zero,6,6,0,Rooster,7,2,0,12,9
2387480,1,Ancient,Nemiga,8,4,0,SPARTA,5,0,0,12,5
2387480,2,Mirage,Nemiga,8,4,0,SPARTA,5,1,0,12,6
2388578,1,Dust2,PSYCHOACTIVE,5,7,0,MANA,1,6,0,12,7
2388578,2,Inferno,PSYCHOACTIVE,6,6,6,MANA,6,2,4,18,12
2388512,1,Mirage,WW,3,9,0,NOVAQ,10,0,0,12,10
2388512,2,Inferno,WW,6,6,0,NOVAQ,7,2,0,12,9
2388274,1,Train,Washington,5,7,0,8Sins,8,1,0,12,9
2388274,2,Overpass,Washington,7,5,0,8Sins,4,8,0,12,12
2388274,3,Inferno,Washington,8,4,0,8Sins,5,2,0,12,7
2388274,4,Dust2,Washington,9,3,0,8Sins,4,5,0,12,9
2387479,1,Inferno,ECSTATIC,7,5,0,500,6,2,0,12,8
2387479,2,Dust2,ECSTATIC,5,7,0,500,5,6,0,12,11
2387479,3,Ancient,ECSTATIC,6,6,0,500,7,5,0,12,12
2388621,1,Ancient,mXm,4,8,0,Honvéd,1,5,0,12,6
2388621,2,Dust2,mXm,6,6,0,Honvéd,1,7,0,12,8
2388461,1,Ancient,megoshort,7,5,0,Soul's Heart,6,0,0,12,6
2388461,2,Mirage,megoshort,6,6,0,Soul's Heart,7,3,0,12,10
2388461,3,Dust2,megoshort,10,2,0,Soul's Heart,3,0,0,12,3
2388622,1,Dust2,WiLD,7,5,0,Sentinels,6,5,0,12,11
2388511,1,Overpass,NOVAQ,8,4,4,K27,8,1,4,16,13
2388511,2,Dust2,NOVAQ,3,9,0,K27,7,4,0,12,11
2388619,1,Dust2,Honvéd,6,6,0,Sentinels,7,4,0,12,11
2388619,2,Overpass,Honvéd,7,5,0,Sentinels,4,8,0,12,12
2388619,3,Mirage,Honvéd,6,6,0,Sentinels,7,5,0,12,12
2387478,1,Ancient,BetBoom,7,5,0,ECLOT,6,6,0,12,12
2387478,2,Nuke,BetBoom,5,7,0,ECLOT,4,6,0,12,10
2387478,3,Mirage,BetBoom,6,6,6,ECLOT,6,7,3,18,16
2388310,1,Dust2,FORZE Reload,1,11,0,VP.Prodigy,3,2,0,12,5
2388310,2,Nuke,FORZE Reload,7,5,5,VP.Prodigy,7,4,2,17,13
2388310,3,Ancient,FORZE Reload,4,8,0,VP.Prodigy,7,5,0,12,12
2388620,1,Mirage,WiLD,9,3,0,mXm,2,10,0,12,12
2388620,2,Nuke,WiLD,3,9,0,mXm,2,4,0,12,6
2388577,1,Ancient,Diamant,8,4,0,Toronto,5,1,0,12,6
2388577,2,Mirage,Diamant,7,5,0,Toronto,6,2,0,12,8
2388425,1,Nuke,RUBY,11,1,0,BASEMENT BOYS,2,0,0,12,2
2388425,2,Mirage,RUBY,11,1,0,BASEMENT BOYS,2,1,0,12,3
2388510,1,Dust2,GUN5,4,8,0,WW,2,5,0,12,7
2388510,2,Nuke,GUN5,6,6,0,WW,7,0,0,12,7
2388510,3,Inferno,GUN5,9,3,0,WW,4,4,0,12,8
2388460,1,Ancient,Kappa Bar,2,10,0,Soul's Heart,0,3,0,12,3
2388460,2,Mirage,Kappa Bar,3,9,0,Soul's Heart,6,4,0,12,10
2388424,1,Dust2,Nexus,9,3,3,FORZE Reload,9,4,1,15,14
2388424,2,Ancient,Nexus,7,5,0,FORZE Reload,0,8,0,12,8
2388424,3,Mirage,Nexus,4,8,0,FORZE Reload,4,5,0,12,9
2388309,1,Ancient,MOUZ NXT,5,7,0,Betera,6,6,0,12,12
2388309,2,Mirage,MOUZ NXT,8,4,0,Betera,3,9,0,12,12
2388601,1,Dust2,LITE,2,10,0,Mindfreak,0,3,0,12,3
2388601,2,Nuke,LITE,4,8,0,Mindfreak,1,5,0,12,6
2388599,1,Inferno,THUNDER dOWNUNDER,6,6,0,Mindfreak,0,7,0,12,7
2388599,2,Dust2,THUNDER dOWNUNDER,6,6,6,Mindfreak,6,4,2,18,12
2388599,3,Mirage,THUNDER dOWNUNDER,6,6,0,Mindfreak,7,3,0,12,10
2388600,1,Ancient,Underground,1,11,0,LITE,0,2,0,12,2
2388600,2,Nuke,Underground,6,6,6,LITE,6,1,4,18,11
2388589,1,Dust2,LAG,3,9,0,Pulse,1,4,0,12,5
2388589,2,Inferno,LAG,8,4,0,Pulse,1,9,0,12,10
2388594,1,Mirage,Mindfreak,8,4,0,LITE,5,3,0,12,8
2388594,2,Train,Mindfreak,1,11,0,LITE,5,2,0,12,7
2388594,3,Overpass,Mindfreak,10,2,0,LITE,3,2,0,12,5
2388587,1,Nuke,Phoenix,3,9,0,InControl,3,4,0,12,7
2388587,2,Inferno,Phoenix,5,7,0,InControl,5,6,0,12,11
2388595,1,Dust2,Underground,3,9,0,THUNDER dOWNUNDER,4,4,0,12,8
2388595,2,Mirage,Underground,4,8,0,THUNDER dOWNUNDER,0,5,0,12,5
2388458,1,Mirage,megoshort,8,4,0,Soul's Heart,5,2,0,12,7
2388458,2,Ancient,megoshort,6,6,0,Soul's Heart,5,7,0,12,12
2388458,3,Inferno,megoshort,7,5,5,Soul's Heart,7,7,3,17,17
2388598,1,Ancient,FOLHA AMARELA,5,7,0,LP,2,6,0,12,8
2388598,2,Inferno,FOLHA AMARELA,5,7,0,LP,5,6,0,12,11
2387476,1,Inferno,SAW,7,5,0,NOVAQ,6,2,0,12,8
2387476,2,Dust2,SAW,7,5,5,NOVAQ,7,2,4,17,13
2387476,3,Train,SAW,8,4,0,NOVAQ,5,1,0,12,6
2388423,1,Inferno,Partizan,5,7,0,Oramond,3,6,0,12,9
2388423,2,Nuke,Partizan,3,9,0,Oramond,0,4,0,12,4
2387475,1,Mirage,Venom,7,5,0,Oramond,3,8,0,12,11
2387475,2,Dust2,Venom,6,6,0,Oramond,5,7,0,12,12
2388459,1,Mirage,Kappa Bar,6,6,6,privateshow,6,10,8,18,24
2388459,2,Ancient,Kappa Bar,8,4,0,privateshow,5,4,0,12,9
2388421,1,Dust2,CYBERSHOKE,10,2,0,Betera,3,0,0,12,3
2388421,2,Ancient,CYBERSHOKE,6,6,0,Betera,7,5,0,12,12
2387474,1,Nuke,FUT,8,4,0,CPH Wolves,5,3,0,12,8
2387474,2,Mirage,FUT,7,5,0,CPH Wolves,6,0,0,12,6
2388420,1,Nuke,Sashi,6,6,0,SPARTA,3,7,0,12,10
2388420,2,Mirage,Sashi,5,7,0,SPARTA,5,6,0,12,11
2388590,1,Ancient,Aether,6,6,6,Wanted Goons,6,1,4,18,11
2388590,2,Nuke,Aether,5,7,0,Wanted Goons,2,6,0,12,8
2388591,1,Overpass,Lotus fe,4,8,0,Ghost,0,5,0,12,5
2388591,2,Ancient,Lotus fe,5,7,0,Ghost,8,2,0,12,10
2388591,3,Nuke,Lotus fe,2,10,0,Ghost,5,3,0,12,8
2388588,1,Overpass,Rave,10,2,0,Straight2Killin,3,0,0,12,3
2388588,2,Inferno,Rave,9,3,0,Straight2Killin,4,1,0,12,5
2388586,1,Overpass,regain,4,8,0,Take Flyte,0,5,0,12,5
2388586,2,Ancient,regain,3,9,0,Take Flyte,8,4,0,12,12
2388584,1,Ancient,Voca,7,5,0,Akimbo,6,0,0,12,6
2388584,2,Dust2,Voca,11,1,0,Akimbo,2,0,0,12,2
2388585,1,Inferno,BOSS,10,2,0,Outfit 49,3,0,0,12,3
2388585,2,Mirage,BOSS,11,1,0,Outfit 49,2,3,0,12,5
2388593,1,Inferno,LP,7,5,0,Crashers,6,5,0,12,11
2388593,2,Dust2,LP,7,5,5,Crashers,7,4,1,17,12
2388592,1,Train,Four Magic,2,10,0,FOLHA AMARELA,4,3,0,12,7
2388592,2,Inferno,Four Magic,6,6,6,FOLHA AMARELA,6,4,2,18,12
2388592,3,Dust2,Four Magic,1,11,0,FOLHA AMARELA,2,2,0,12,4
2388419,1,Mirage,500,9,3,0,BASEMENT BOYS,4,0,0,12,4
2388419,2,Dust2,500,5,7,0,BASEMENT BOYS,4,6,0,12,10
2388419,3,Ancient,500,10,2,0,BASEMENT BOYS,3,1,0,12,4
2388457,1,Dust2,Soul's Heart,11,1,0,privateshow,2,4,0,12,6
2388457,2,Ancient,Soul's Heart,12,0,0,privateshow,1,2,0,12,3
2388474,1,Inferno,Eternal Fire,4,8,8,Nexus,4,4,2,20,10
2388474,2,Train,Eternal Fire,4,8,0,Nexus,3,5,0,12,8
2388474,3,Dust2,Eternal Fire,6,6,0,Nexus,7,1,0,12,8
2388456,1,Ancient,Kappa Bar,4,8,0,megoshort,9,1,0,12,10
2388456,2,Mirage,Kappa Bar,7,5,0,megoshort,2,8,0,12,10
2388456,3,Inferno,Kappa Bar,5,7,0,megoshort,5,6,0,12,11
2388475,1,Ancient,NOVAQ,6,6,0,FORZE Reload,7,2,0,12,9
2388475,2,Dust2,NOVAQ,6,6,6,FORZE Reload,6,4,2,18,12
2388417,1,Inferno,ECLOT,5,7,0,Nexus,8,2,0,12,10
2388417,2,Dust2,ECLOT,9,3,0,Nexus,4,4,0,12,8
2388305,1,Overpass,Johnny Speeds,7,5,0,NOVAQ,6,5,0,12,11
2388416,1,Ancient,Nemiga,7,5,0,RUBY,6,4,0,12,10
2388416,2,Mirage,Nemiga,10,2,0,RUBY,3,1,0,12,4
2388569,1,Inferno,Phoenix,9,3,0,Ghost,4,2,0,12,6
2388569,2,Nuke,Phoenix,9,3,0,Ghost,4,3,0,12,7
2388570,1,Nuke,ATRIVM,9,3,0,MyHUD,4,3,0,12,7
2388570,2,Ancient,ATRIVM,6,6,0,MyHUD,3,7,0,12,10
2388570,3,Overpass,ATRIVM,8,4,0,MyHUD,5,6,0,12,11
2388473,1,Ancient,RUBY,3,9,0,CPH Wolves,4,4,0,12,8
2388473,2,Nuke,RUBY,5,7,7,CPH Wolves,5,4,1,19,10
2388473,3,Train,RUBY,6,6,0,CPH Wolves,7,3,0,12,10
2388414,1,Inferno,Betera,8,4,0,ECLOT,2,9,0,12,11
2388414,2,Dust2,Betera,4,8,0,ECLOT,9,3,0,12,12
2388414,3,Ancient,Betera,8,4,0,ECLOT,5,7,0,12,12
2388517,1,Train,FUT Turkuaz,3,9,0,Eternal Fire,3,4,0,12,7
2388517,2,Nuke,FUT Turkuaz,3,9,0,Eternal Fire,1,4,0,12,5
2388472,1,Mirage,MOUZ NXT,3,9,0,BASEMENT BOYS,6,4,0,12,10
2388472,2,Nuke,MOUZ NXT,6,6,6,BASEMENT BOYS,6,7,4,18,17
2388472,3,Dust2,MOUZ NXT,4,8,0,BASEMENT BOYS,9,1,0,12,10
2388306,1,Ancient,500,9,3,0,SPARTA,2,10,0,12,12
2388306,2,Mirage,500,11,1,0,SPARTA,2,7,0,12,9
2388306,3,Overpass,500,7,5,0,SPARTA,6,6,0,12,12
2388516,1,Dust2,GANK,6,6,0,PCIFIC,5,7,0,12,12
2388516,2,Inferno,GANK,9,3,0,PCIFIC,4,0,0,12,4
2388516,3,Overpass,GANK,9,3,0,PCIFIC,4,5,0,12,9
2388413,1,Dust2,Alliance,5,7,0,RUBY,5,6,0,12,11
2388413,2,Ancient,Alliance,7,5,0,RUBY,6,2,0,12,8
2388413,3,Train,Alliance,10,2,0,RUBY,3,0,0,12,3
2388304,1,Mirage,VP.Prodigy,8,4,0,CPH Wolves,5,5,0,12,10
2388304,2,Train,VP.Prodigy,6,6,0,CPH Wolves,7,2,0,12,9
2388303,1,Ancient,Partizan,4,8,0,FORZE Reload,5,5,0,12,10
2388303,2,Dust2,Partizan,10,2,0,FORZE Reload,3,1,0,12,4
2388303,3,Mirage,Partizan,5,7,0,FORZE Reload,3,6,0,12,9
2388470,1,Nuke,ARCRED,4,8,0,SPARTA,2,5,0,12,7
2388470,2,Mirage,ARCRED,9,3,0,SPARTA,4,5,0,12,9
2388470,3,Ancient,ARCRED,6,6,0,SPARTA,7,5,0,12,12
2388412,1,Ancient,CYBERSHOKE,9,3,0,Nexus,4,2,0,12,6
2388412,2,Dust2,CYBERSHOKE,7,5,0,Nexus,6,4,0,12,10
2388566,1,Overpass,regain,3,9,0,Wanted Goons,0,4,0,12,4
2388566,2,Inferno,regain,8,4,0,Wanted Goons,5,6,0,12,11
2388566,3,Mirage,regain,11,1,0,Wanted Goons,2,0,0,12,2
2388565,1,Ancient,LAG,6,6,0,Outfit 49,4,7,0,12,11
2388565,2,Inferno,LAG,5,7,0,Outfit 49,8,4,0,12,12
2388565,3,Dust2,LAG,4,8,0,Outfit 49,2,5,0,12,7
2388568,1,Train,Aether,3,9,0,Take Flyte,0,4,0,12,4
2388568,2,Ancient,Aether,5,7,0,Take Flyte,1,6,0,12,7
2388567,1,Nuke,InControl,10,2,0,Lotus fe,3,0,0,12,3
2388567,2,Mirage,InControl,9,3,0,Lotus fe,4,2,0,12,6
2388411,1,Dust2,Partizan,7,5,5,BASEMENT BOYS,7,4,2,17,13
2388411,2,Ancient,Partizan,9,3,0,BASEMENT BOYS,4,4,0,12,8
2388410,1,Overpass,Johnny Speeds,5,7,0,SPARTA,3,6,0,12,9
2388410,2,Train,Johnny Speeds,7,5,0,SPARTA,6,0,0,12,6
2388410,3,Mirage,Johnny Speeds,3,9,0,SPARTA,4,4,0,12,8
2388302,1,Ancient,Betera,8,4,0,RUBY,5,7,0,12,12
2388302,2,Mirage,Betera,5,7,7,RUBY,5,10,8,19,23
2388467,1,Dust2,BASEMENT BOYS,1,11,0,NOVAQ,0,2,0,12,2
2388467,2,Mirage,BASEMENT BOYS,3,9,0,NOVAQ,5,4,0,12,9
2388408,1,Overpass,500,6,6,0,Sangal,7,0,0,12,7
2388408,2,Nuke,500,3,9,0,Sangal,1,4,0,12,5
2388408,3,Mirage,500,7,5,5,Sangal,7,1,4,17,12
2388383,1,Mirage,Young Ninjas,6,6,0,MANA,4,7,0,12,11
2388383,2,Ancient,Young Ninjas,10,2,0,MANA,3,6,0,12,9
2388383,3,Dust2,Young Ninjas,8,4,0,MANA,5,1,0,12,6
2388466,1,Inferno,Oramond,3,9,0,Eternal Fire,1,4,0,12,5
2388466,2,Mirage,Oramond,10,2,0,Eternal Fire,3,0,0,12,3
2388466,3,Nuke,Oramond,8,4,0,Eternal Fire,5,0,0,12,5
2388562,1,Nuke,Rave,9,3,0,Akimbo,4,0,0,12,4
2388562,2,Dust2,Rave,4,8,0,Akimbo,5,5,0,12,10
2388562,3,Mirage,Rave,4,8,0,Akimbo,4,5,0,12,9
2388563,1,Dust2,Voca,8,4,0,Straight2Killin,5,7,0,12,12
2388563,2,Nuke,Voca,8,4,0,Straight2Killin,5,1,0,12,6
2388564,1,Inferno,BOSS,9,3,0,Pulse,4,4,0,12,8
2388564,2,Ancient,BOSS,7,5,0,Pulse,6,1,0,12,7
2388407,1,Inferno,Mousquetaires,4,8,0,BASEMENT BOYS,5,5,0,12,10
2388407,2,Train,Mousquetaires,5,7,0,BASEMENT BOYS,1,6,0,12,7
2388465,1,Mirage,Nexus,0,12,0,ARCRED,0,1,0,12,1
2388465,2,Train,Nexus,1,11,0,ARCRED,1,2,0,12,3
2388464,1,Mirage,Nuclear TigeRES,4,8,0,Fire Flux,7,5,0,12,12
2388464,2,Inferno,Nuclear TigeRES,9,3,0,Fire Flux,4,1,0,12,5
2388464,3,Ancient,Nuclear TigeRES,2,10,0,Fire Flux,11,1,0,12,12
2388300,1,Train,Eternal Fire,2,10,0,Nuclear TigeRES,3,3,0,12,6
2388300,2,Dust2,Eternal Fire,6,6,6,Nuclear TigeRES,6,1,4,18,11
2388463,1,Mirage,RUBY,7,5,0,MOUZ NXT,6,1,0,12,7
2388463,2,Nuke,RUBY,9,3,0,MOUZ NXT,4,5,0,12,9
2388462,1,Mirage,Betera,8,4,0,SPARTA,3,9,0,12,12
2388462,2,Ancient,Betera,7,5,0,SPARTA,6,1,0,12,7
2388462,3,Dust2,Betera,7,5,0,SPARTA,2,8,0,12,10
2388382,1,Train,Mousquetaires,7,5,0,MANA,4,8,0,12,12
2388382,2,Dust2,Mousquetaires,6,6,0,MANA,7,3,0,12,10
2388382,3,Inferno,Mousquetaires,4,8,0,MANA,3,5,0,12,8
2388404,1,Nuke,CPH Wolves,7,5,0,RUBY,4,8,0,12,12
2388404,2,Ancient,CPH Wolves,7,5,0,RUBY,3,8,0,12,11
2388403,1,Nuke,RUBY,9,3,0,HyperSpirit,4,8,0,12,12
2388403,2,Ancient,RUBY,9,3,0,HyperSpirit,4,4,0,12,8
2388402,1,Mirage,ARCRED,6,6,0,HAVU,7,3,0,12,10
2388402,2,Nuke,ARCRED,8,4,4,HAVU,8,5,7,16,20
2388402,3,Train,ARCRED,11,1,0,HAVU,2,7,0,12,9
2388299,1,Ancient,kONO,5,7,0,FORZE Reload,8,4,0,12,12
2388299,2,Nuke,kONO,6,6,0,FORZE Reload,5,7,0,12,12
2388299,3,Dust2,kONO,7,5,5,FORZE Reload,7,2,4,17,13
2388237,1,Dust2,MIBR fe,6,6,0,BIG EQUIPA,5,7,0,12,12
2388237,2,Inferno,MIBR fe,6,6,0,BIG EQUIPA,7,4,0,12,11
2388237,3,Nuke,MIBR fe,8,4,0,BIG EQUIPA,1,9,0,12,10
2388368,1,Ancient,HOTU,6,6,0,ALLINNERS,7,5,0,12,12
2388368,2,Train,HOTU,6,6,0,ALLINNERS,7,1,0,12,8
2388401,1,Nuke,ENCE Academy,7,5,5,BASEMENT BOYS,7,1,4,17,12
2388401,2,Dust2,ENCE Academy,4,8,0,BASEMENT BOYS,2,5,0,12,7
2388381,1,Overpass,BIG Academy,7,5,0,MANA,6,1,0,12,7
2388381,2,Dust2,BIG Academy,3,9,0,MANA,8,4,0,12,12
2388381,3,Inferno,BIG Academy,6,6,0,MANA,2,7,0,12,9
2388367,1,Mirage,ALLINNERS,5,7,0,Omega,4,6,0,12,10
2388367,2,Ancient,ALLINNERS,10,2,0,Omega,3,0,0,12,3
2388367,3,Dust2,ALLINNERS,6,6,0,Omega,7,3,0,12,10
2388298,1,Dust2,AMKAL,3,9,0,MOUZ NXT,2,4,0,12,6
2388298,2,Train,AMKAL,3,9,0,MOUZ NXT,1,4,0,12,5
2388236,1,Mirage,BIG EQUIPA,9,3,0,NIP Impact,4,6,0,12,10
2388236,2,Inferno,BIG EQUIPA,4,8,0,NIP Impact,9,0,0,12,9
2388297,1,Overpass,QWENTRY,8,4,0,NOVAQ,5,1,0,12,6
2388297,2,Dust2,QWENTRY,3,9,0,NOVAQ,1,4,0,12,5
2388297,3,Mirage,QWENTRY,2,10,0,NOVAQ,3,3,0,12,6
2388366,1,Mirage,Yoru,3,9,0,Omega,0,4,0,12,4
2388366,2,Dust2,Yoru,6,6,0,Omega,4,7,0,12,11
2388380,1,Ancient,Mousquetaires,3,9,0,Young Ninjas,4,4,0,12,8
2388380,2,Inferno,Mousquetaires,7,5,0,Young Ninjas,2,8,0,12,10
2388235,1,Nuke,Sakura,5,7,0,MIBR fe,2,6,0,12,8
2388235,2,Ancient,Sakura,5,7,0,MIBR fe,4,6,0,12,10
2388561,1,Train,Rooster,1,11,0,Mindfreak,0,2,0,12,2
2388561,2,Inferno,Rooster,7,5,5,Mindfreak,7,3,7,17,17
2388549,1,Dust2,OxinGame,2,10,0,Legion,1,3,0,12,4
2388549,2,Nuke,OxinGame,5,7,0,Legion,2,6,0,12,8
2388560,1,Inferno,Mindfreak,4,8,0,Underground,6,5,0,12,11
2388560,2,Overpass,Mindfreak,10,2,0,Underground,3,8,0,12,11
2388560,3,Mirage,Mindfreak,6,6,6,Underground,6,4,0,18,10
2388548,1,Ancient,Arise,2,10,0,Legion,7,3,0,12,10
2388548,2,Train,Arise,7,5,0,Legion,3,8,0,12,11
2388547,1,Dust2,ScarX,4,8,0,OxinGame,1,5,0,12,6
2388547,2,Train,ScarX,4,8,0,OxinGame,1,5,0,12,6
2388558,1,Mirage,Underground,10,2,0,Rooster,3,3,0,12,6
2388558,2,Inferno,Underground,3,9,0,Rooster,0,4,0,12,4
2388558,3,Nuke,Underground,5,7,0,Rooster,5,6,0,12,11
2388559,1,Nuke,Mindfreak,10,2,0,Timewaves,3,1,0,12,4
2388559,2,Mirage,Mindfreak,9,3,0,Timewaves,4,0,0,12,4
2388557,1,Overpass,Rooster,11,1,0,Timewaves,2,0,0,12,2
2388556,1,Nuke,Mindfreak,3,9,0,Underground,1,4,0,12,5
2388542,1,Nuke,OG,8,4,0,Venom,2,9,0,12,11
2388542,2,Mirage,OG,8,4,0,Venom,5,1,0,12,6
2388542,3,Dust2,OG,7,5,0,Venom,6,2,0,12,8
2388399,1,Ancient,HyperSpirit,6,6,6,SPARTA,6,1,4,18,11
2388399,2,Nuke,HyperSpirit,5,7,0,SPARTA,2,6,0,12,8
2388530,1,Ancient,Flame Sharks,3,9,0,FORZE Reload,0,4,0,12,4
2388530,2,Dust2,Flame Sharks,8,4,0,FORZE Reload,5,2,0,12,7
2388530,3,Nuke,Flame Sharks,5,7,0,FORZE Reload,4,6,0,12,10
2388365,1,Ancient,HOTU,9,3,0,ALLINNERS,4,8,0,12,12
2388365,2,Overpass,HOTU,5,7,0,ALLINNERS,5,6,0,12,11
2388365,3,Dust2,HOTU,6,6,0,ALLINNERS,7,2,0,12,9
2388398,1,Inferno,Mousquetaires,8,4,0,HAVU,5,3,0,12,8
2388398,2,Train,Mousquetaires,8,4,0,HAVU,5,0,0,12,5
2388015,1,Dust2,SINNERS,6,6,0,ECLOT,7,4,0,12,11
2388015,2,Inferno,SINNERS,8,4,0,ECLOT,5,3,0,12,8
2388015,3,Mirage,SINNERS,7,5,0,ECLOT,6,6,0,12,12
2388537,1,Ancient,Venom,2,10,0,Alliance,0,3,0,12,3
2388537,2,Nuke,Venom,5,7,0,Alliance,8,4,0,12,12
2388537,3,Dust2,Venom,7,5,5,Alliance,7,4,1,17,12
2388536,1,Dust2,OG,8,4,4,INFINITE,8,2,4,16,14
2388536,2,Inferno,OG,8,4,0,INFINITE,5,2,0,12,7
2388536,3,Mirage,OG,11,1,0,INFINITE,2,1,0,12,3
2388234,1,Ancient,Let Her Cook,0,12,0,BIG EQUIPA,0,1,0,12,1
2388234,2,Dust2,Let Her Cook,7,5,0,BIG EQUIPA,6,3,0,12,9
2388234,3,Nuke,Let Her Cook,2,10,0,BIG EQUIPA,2,3,0,12,5
2388532,1,Overpass,Inner Circle,7,5,0,AaB,4,8,0,12,12
2388532,2,Mirage,Inner Circle,8,4,0,AaB,5,1,0,12,6
2388532,3,Nuke,Inner Circle,6,6,0,AaB,7,0,0,12,7
2388538,1,Inferno,Monte,9,3,0,500,4,0,0,12,4
2388538,2,Nuke,Monte,7,5,5,500,7,4,0,17,11
2388529,1,Ancient,Spirit Academy Black,3,9,0,1win,8,4,0,12,12
2388529,2,Train,Spirit Academy Black,4,8,0,1win,0,5,0,12,5
2388535,1,Overpass,FUT,9,3,0,kONO,4,0,0,12,4
2388535,2,Dust2,FUT,9,3,0,kONO,4,4,0,12,8
2388533,1,Inferno,Sashi,6,6,0,GUN5,7,2,0,12,9
2388533,2,Ancient,Sashi,12,0,0,GUN5,1,0,0,12,1
2388379,1,Nuke,WOPA,7,5,0,MANA,2,8,0,12,10
2388379,2,Mirage,WOPA,8,4,4,MANA,8,2,4,16,14
2388397,1,Train,RUBY,7,5,0,Eternal Fire,6,6,0,12,12
2388397,2,Dust2,RUBY,5,7,0,Eternal Fire,8,3,0,12,11
2388233,1,Dust2,Atrix,5,7,0,MIBR fe,0,6,0,12,6
2388233,2,Inferno,Atrix,3,9,0,MIBR fe,0,4,0,12,4
2388364,1,Dust2,ALLINNERS,10,2,2,Omega,10,4,2,14,16
2388364,2,Ancient,ALLINNERS,8,4,0,Omega,5,2,0,12,7
2388014,1,Inferno,UNiTY,6,6,0,BRUTE,7,2,0,12,9
2388014,2,Ancient,UNiTY,6,6,0,BRUTE,4,7,0,12,11
2388014,3,Mirage,UNiTY,10,2,0,BRUTE,3,1,0,12,4
2388232,1,Inferno,FlyQuest RED,4,8,0,BIG EQUIPA,1,5,0,12,6
2388232,2,Dust2,FlyQuest RED,6,6,0,BIG EQUIPA,1,7,0,12,8
2388555,1,Nuke,BBBMBCBS,2,10,0,Underground,5,3,0,12,8
2388555,2,Overpass,BBBMBCBS,3,9,0,Underground,3,4,0,12,7
2388296,1,Train,RUBY,10,2,0,MOUZ NXT,3,6,0,12,9
2388296,2,Nuke,RUBY,7,5,0,MOUZ NXT,6,6,0,12,12
2388552,1,Train,Timewaves,11,1,0,The Bardolphs,2,0,0,12,2
2388552,2,Nuke,Timewaves,10,2,0,The Bardolphs,3,1,0,12,4
2388378,1,Overpass,BIG Academy,11,1,0,MASONIC,2,0,0,12,2
2388378,2,Nuke,BIG Academy,6,6,6,MASONIC,6,4,0,18,10
2388363,1,Dust2,HOTU,7,5,0,Yoru,6,1,0,12,7
2388363,2,Nuke,HOTU,8,4,0,Yoru,5,1,0,12,6
2388554,1,Ancient,blingus,3,9,0,Underground,4,4,0,12,8
2388554,2,Nuke,blingus,4,8,0,Underground,1,5,0,12,6
2388553,1,Overpass,BBBMBCBS,6,6,0,Rooster,2,7,0,12,9
2388553,2,Nuke,BBBMBCBS,2,10,0,Rooster,1,3,0,12,4
2388523,1,Mirage,Underground,4,8,0,Rooster,6,5,0,12,11
2388524,1,Mirage,BBBMBCBS,10,2,0,blingus,3,2,0,12,5
2388551,1,Mirage,The Bardolphs,7,5,0,DXA,6,1,0,12,7
2388551,2,Train,The Bardolphs,4,8,0,DXA,9,1,0,12,10
2388550,1,Nuke,Timewaves,3,9,0,Mindfreak,0,4,0,12,4
2388550,2,Train,Timewaves,2,10,0,Mindfreak,1,3,0,12,4
2388521,1,Mirage,Mindfreak,8,4,0,DXA,5,1,0,12,6
2388522,1,Nuke,Timewaves,9,3,0,The Bardolphs,4,5,0,12,9
2388528,1,Train,FORZE Reload,7,5,0,Misa,3,8,0,12,11
2388528,2,Mirage,FORZE Reload,8,4,0,Misa,5,3,0,12,8
2388528,3,Dust2,FORZE Reload,11,1,0,Misa,2,7,0,12,9
2388395,1,Dust2,Eternal Fire,10,2,0,SPARTA,3,1,0,12,4
2388395,2,Nuke,Eternal Fire,4,8,0,SPARTA,7,5,0,12,12
2388395,3,Mirage,Eternal Fire,4,8,0,SPARTA,5,5,0,12,10
