match_id,team1,team2,map_name,score_t1,score_t2,map_winner,map_number,date
2387340,B8,Legacy,Dust2,3,13,Legacy,1,29th of October 2025
2387340,B8,Legacy,Ancient,13,10,B8,2,29th of October 2025
2387340,B8,Legacy,Train,13,11,B8,3,29th of October 2025
2387341,GamerLegion,fnatic,Train,13,11,GamerLegion,1,29th of October 2025
2387341,GamerLegion,fnatic,Overpass,13,7,GamerLegion,2,29th of October 2025
2387338,Liquid,FlyQuest,Mirage,16,14,Liquid,1,29th of October 2025
2387338,Liquid,FlyQuest,Train,13,10,Liquid,2,29th of October 2025
2387339,BetBoom,Gentle Mates,Ancient,7,13,Gentle Mates,1,29th of October 2025
2387339,BetBoom,Gentle Mates,Mirage,13,11,BetBoom,2,29th of October 2025
2387339,BetBoom,Gentle Mates,Nuke,11,13,Gentle Mates,3,29th of October 2025
2387337,3DMAX,Astralis,Ancient,3,13,Astralis,1,29th of October 2025
2387337,3DMAX,Astralis,Inferno,10,13,Astralis,2,29th of October 2025
2387335,fnatic,MIBR,Inferno,13,3,fnatic,1,28th of October 2025
2387335,fnatic,MIBR,Mirage,13,5,fnatic,2,28th of October 2025
2387215,K27,Monte,Dust2,4,13,Monte,1,28th of October 2025
2387215,K27,Monte,Nuke,8,13,Monte,2,28th of October 2025
2387218,FORZE Reload,ARCRED,Nuke,13,6,FORZE Reload,1,28th of October 2025
2387218,FORZE Reload,ARCRED,Mirage,13,10,FORZE Reload,2,28th of October 2025
2387333,Ninjas in Pyjamas,Gentle Mates,Inferno,9,13,Gentle Mates,1,28th of October 2025
2387333,Ninjas in Pyjamas,Gentle Mates,Train,13,9,Ninjas in Pyjamas,2,28th of October 2025
2387333,Ninjas in Pyjamas,Gentle Mates,Ancient,10,13,Gentle Mates,3,28th of October 2025
2387052,Oramond,Nuclear TigeRES,Mirage,13,6,Oramond,1,28th of October 2025
2387052,Oramond,Nuclear TigeRES,Ancient,13,10,Oramond,2,28th of October 2025
2387334,B8,paiN,Dust2,8,13,paiN,1,28th of October 2025
2387334,B8,paiN,Mirage,10,13,paiN,2,28th of October 2025
2387331,3DMAX,FlyQuest,Train,9,13,FlyQuest,1,28th of October 2025
2387331,3DMAX,FlyQuest,Inferno,13,8,3DMAX,2,28th of October 2025
2387331,3DMAX,FlyQuest,Dust2,10,13,FlyQuest,3,28th of October 2025
2387332,Aurora,HEROIC,Mirage,4,13,HEROIC,1,28th of October 2025
2387332,Aurora,HEROIC,Inferno,11,13,HEROIC,2,28th of October 2025
2386921,Johnny Speeds,CYBERSHOKE,Nuke,7,13,CYBERSHOKE,1,28th of October 2025
2386921,Johnny Speeds,CYBERSHOKE,Mirage,13,16,CYBERSHOKE,2,28th of October 2025
2387330,Astralis,Legacy,Inferno,14,16,Legacy,1,28th of October 2025
2387330,Astralis,Legacy,Nuke,3,13,Legacy,2,28th of October 2025
2387328,Liquid,BetBoom,Mirage,13,5,Liquid,1,28th of October 2025
2387328,Liquid,BetBoom,Nuke,3,13,BetBoom,2,28th of October 2025
2387328,Liquid,BetBoom,Ancient,13,2,Liquid,3,28th of October 2025
2387267,Fake do Biru,BESTIA,Mirage,11,13,BESTIA,1,27th of October 2025
2387267,Fake do Biru,BESTIA,Inferno,13,8,Fake do Biru,2,27th of October 2025
2387267,Fake do Biru,BESTIA,Dust2,9,13,BESTIA,3,27th of October 2025
2387204,1win,JiJieHao,Inferno,13,3,1win,1,27th of October 2025
2387204,1win,JiJieHao,Dust2,13,9,1win,2,27th of October 2025
2387326,3DMAX,B8,Ancient,11,13,B8,1,27th of October 2025
2387326,3DMAX,B8,Inferno,9,13,B8,2,27th of October 2025
2387327,Astralis,MIBR,Inferno,13,4,Astralis,1,27th of October 2025
2387327,Astralis,MIBR,Nuke,13,11,Astralis,2,27th of October 2025
2387324,Aurora,Liquid,Mirage,16,19,Liquid,1,27th of October 2025
2387324,Aurora,Liquid,Train,13,4,Aurora,2,27th of October 2025
2387324,Aurora,Liquid,Dust2,13,8,Aurora,3,27th of October 2025
2387325,fnatic,FlyQuest,Inferno,11,13,FlyQuest,1,27th of October 2025
2387325,fnatic,FlyQuest,Mirage,11,13,FlyQuest,2,27th of October 2025
2387322,HEROIC,BetBoom,Nuke,13,8,HEROIC,1,27th of October 2025
2387322,HEROIC,BetBoom,Mirage,13,11,HEROIC,2,27th of October 2025
2387320,GamerLegion,paiN,Nuke,13,10,GamerLegion,1,27th of October 2025
2387320,GamerLegion,paiN,Overpass,5,13,paiN,2,27th of October 2025
2387320,GamerLegion,paiN,Dust2,10,13,paiN,3,27th of October 2025
2387321,Legacy,Gentle Mates,Ancient,13,5,Legacy,1,27th of October 2025
2387321,Legacy,Gentle Mates,Inferno,16,13,Legacy,2,27th of October 2025
2387258,Sharks,Gaimin Gladiators,Inferno,13,3,Sharks,1,26th of October 2025
2387258,Sharks,Gaimin Gladiators,Nuke,13,16,Gaimin Gladiators,2,26th of October 2025
2387258,Sharks,Gaimin Gladiators,Train,13,6,Sharks,3,26th of October 2025
2387259,BESTIA,ShindeN,Mirage,13,4,BESTIA,1,26th of October 2025
2387259,BESTIA,ShindeN,Dust2,20,22,ShindeN,2,26th of October 2025
2387259,BESTIA,ShindeN,Ancient,3,13,ShindeN,3,26th of October 2025
2387376,NRG,Marsborne,Overpass,8,13,Marsborne,1,26th of October 2025
2387376,NRG,Marsborne,Train,13,9,NRG,2,26th of October 2025
2387376,NRG,Marsborne,Nuke,16,14,NRG,3,26th of October 2025
2387198,Nemiga,FORZE Reload,Overpass,13,11,Nemiga,1,26th of October 2025
2387198,Nemiga,FORZE Reload,Train,13,11,Nemiga,2,26th of October 2025
2387203,JiJieHao,Monte,Mirage,3,13,Monte,1,26th of October 2025
2387203,JiJieHao,Monte,Train,8,13,Monte,2,26th of October 2025
2387104,Aurora,fnatic,Mirage,16,14,Aurora,1,26th of October 2025
2387104,Aurora,fnatic,Dust2,13,8,Aurora,2,26th of October 2025
2387105,Astralis,B8,Mirage,12,16,B8,1,26th of October 2025
2387105,Astralis,B8,Ancient,4,13,B8,2,26th of October 2025
2387362,BESTIA,Bounty Hunters,Nuke,11,13,Bounty Hunters,1,26th of October 2025
2387362,BESTIA,Bounty Hunters,Ancient,8,13,Bounty Hunters,2,26th of October 2025
2386915,Sashi,Sangal,Overpass,11,13,Sangal,1,26th of October 2025
2386915,Sashi,Sangal,Nuke,13,9,Sashi,2,26th of October 2025
2386915,Sashi,Sangal,Inferno,7,13,Sangal,3,26th of October 2025
2387374,NRG,Voca,Nuke,13,2,NRG,1,26th of October 2025
2387374,NRG,Voca,Mirage,13,10,NRG,2,26th of October 2025
2387103,BetBoom,MIBR,Overpass,13,1,BetBoom,1,26th of October 2025
2387103,BetBoom,MIBR,Nuke,10,13,MIBR,2,26th of October 2025
2387103,BetBoom,MIBR,Ancient,13,7,BetBoom,3,26th of October 2025
2387100,GamerLegion,FlyQuest,Dust2,19,15,GamerLegion,1,26th of October 2025
2387100,GamerLegion,FlyQuest,Overpass,13,11,GamerLegion,2,26th of October 2025
2387101,HEROIC,Ninjas in Pyjamas,Nuke,13,7,HEROIC,1,26th of October 2025
2387101,HEROIC,Ninjas in Pyjamas,Dust2,13,10,HEROIC,2,26th of October 2025
2387098,Legacy,Liquid,Mirage,13,11,Legacy,1,26th of October 2025
2387098,Legacy,Liquid,Inferno,7,13,Liquid,2,26th of October 2025
2387098,Legacy,Liquid,Nuke,9,13,Liquid,3,26th of October 2025
2387099,paiN,Gentle Mates,Ancient,19,15,paiN,1,26th of October 2025
2387099,paiN,Gentle Mates,Mirage,13,10,paiN,2,26th of October 2025
2387370,Voca,BOSS,Train,13,6,Voca,1,25th of October 2025
2387370,Voca,BOSS,Mirage,13,2,Voca,2,25th of October 2025
2387188,1win,ECSTATIC,Inferno,16,12,1win,1,25th of October 2025
2387188,1win,ECSTATIC,Ancient,13,5,1win,2,25th of October 2025
2387192,Johnny Speeds,ARCRED,Mirage,8,13,ARCRED,1,25th of October 2025
2387192,Johnny Speeds,ARCRED,Inferno,7,13,ARCRED,2,25th of October 2025
2387359,BESTIA,Sharks,Nuke,5,13,Sharks,1,25th of October 2025
2387359,BESTIA,Sharks,Ancient,8,13,Sharks,2,25th of October 2025
2387246,Gaimin Gladiators,Bounty Hunters,Nuke,2,13,Bounty Hunters,1,24th of October 2025
2387246,Gaimin Gladiators,Bounty Hunters,Overpass,13,7,Gaimin Gladiators,2,24th of October 2025
2387246,Gaimin Gladiators,Bounty Hunters,Dust2,13,10,Gaimin Gladiators,3,24th of October 2025
2387355,BESTIA,Bounty Hunters,Mirage,19,17,BESTIA,1,24th of October 2025
2387355,BESTIA,Bounty Hunters,Ancient,13,10,BESTIA,2,24th of October 2025
2387181,ARCRED,SINNERS,Mirage,4,13,SINNERS,1,24th of October 2025
2387181,ARCRED,SINNERS,Nuke,3,13,SINNERS,2,24th of October 2025
2387009,CYBERSHOKE,ECSTATIC,Train,16,19,ECSTATIC,1,24th of October 2025
2387009,CYBERSHOKE,ECSTATIC,Mirage,9,13,ECSTATIC,2,24th of October 2025
2387358,Fake do Biru,ODDIK,Dust2,13,7,Fake do Biru,1,23rd of October 2025
2387358,Fake do Biru,ODDIK,Train,6,13,ODDIK,2,23rd of October 2025
2387358,Fake do Biru,ODDIK,Nuke,16,14,Fake do Biru,3,23rd of October 2025
2387177,FORZE Reload,Oramond,Train,16,13,FORZE Reload,1,23rd of October 2025
2387177,FORZE Reload,Oramond,Mirage,13,2,FORZE Reload,2,23rd of October 2025
2387008,Nemiga,Sangal,Train,13,8,Nemiga,1,23rd of October 2025
2387008,Nemiga,Sangal,Overpass,1,13,Sangal,2,23rd of October 2025
2387008,Nemiga,Sangal,Inferno,9,13,Sangal,3,23rd of October 2025
2387007,ECSTATIC,SINNERS,Inferno,11,13,SINNERS,1,23rd of October 2025
2387007,ECSTATIC,SINNERS,Dust2,11,13,SINNERS,2,23rd of October 2025
2387120,BOSS,Voca,Train,6,13,Voca,1,23rd of October 2025
2387120,BOSS,Voca,Mirage,4,13,Voca,2,23rd of October 2025
2386901,Johnny Speeds,ARCRED,Train,13,3,Johnny Speeds,1,22nd of October 2025
2386901,Johnny Speeds,ARCRED,Nuke,19,17,Johnny Speeds,2,22nd of October 2025
2387118,BIG,BC.Game,Overpass,13,4,BIG,1,22nd of October 2025
2387118,BIG,BC.Game,Mirage,13,5,BIG,2,22nd of October 2025
2387000,CYBERSHOKE,SINNERS,Nuke,12,16,SINNERS,1,21st of October 2025
2387000,CYBERSHOKE,SINNERS,Ancient,10,13,SINNERS,2,21st of October 2025
2386895,CYBERSHOKE,Sangal,Nuke,6,13,Sangal,1,21st of October 2025
2386895,CYBERSHOKE,Sangal,Mirage,7,13,Sangal,2,21st of October 2025
2386998,Johnny Speeds,Sangal,Mirage,4,13,Sangal,1,20th of October 2025
2386998,Johnny Speeds,Sangal,Overpass,11,13,Sangal,2,20th of October 2025
2386606,RED Canids,Gaimin Gladiators,Inferno,13,16,Gaimin Gladiators,1,19th of October 2025
2386606,RED Canids,Gaimin Gladiators,Nuke,13,7,RED Canids,2,19th of October 2025
2386606,RED Canids,Gaimin Gladiators,Overpass,9,13,Gaimin Gladiators,3,19th of October 2025
2386809,FURIA,Natus Vincere,Mirage,6,13,Natus Vincere,1,19th of October 2025
2386809,FURIA,Natus Vincere,Inferno,9,13,Natus Vincere,2,19th of October 2025
2386809,FURIA,Natus Vincere,Nuke,13,8,FURIA,3,19th of October 2025
2386809,FURIA,Natus Vincere,Dust2,13,5,FURIA,4,19th of October 2025
2386809,FURIA,Natus Vincere,Train,13,1,FURIA,5,19th of October 2025
2386752,Nemiga,ENCE,Dust2,13,4,Nemiga,1,19th of October 2025
2386752,Nemiga,ENCE,Inferno,13,9,Nemiga,2,19th of October 2025
2386751,ENCE,1win,Train,15,19,1win,1,19th of October 2025
2386751,ENCE,1win,Ancient,13,8,ENCE,2,19th of October 2025
2386751,ENCE,1win,Dust2,13,7,ENCE,3,19th of October 2025
2386808,Aurora,The MongolZ,Inferno,16,14,Aurora,1,19th of October 2025
2386808,Aurora,The MongolZ,Mirage,10,13,The MongolZ,2,19th of October 2025
2386808,Aurora,The MongolZ,Nuke,14,16,The MongolZ,3,19th of October 2025
2386750,9INE,Nemiga,Train,10,13,Nemiga,1,19th of October 2025
2386750,9INE,Nemiga,Inferno,13,4,9INE,2,19th of October 2025
2386750,9INE,Nemiga,Ancient,7,13,Nemiga,3,19th of October 2025
2386848,3DMAX,Legacy,Nuke,6,13,Legacy,1,19th of October 2025
2386848,3DMAX,Legacy,Dust2,13,11,3DMAX,2,19th of October 2025
2386848,3DMAX,Legacy,Inferno,13,5,3DMAX,3,19th of October 2025
2386848,3DMAX,Legacy,Train,10,13,Legacy,4,19th of October 2025
2386848,3DMAX,Legacy,Ancient,6,13,Legacy,5,19th of October 2025
2386847,Liquid,HEROIC,Mirage,13,4,Liquid,1,19th of October 2025
2386847,Liquid,HEROIC,Dust2,13,5,Liquid,2,19th of October 2025
2386715,Bounty Hunters,Sharks,Train,11,13,Sharks,1,18th of October 2025
2386715,Bounty Hunters,Sharks,Mirage,10,13,Sharks,2,18th of October 2025
2386713,Fake do Biru,Sharks,Nuke,10,13,Sharks,1,18th of October 2025
2386713,Fake do Biru,Sharks,Mirage,5,13,Sharks,2,18th of October 2025
2386807,Natus Vincere,The MongolZ,Mirage,13,9,Natus Vincere,1,18th of October 2025
2386807,Natus Vincere,The MongolZ,Nuke,3,13,The MongolZ,2,18th of October 2025
2386807,Natus Vincere,The MongolZ,Ancient,13,10,Natus Vincere,3,18th of October 2025
2386748,BIG,1win,Inferno,9,13,1win,1,18th of October 2025
2386748,BIG,1win,Overpass,5,13,1win,2,18th of October 2025
2386806,FURIA,Aurora,Train,13,11,FURIA,1,18th of October 2025
2386806,FURIA,Aurora,Overpass,13,5,FURIA,2,18th of October 2025
2386846,HEROIC,Legacy,Dust2,13,2,HEROIC,1,18th of October 2025
2386846,HEROIC,Legacy,Ancient,6,13,Legacy,2,18th of October 2025
2386846,HEROIC,Legacy,Inferno,8,13,Legacy,3,18th of October 2025
2386746,Nemiga,Nuclear TigeRES,Ancient,17,19,Nuclear TigeRES,1,18th of October 2025
2386746,Nemiga,Nuclear TigeRES,Train,13,7,Nemiga,2,18th of October 2025
2386746,Nemiga,Nuclear TigeRES,Dust2,13,6,Nemiga,3,18th of October 2025
2386845,Liquid,3DMAX,Dust2,13,10,Liquid,1,18th of October 2025
2386845,Liquid,3DMAX,Nuke,7,13,3DMAX,2,18th of October 2025
2386845,Liquid,3DMAX,Inferno,8,13,3DMAX,3,18th of October 2025
2386573,Alliance,Johnny Speeds,Overpass,13,5,Alliance,1,17th of October 2025
2386573,Alliance,Johnny Speeds,Inferno,13,4,Alliance,2,17th of October 2025
2386530,The Huns,Rare Atom,Ancient,13,10,The Huns,1,17th of October 2025
2386530,The Huns,Rare Atom,Dust2,1,13,Rare Atom,2,17th of October 2025
2386530,The Huns,Rare Atom,Mirage,7,13,Rare Atom,3,17th of October 2025
2386804,The MongolZ,9z,Nuke,13,7,The MongolZ,1,17th of October 2025
2386804,The MongolZ,9z,Ancient,13,11,The MongolZ,2,17th of October 2025
2386844,Legacy,FUT,Mirage,8,13,FUT,1,17th of October 2025
2386844,Legacy,FUT,Inferno,19,16,Legacy,2,17th of October 2025
2386844,Legacy,FUT,Dust2,13,8,Legacy,3,17th of October 2025
2386742,FAVBET,1win,Dust2,3,13,1win,1,17th of October 2025
2386742,FAVBET,1win,Inferno,9,13,1win,2,17th of October 2025
2386843,fnatic,3DMAX,Inferno,5,13,3DMAX,1,17th of October 2025
2386843,fnatic,3DMAX,Train,13,7,fnatic,2,17th of October 2025
2386843,fnatic,3DMAX,Dust2,9,13,3DMAX,3,17th of October 2025
2386603,ODDIK,Gaimin Gladiators,Mirage,13,2,ODDIK,1,16th of October 2025
2386603,ODDIK,Gaimin Gladiators,Overpass,12,16,Gaimin Gladiators,2,16th of October 2025
2386603,ODDIK,Gaimin Gladiators,Train,9,13,Gaimin Gladiators,3,16th of October 2025
2386802,Natus Vincere,Aurora,Nuke,4,13,Aurora,1,16th of October 2025
2386802,Natus Vincere,Aurora,Mirage,13,6,Natus Vincere,2,16th of October 2025
2386802,Natus Vincere,Aurora,Dust2,13,11,Natus Vincere,3,16th of October 2025
2386705,RED Canids,Bounty Hunters,Mirage,14,16,Bounty Hunters,1,16th of October 2025
2386705,RED Canids,Bounty Hunters,Nuke,8,13,Bounty Hunters,2,16th of October 2025
2386801,OG,9z,Train,13,7,OG,1,16th of October 2025
2386801,OG,9z,Nuke,8,13,9z,2,16th of October 2025
2386801,OG,9z,Ancient,16,19,9z,3,16th of October 2025
2386740,1win,UNiTY,Ancient,7,13,UNiTY,1,16th of October 2025
2386740,1win,UNiTY,Dust2,13,8,1win,2,16th of October 2025
2386740,1win,UNiTY,Train,13,5,1win,3,16th of October 2025
2386834,Virtus.pro,3DMAX,Overpass,13,9,Virtus.pro,1,16th of October 2025
2386834,Virtus.pro,3DMAX,Inferno,8,13,3DMAX,2,16th of October 2025
2386834,Virtus.pro,3DMAX,Train,9,13,3DMAX,3,16th of October 2025
2386842,FUT,FaZe,Ancient,13,11,FUT,1,16th of October 2025
2386842,FUT,FaZe,Mirage,11,13,FaZe,2,16th of October 2025
2386842,FUT,FaZe,Dust2,13,10,FUT,3,16th of October 2025
2386800,FURIA,The MongolZ,Dust2,19,15,FURIA,1,16th of October 2025
2386800,FURIA,The MongolZ,Mirage,13,11,FURIA,2,16th of October 2025
2386841,fnatic,HEROIC,Inferno,3,13,HEROIC,1,16th of October 2025
2386841,fnatic,HEROIC,Dust2,13,2,fnatic,2,16th of October 2025
2386841,fnatic,HEROIC,Mirage,18,22,HEROIC,3,16th of October 2025
2386833,Liquid,Legacy,Mirage,6,13,Legacy,1,16th of October 2025
2386833,Liquid,Legacy,Dust2,13,6,Liquid,2,16th of October 2025
2386833,Liquid,Legacy,Inferno,13,11,Liquid,3,16th of October 2025
2386840,FaZe,TYLOO,Nuke,9,13,TYLOO,1,16th of October 2025
2386840,FaZe,TYLOO,Inferno,13,7,FaZe,2,16th of October 2025
2386840,FaZe,TYLOO,Mirage,13,8,FaZe,3,16th of October 2025
2386839,paiN,FUT,Mirage,13,16,FUT,1,16th of October 2025
2386839,paiN,FUT,Dust2,6,13,FUT,2,16th of October 2025
2386602,ODDIK,ShindeN,Nuke,10,13,ShindeN,1,15th of October 2025
2386602,ODDIK,ShindeN,Overpass,16,14,ODDIK,2,15th of October 2025
2386602,ODDIK,ShindeN,Ancient,13,8,ODDIK,3,15th of October 2025
2386570,Sangal,Johnny Speeds,Overpass,11,13,Johnny Speeds,1,15th of October 2025
2386570,Sangal,Johnny Speeds,Inferno,13,6,Sangal,2,15th of October 2025
2386570,Sangal,Johnny Speeds,Train,13,11,Sangal,3,15th of October 2025
2386798,Natus Vincere,Imperial,Mirage,10,13,Imperial,1,15th of October 2025
2386798,Natus Vincere,Imperial,Nuke,13,4,Natus Vincere,2,15th of October 2025
2386798,Natus Vincere,Imperial,Dust2,13,8,Natus Vincere,3,15th of October 2025
2386528,The Huns,Rare Atom,Ancient,13,9,The Huns,1,15th of October 2025
2386528,The Huns,Rare Atom,Mirage,13,5,The Huns,2,15th of October 2025
2386797,The MongolZ,9z,Dust2,13,3,The MongolZ,1,15th of October 2025
2386797,The MongolZ,9z,Ancient,13,5,The MongolZ,2,15th of October 2025
2386832,Lynn Vision,3DMAX,Dust2,13,16,3DMAX,1,15th of October 2025
2386832,Lynn Vision,3DMAX,Inferno,8,13,3DMAX,2,15th of October 2025
2386831,Virtus.pro,MIBR,Ancient,13,5,Virtus.pro,1,15th of October 2025
2386831,Virtus.pro,MIBR,Train,13,11,Virtus.pro,2,15th of October 2025
2386796,FURIA,OG,Nuke,13,10,FURIA,1,15th of October 2025
2386796,FURIA,OG,Inferno,13,9,FURIA,2,15th of October 2025
2386837,fnatic,TYLOO,Train,16,14,fnatic,1,15th of October 2025
2386837,fnatic,TYLOO,Inferno,13,10,fnatic,2,15th of October 2025
2386838,FUT,HEROIC,Ancient,6,13,HEROIC,1,15th of October 2025
2386838,FUT,HEROIC,Overpass,8,13,HEROIC,2,15th of October 2025
2386836,FaZe,B8,Dust2,13,9,FaZe,1,15th of October 2025
2386836,FaZe,B8,Mirage,18,22,B8,2,15th of October 2025
2386836,FaZe,B8,Ancient,13,5,FaZe,3,15th of October 2025
2386835,paiN,Fluxo,Ancient,10,13,Fluxo,1,15th of October 2025
2386835,paiN,Fluxo,Nuke,13,10,paiN,2,15th of October 2025
2386835,paiN,Fluxo,Inferno,13,2,paiN,3,15th of October 2025
2386628,Marsborne,Wildcard,Train,13,9,Marsborne,1,15th of October 2025
2386628,Marsborne,Wildcard,Mirage,13,11,Marsborne,2,15th of October 2025
2386599,Gaimin Gladiators,Fake do Biru,Inferno,13,3,Gaimin Gladiators,1,14th of October 2025
2386599,Gaimin Gladiators,Fake do Biru,Dust2,11,13,Fake do Biru,2,14th of October 2025
2386599,Gaimin Gladiators,Fake do Biru,Train,13,2,Gaimin Gladiators,3,14th of October 2025
2386597,ODDIK,RED Canids,Nuke,9,13,RED Canids,1,14th of October 2025
2386597,ODDIK,RED Canids,Overpass,10,13,RED Canids,2,14th of October 2025
2386563,SINNERS,Monte,Mirage,13,16,Monte,1,14th of October 2025
2386563,SINNERS,Monte,Dust2,13,6,SINNERS,2,14th of October 2025
2386563,SINNERS,Monte,Ancient,7,13,Monte,3,14th of October 2025
2386565,ARCRED,Alliance,Train,6,13,Alliance,1,14th of October 2025
2386565,ARCRED,Alliance,Ancient,16,19,Alliance,2,14th of October 2025
2386829,3DMAX,Legacy,Dust2,6,13,Legacy,1,14th of October 2025
2386829,3DMAX,Legacy,Nuke,13,8,3DMAX,2,14th of October 2025
2386829,3DMAX,Legacy,Inferno,7,13,Legacy,3,14th of October 2025
2386830,Liquid,MIBR,Mirage,13,5,Liquid,1,14th of October 2025
2386830,Liquid,MIBR,Nuke,13,5,Liquid,2,14th of October 2025
2386828,GamerLegion,Lynn Vision,Overpass,13,5,GamerLegion,1,14th of October 2025
2386828,GamerLegion,Lynn Vision,Train,8,13,Lynn Vision,2,14th of October 2025
2386828,GamerLegion,Lynn Vision,Inferno,9,13,Lynn Vision,3,14th of October 2025
2386827,The Huns,Virtus.pro,Inferno,6,13,Virtus.pro,1,14th of October 2025
2386827,The Huns,Virtus.pro,Dust2,10,13,Virtus.pro,2,14th of October 2025
2386825,HEROIC,B8,Dust2,16,12,HEROIC,1,14th of October 2025
2386826,FaZe,FUT,Mirage,11,13,FUT,1,14th of October 2025
2386823,TYLOO,Fluxo,Train,22,20,TYLOO,1,14th of October 2025
2386824,paiN,fnatic,Overpass,8,13,fnatic,1,14th of October 2025
2386822,Lynn Vision,MIBR,Nuke,4,13,MIBR,1,14th of October 2025
2386821,GamerLegion,Liquid,Inferno,9,13,Liquid,1,14th of October 2025
2386820,Virtus.pro,Legacy,Mirage,2,13,Legacy,1,14th of October 2025
2386819,3DMAX,The Huns,Nuke,13,1,3DMAX,1,14th of October 2025
2386434,BetBoom,SINNERS,Nuke,16,14,BetBoom,1,13th of October 2025
2386434,BetBoom,SINNERS,Mirage,13,6,BetBoom,2,13th of October 2025
2386732,1win,Nuclear TigeRES,Ancient,2,13,Nuclear TigeRES,1,13th of October 2025
2386732,1win,Nuclear TigeRES,Dust2,7,13,Nuclear TigeRES,2,13th of October 2025
2386433,ECSTATIC,SINNERS,Dust2,9,13,SINNERS,1,13th of October 2025
2386433,ECSTATIC,SINNERS,Inferno,19,15,ECSTATIC,2,13th of October 2025
2386433,ECSTATIC,SINNERS,Nuke,8,13,SINNERS,3,13th of October 2025
2386730,FAVBET,UNiTY,Ancient,13,6,FAVBET,1,13th of October 2025
2386730,FAVBET,UNiTY,Inferno,13,6,FAVBET,2,13th of October 2025
2386781,9z,BESTIA,Dust2,7,13,BESTIA,1,12th of October 2025
2386781,9z,BESTIA,Ancient,16,14,9z,2,12th of October 2025
2386781,9z,BESTIA,Inferno,3,13,BESTIA,3,12th of October 2025
2386781,9z,BESTIA,Nuke,13,10,9z,4,12th of October 2025
2386781,9z,BESTIA,Overpass,17,19,BESTIA,5,12th of October 2025
2386431,9INE,SINNERS,Ancient,5,13,SINNERS,1,12th of October 2025
2386431,9INE,SINNERS,Nuke,8,13,SINNERS,2,12th of October 2025
2385970,Falcons,Vitality,Inferno,10,13,Vitality,1,12th of October 2025
2385970,Falcons,Vitality,Train,9,13,Vitality,2,12th of October 2025
2385970,Falcons,Vitality,Dust2,5,13,Vitality,3,12th of October 2025
2386345,BetBoom,1win,Dust2,16,14,BetBoom,1,12th of October 2025
2386345,BetBoom,1win,Ancient,13,6,BetBoom,2,12th of October 2025
2386215,PARIVISION,Inner Circle,Overpass,13,10,PARIVISION,1,12th of October 2025
2386215,PARIVISION,Inner Circle,Mirage,13,2,PARIVISION,2,12th of October 2025
2386215,PARIVISION,Inner Circle,Ancient,13,11,PARIVISION,3,12th of October 2025
2385969,MOUZ,FaZe,Ancient,13,7,MOUZ,1,12th of October 2025
2385969,MOUZ,FaZe,Overpass,13,10,MOUZ,2,12th of October 2025
2386428,BetBoom,Johnny Speeds,Nuke,13,8,BetBoom,1,12th of October 2025
2386428,BetBoom,Johnny Speeds,Overpass,7,13,Johnny Speeds,2,12th of October 2025
2386428,BetBoom,Johnny Speeds,Mirage,13,9,BetBoom,3,12th of October 2025
2385968,FaZe,Vitality,Mirage,22,20,FaZe,1,11th of October 2025
2385968,FaZe,Vitality,Inferno,9,13,Vitality,2,11th of October 2025
2385968,FaZe,Vitality,Dust2,8,13,Vitality,3,11th of October 2025
2386214,Inner Circle,Nemiga,Train,13,11,Inner Circle,1,11th of October 2025
2386214,Inner Circle,Nemiga,Mirage,13,10,Inner Circle,2,11th of October 2025
2386213,PARIVISION,Gentle Mates,Mirage,13,11,PARIVISION,1,11th of October 2025
2386213,PARIVISION,Gentle Mates,Inferno,13,5,PARIVISION,2,11th of October 2025
2385967,MOUZ,Falcons,Inferno,13,16,Falcons,1,11th of October 2025
2385967,MOUZ,Falcons,Ancient,7,13,Falcons,2,11th of October 2025
2386425,Sashi,Johnny Speeds,Nuke,11,13,Johnny Speeds,1,11th of October 2025
2386425,Sashi,Johnny Speeds,Dust2,6,13,Johnny Speeds,2,11th of October 2025
2386776,BESTIA,ShindeN,Dust2,13,5,BESTIA,1,10th of October 2025
2386561,Alliance,Johnny Speeds,Overpass,9,13,Johnny Speeds,1,10th of October 2025
2386561,Alliance,Johnny Speeds,Inferno,13,4,Alliance,2,10th of October 2025
2386561,Alliance,Johnny Speeds,Nuke,11,13,Johnny Speeds,3,10th of October 2025
2385966,FURIA,Vitality,Overpass,13,9,FURIA,1,10th of October 2025
2385966,FURIA,Vitality,Inferno,7,13,Vitality,2,10th of October 2025
2385966,FURIA,Vitality,Nuke,7,13,Vitality,3,10th of October 2025
2386212,Gentle Mates,Betclic,Nuke,13,4,Gentle Mates,1,10th of October 2025
2386212,Gentle Mates,Betclic,Train,11,13,Betclic,2,10th of October 2025
2386212,Gentle Mates,Betclic,Overpass,13,10,Gentle Mates,3,10th of October 2025
2386555,FAVBET,Monte,Dust2,7,13,Monte,1,10th of October 2025
2386555,FAVBET,Monte,Nuke,13,11,FAVBET,2,10th of October 2025
2386555,FAVBET,Monte,Ancient,5,13,Monte,3,10th of October 2025
2386423,ECSTATIC,Oramond,Nuke,13,4,ECSTATIC,1,10th of October 2025
2386423,ECSTATIC,Oramond,Train,13,2,ECSTATIC,2,10th of October 2025
2385965,Spirit,FaZe,Nuke,9,13,FaZe,1,10th of October 2025
2385965,Spirit,FaZe,Mirage,5,13,FaZe,2,10th of October 2025
