match_id,team1,team2,map_name,score_t1,score_t2,map_winner,map_number,date
2388508,ARCRED,magic,Ancient,10,13,magic,1,18th of December 2025
2388508,ARCRED,magic,Mirage,5,13,magic,2,18th of December 2025
2388677,fnatic,G2 Ares,Dust2,13,16,G2 Ares,1,18th of December 2025
2388677,fnatic,G2 Ares,Train,13,6,fnatic,2,18th of December 2025
2388677,fnatic,G2 Ares,Inferno,13,8,fnatic,3,18th of December 2025
2388679,ENCE,The Huns,Ancient,13,11,ENCE,1,18th of December 2025
2388679,ENCE,The Huns,Dust2,13,3,ENCE,2,18th of December 2025
2388680,Friendly Campers,HEROIC Academy,Inferno,13,7,Friendly Campers,1,18th of December 2025
2388680,Friendly Campers,HEROIC Academy,Mirage,13,5,Friendly Campers,2,18th of December 2025
2388758,JiJieHao,Eruption,Ancient,16,19,Eruption,1,18th of December 2025
2388506,Johnny Speeds,magic,Dust2,11,13,magic,1,17th of December 2025
2388506,Johnny Speeds,magic,Overpass,16,13,Johnny Speeds,2,17th of December 2025
2388506,Johnny Speeds,magic,Mirage,15,19,magic,3,17th of December 2025
2388504,EYEBALLERS,Oramond,Mirage,11,13,Oramond,1,17th of December 2025
2388504,EYEBALLERS,Oramond,Inferno,13,8,EYEBALLERS,2,17th of December 2025
2388504,EYEBALLERS,Oramond,Dust2,3,13,Oramond,3,17th of December 2025
2388667,illwill,MOUZ NXT,Nuke,2,13,MOUZ NXT,1,17th of December 2025
2388666,HEROIC Academy,The Huns,Train,13,7,HEROIC Academy,1,17th of December 2025
2388495,CYBERSHOKE,Nuclear TigeRES,Ancient,13,9,CYBERSHOKE,1,15th of December 2025
2388495,CYBERSHOKE,Nuclear TigeRES,Dust2,9,13,Nuclear TigeRES,2,15th of December 2025
2388495,CYBERSHOKE,Nuclear TigeRES,Nuke,13,5,CYBERSHOKE,3,15th of December 2025
2388130,Vitality,FaZe,Nuke,6,13,FaZe,1,14th of December 2025
2388130,Vitality,FaZe,Dust2,13,3,Vitality,2,14th of December 2025
2388130,Vitality,FaZe,Inferno,13,9,Vitality,3,14th of December 2025
2388130,Vitality,FaZe,Overpass,13,2,Vitality,4,14th of December 2025
2388454,9INE,BIG,Ancient,13,9,9INE,1,14th of December 2025
2388454,9INE,BIG,Overpass,5,13,BIG,2,14th of December 2025
2388454,9INE,BIG,Dust2,6,13,BIG,3,14th of December 2025
2388129,FaZe,Natus Vincere,Ancient,5,13,Natus Vincere,1,13th of December 2025
2388129,FaZe,Natus Vincere,Nuke,13,11,FaZe,2,13th of December 2025
2388129,FaZe,Natus Vincere,Inferno,13,8,FaZe,3,13th of December 2025
2388452,Oramond,BIG,Dust2,13,10,Oramond,1,13th of December 2025
2388452,Oramond,BIG,Mirage,10,13,BIG,2,13th of December 2025
2388452,Oramond,BIG,Train,11,13,BIG,3,13th of December 2025
2388128,Spirit,Vitality,Mirage,17,19,Vitality,1,13th of December 2025
2388128,Spirit,Vitality,Dust2,8,13,Vitality,2,13th of December 2025
2388449,9INE,Alliance,Nuke,16,14,9INE,1,13th of December 2025
2388449,9INE,Alliance,Inferno,13,10,9INE,2,13th of December 2025
2388127,FURIA,Natus Vincere,Mirage,5,13,Natus Vincere,1,12th of December 2025
2388127,FURIA,Natus Vincere,Inferno,16,13,FURIA,2,12th of December 2025
2388127,FURIA,Natus Vincere,Train,3,13,Natus Vincere,3,12th of December 2025
2388448,BetBoom,Johnny Speeds,Inferno,4,13,Johnny Speeds,1,12th of December 2025
2388448,BetBoom,Johnny Speeds,Train,16,12,BetBoom,2,12th of December 2025
2388448,BetBoom,Johnny Speeds,Mirage,13,6,BetBoom,3,12th of December 2025
2388447,BIG,Sangal,Train,13,10,BIG,1,12th of December 2025
2388447,BIG,Sangal,Mirage,4,13,Sangal,2,12th of December 2025
2388447,BIG,Sangal,Overpass,13,11,BIG,3,12th of December 2025
2388126,MOUZ,FaZe,Nuke,11,13,FaZe,1,12th of December 2025
2388126,MOUZ,FaZe,Inferno,2,13,FaZe,2,12th of December 2025
2388124,Vitality,The MongolZ,Mirage,13,5,Vitality,1,11th of December 2025
2388124,Vitality,The MongolZ,Dust2,13,4,Vitality,2,11th of December 2025
2388125,Spirit,Falcons,Nuke,13,4,Spirit,1,11th of December 2025
2388125,Spirit,Falcons,Dust2,16,12,Spirit,2,11th of December 2025
2388442,ECSTATIC,Oramond,Nuke,9,13,Oramond,1,11th of December 2025
2388442,ECSTATIC,Oramond,Train,13,11,ECSTATIC,2,11th of December 2025
2388442,ECSTATIC,Oramond,Ancient,10,13,Oramond,3,11th of December 2025
2387487,FUT,ECSTATIC,Mirage,13,7,FUT,1,9th of December 2025
2387487,FUT,ECSTATIC,Train,16,14,FUT,2,9th of December 2025
2387487,FUT,ECSTATIC,Ancient,13,10,FUT,3,9th of December 2025
2388435,Johnny Speeds,Oramond,Mirage,7,13,Oramond,1,9th of December 2025
2388435,Johnny Speeds,Oramond,Dust2,5,13,Oramond,2,9th of December 2025
2388628,Ursa,Nemiga,Default,1,0,Ursa,1,8th of December 2025
2388628,Ursa,Nemiga,Train,19,17,Ursa,2,8th of December 2025
2388433,Nemiga,FORZE Reload,Train,9,13,FORZE Reload,1,8th of December 2025
2388433,Nemiga,FORZE Reload,Overpass,16,13,Nemiga,2,8th of December 2025
2388433,Nemiga,FORZE Reload,Ancient,8,13,FORZE Reload,3,8th of December 2025
2387485,BetBoom,FUT,Nuke,8,13,FUT,1,8th of December 2025
2387485,BetBoom,FUT,Mirage,8,13,FUT,2,8th of December 2025
2388314,Johnny Speeds,EYEBALLERS,Train,8,13,EYEBALLERS,1,8th of December 2025
2388314,Johnny Speeds,EYEBALLERS,Mirage,8,13,EYEBALLERS,2,8th of December 2025
2388123,G2,Falcons,Ancient,13,9,G2,1,7th of December 2025
2388123,G2,Falcons,Inferno,4,13,Falcons,2,7th of December 2025
2388123,G2,Falcons,Dust2,10,13,Falcons,3,7th of December 2025
2388431,CYBERSHOKE,Oramond,Nuke,13,6,CYBERSHOKE,1,7th of December 2025
2388431,CYBERSHOKE,Oramond,Dust2,13,10,CYBERSHOKE,2,7th of December 2025
2388122,FaZe,Passion UA,Overpass,13,11,FaZe,1,7th of December 2025
2388122,FaZe,Passion UA,Mirage,13,11,FaZe,2,7th of December 2025
2387483,CYBERSHOKE,ECSTATIC,Mirage,13,10,CYBERSHOKE,1,7th of December 2025
2387483,CYBERSHOKE,ECSTATIC,Train,16,19,ECSTATIC,2,7th of December 2025
2387483,CYBERSHOKE,ECSTATIC,Ancient,9,13,ECSTATIC,3,7th of December 2025
2388121,B8,Natus Vincere,Ancient,4,13,Natus Vincere,1,7th of December 2025
2388121,B8,Natus Vincere,Train,14,16,Natus Vincere,2,7th of December 2025
2388312,EYEBALLERS,Sangal,Mirage,5,13,Sangal,1,7th of December 2025
2388312,EYEBALLERS,Sangal,Ancient,13,8,EYEBALLERS,2,7th of December 2025
2388312,EYEBALLERS,Sangal,Inferno,13,8,EYEBALLERS,3,7th of December 2025
2387482,FUT,Inner Circle,Mirage,13,10,FUT,1,7th of December 2025
2387482,FUT,Inner Circle,Ancient,13,9,FUT,2,7th of December 2025
2387481,BetBoom,Oramond,Train,13,5,BetBoom,1,7th of December 2025
2387481,BetBoom,Oramond,Mirage,13,2,BetBoom,2,7th of December 2025
2388119,G2,The MongolZ,Ancient,4,13,The MongolZ,1,6th of December 2025
2388119,G2,The MongolZ,Dust2,6,13,The MongolZ,2,6th of December 2025
2388120,3DMAX,FaZe,Dust2,6,13,FaZe,1,6th of December 2025
2388120,3DMAX,FaZe,Inferno,5,13,FaZe,2,6th of December 2025
2388117,MOUZ,Falcons,Mirage,11,13,Falcons,1,6th of December 2025
2388117,MOUZ,Falcons,Inferno,13,6,MOUZ,2,6th of December 2025
2388117,MOUZ,Falcons,Nuke,13,10,MOUZ,3,6th of December 2025
2388118,Passion UA,Imperial,Inferno,13,8,Passion UA,1,6th of December 2025
2388118,Passion UA,Imperial,Dust2,13,10,Passion UA,2,6th of December 2025
2388426,Sashi,Sangal,Overpass,4,13,Sangal,1,6th of December 2025
2388426,Sashi,Sangal,Nuke,8,13,Sangal,2,6th of December 2025
2388116,B8,paiN,Dust2,19,16,B8,1,6th of December 2025
2388116,B8,paiN,Ancient,16,12,B8,2,6th of December 2025
2388115,Natus Vincere,Vitality,Inferno,11,13,Vitality,1,6th of December 2025
2388115,Natus Vincere,Vitality,Train,11,13,Vitality,2,6th of December 2025
2387477,9INE,CYBERSHOKE,Overpass,13,9,9INE,1,6th of December 2025
2387477,9INE,CYBERSHOKE,Ancient,1,13,CYBERSHOKE,2,6th of December 2025
2387477,9INE,CYBERSHOKE,Nuke,11,13,CYBERSHOKE,3,6th of December 2025
2388113,FURIA,G2,Inferno,13,6,FURIA,1,5th of December 2025
2388113,FURIA,G2,Overpass,13,10,FURIA,2,5th of December 2025
2388114,PARIVISION,3DMAX,Dust2,16,12,PARIVISION,1,5th of December 2025
2388114,PARIVISION,3DMAX,Inferno,8,13,3DMAX,2,5th of December 2025
2388114,PARIVISION,3DMAX,Ancient,8,13,3DMAX,3,5th of December 2025
2388111,MOUZ,Spirit,Mirage,5,13,Spirit,1,5th of December 2025
2388111,MOUZ,Spirit,Train,13,10,MOUZ,2,5th of December 2025
2388111,MOUZ,Spirit,Overpass,11,13,Spirit,3,5th of December 2025
2388422,Alliance,Sangal,Dust2,28,26,Alliance,1,5th of December 2025
2388422,Alliance,Sangal,Overpass,13,4,Alliance,2,5th of December 2025
2388112,Passion UA,Liquid,Train,13,11,Passion UA,1,5th of December 2025
2388112,Passion UA,Liquid,Mirage,13,10,Passion UA,2,5th of December 2025
2388109,paiN,Natus Vincere,Dust2,8,13,Natus Vincere,1,5th of December 2025
2388110,Imperial,Falcons,Mirage,1,13,Falcons,1,5th of December 2025
2388107,FaZe,The MongolZ,Mirage,7,13,The MongolZ,1,5th of December 2025
2388108,B8,Vitality,Inferno,2,13,Vitality,1,5th of December 2025
2388308,Sangal,Oramond,Inferno,13,7,Sangal,1,5th of December 2025
2388308,Sangal,Oramond,Mirage,13,5,Sangal,2,5th of December 2025
2387473,Inner Circle,FORZE Reload,Mirage,13,10,Inner Circle,1,5th of December 2025
2387473,Inner Circle,FORZE Reload,Overpass,16,13,Inner Circle,2,5th of December 2025
2388307,EYEBALLERS,Nuclear TigeRES,Mirage,13,8,EYEBALLERS,1,5th of December 2025
2388307,EYEBALLERS,Nuclear TigeRES,Inferno,10,13,Nuclear TigeRES,2,5th of December 2025
2388307,EYEBALLERS,Nuclear TigeRES,Train,13,3,EYEBALLERS,3,5th of December 2025
2388105,FURIA,Imperial,Dust2,13,5,FURIA,1,4th of December 2025
2388106,PARIVISION,Natus Vincere,Ancient,6,13,Natus Vincere,1,4th of December 2025
2388104,Liquid,The MongolZ,Inferno,9,13,The MongolZ,1,4th of December 2025
2388103,MOUZ,B8,Overpass,13,6,MOUZ,1,4th of December 2025
2388102,FaZe,Spirit,Dust2,5,13,Spirit,1,4th of December 2025
2388101,Passion UA,Falcons,Nuke,5,13,Falcons,1,4th of December 2025
2388100,3DMAX,Vitality,Nuke,4,13,Vitality,1,4th of December 2025
2388099,paiN,G2,Dust2,7,13,G2,1,4th of December 2025
2388418,Johnny Speeds,FORZE Reload,Overpass,7,13,FORZE Reload,1,4th of December 2025
2388418,Johnny Speeds,FORZE Reload,Nuke,16,14,Johnny Speeds,2,4th of December 2025
2388418,Johnny Speeds,FORZE Reload,Mirage,13,3,Johnny Speeds,3,4th of December 2025
2388098,B8,Falcons,Ancient,13,10,B8,1,4th of December 2025
2388097,FURIA,Natus Vincere,Nuke,13,2,FURIA,1,4th of December 2025
2388095,Vitality,FaZe,Nuke,7,13,FaZe,1,4th of December 2025
2388096,paiN,3DMAX,Nuke,13,10,paiN,1,4th of December 2025
2388093,Spirit,Liquid,Train,13,8,Spirit,1,4th of December 2025
2388094,Passion UA,G2,Mirage,8,13,G2,1,4th of December 2025
2388092,Imperial,The MongolZ,Dust2,16,14,Imperial,1,4th of December 2025
2388091,MOUZ,PARIVISION,Overpass,16,14,MOUZ,1,4th of December 2025
2388415,Sashi,FORZE Reload,Nuke,13,8,Sashi,1,3rd of December 2025
2388415,Sashi,FORZE Reload,Ancient,13,1,Sashi,2,3rd of December 2025
2388471,Oramond,Nuclear TigeRES,Train,13,0,Oramond,1,3rd of December 2025
2388471,Oramond,Nuclear TigeRES,Nuke,13,5,Oramond,2,3rd of December 2025
2388090,Ninjas in Pyjamas,3DMAX,Ancient,3,13,3DMAX,1,2nd of December 2025
2388090,Ninjas in Pyjamas,3DMAX,Train,8,13,3DMAX,2,2nd of December 2025
2388089,Liquid,Astralis,Nuke,13,7,Liquid,1,2nd of December 2025
2388089,Liquid,Astralis,Mirage,13,9,Liquid,2,2nd of December 2025
2388088,Passion UA,M80,Mirage,11,13,M80,1,2nd of December 2025
2388088,Passion UA,M80,Inferno,13,5,Passion UA,2,2nd of December 2025
2388088,Passion UA,M80,Train,13,7,Passion UA,3,2nd of December 2025
2388409,Nemiga,Oramond,Inferno,9,13,Oramond,1,2nd of December 2025
2388409,Nemiga,Oramond,Mirage,8,13,Oramond,2,2nd of December 2025
2388086,B8,3DMAX,Train,3,13,3DMAX,1,1st of December 2025
2388086,B8,3DMAX,Ancient,13,9,B8,2,1st of December 2025
2388086,B8,3DMAX,Dust2,13,8,B8,3,1st of December 2025
2388087,Liquid,TYLOO,Ancient,9,13,TYLOO,1,1st of December 2025
2388087,Liquid,TYLOO,Train,13,5,Liquid,2,1st of December 2025
2388087,Liquid,TYLOO,Inferno,16,14,Liquid,3,1st of December 2025
2388084,Imperial,M80,Mirage,13,11,Imperial,1,1st of December 2025
2388084,Imperial,M80,Dust2,2,13,M80,2,1st of December 2025
2388084,Imperial,M80,Train,13,11,Imperial,3,1st of December 2025
2388085,Aurora,Astralis,Nuke,13,11,Aurora,1,1st of December 2025
2388085,Aurora,Astralis,Train,8,13,Astralis,2,1st of December 2025
2388085,Aurora,Astralis,Mirage,11,13,Astralis,3,1st of December 2025
2388082,PARIVISION,Ninjas in Pyjamas,Dust2,19,16,PARIVISION,1,1st of December 2025
2388082,PARIVISION,Ninjas in Pyjamas,Train,16,12,PARIVISION,2,1st of December 2025
2388406,FORZE Reload,ARCRED,Train,13,1,FORZE Reload,1,1st of December 2025
2388406,FORZE Reload,ARCRED,Nuke,13,11,FORZE Reload,2,1st of December 2025
2388083,fnatic,Passion UA,Overpass,11,13,Passion UA,1,1st of December 2025
2388083,fnatic,Passion UA,Inferno,7,13,Passion UA,2,1st of December 2025
2388080,Natus Vincere,B8,Train,13,6,Natus Vincere,1,30th of November 2025
2388080,Natus Vincere,B8,Mirage,13,8,Natus Vincere,2,30th of November 2025
2388079,MIBR,Liquid,Inferno,5,13,Liquid,1,30th of November 2025
2388079,MIBR,Liquid,Mirage,17,19,Liquid,2,30th of November 2025
2388078,FaZe,Ninjas in Pyjamas,Inferno,16,12,FaZe,1,30th of November 2025
2388078,FaZe,Ninjas in Pyjamas,Nuke,16,12,FaZe,2,30th of November 2025
2388081,FlyQuest,Astralis,Mirage,5,13,Astralis,1,30th of November 2025
2388081,FlyQuest,Astralis,Overpass,11,13,Astralis,2,30th of November 2025
2388546,FUT,Monte,Nuke,16,14,FUT,1,30th of November 2025
2388546,FUT,Monte,Ancient,10,13,Monte,2,30th of November 2025
2388546,FUT,Monte,Dust2,6,13,Monte,3,30th of November 2025
2388077,PARIVISION,Aurora,Overpass,13,11,PARIVISION,1,30th of November 2025
2388076,fnatic,Imperial,Dust2,10,13,Imperial,1,30th of November 2025
2388075,M80,TYLOO,Train,13,10,M80,1,30th of November 2025
2388074,Passion UA,3DMAX,Train,3,13,3DMAX,1,30th of November 2025
2388545,Monte,OG,Dust2,13,11,Monte,1,30th of November 2025
2388545,Monte,OG,Inferno,9,13,OG,2,30th of November 2025
2388545,Monte,OG,Mirage,13,9,Monte,3,30th of November 2025
2388544,FUT,Inner Circle,Mirage,11,13,Inner Circle,1,30th of November 2025
2388544,FUT,Inner Circle,Ancient,13,3,FUT,2,30th of November 2025
2388544,FUT,Inner Circle,Dust2,13,5,FUT,3,30th of November 2025
2388531,1win,FORZE Reload,Ancient,13,11,1win,1,29th of November 2025
2388531,1win,FORZE Reload,Dust2,10,13,FORZE Reload,2,29th of November 2025
2388531,1win,FORZE Reload,Mirage,3,13,FORZE Reload,3,29th of November 2025
2388073,fnatic,B8,Ancient,11,13,B8,1,29th of November 2025
2388072,PARIVISION,Liquid,Dust2,13,3,PARIVISION,1,29th of November 2025
2388540,Sashi,Inner Circle,Nuke,13,11,Sashi,1,29th of November 2025
2388540,Sashi,Inner Circle,Mirage,11,13,Inner Circle,2,29th of November 2025
2388540,Sashi,Inner Circle,Ancient,7,13,Inner Circle,3,29th of November 2025
2388070,Aurora,FaZe,Dust2,10,13,FaZe,1,29th of November 2025
2388071,Passion UA,MIBR,Mirage,13,10,Passion UA,1,29th of November 2025
2388543,GenOne,Monte,Inferno,16,19,Monte,1,29th of November 2025
2388543,GenOne,Monte,Train,1,13,Monte,2,29th of November 2025
2388069,M80,Astralis,Ancient,13,11,M80,1,29th of November 2025
2388068,Natus Vincere,Imperial,Mirage,13,10,Natus Vincere,1,29th of November 2025
2388541,FUT,EYEBALLERS,Overpass,13,5,FUT,1,29th of November 2025
2388541,FUT,EYEBALLERS,Mirage,13,7,FUT,2,29th of November 2025
2388067,FlyQuest,3DMAX,Inferno,7,13,3DMAX,1,29th of November 2025
2388066,Ninjas in Pyjamas,TYLOO,Nuke,13,8,Ninjas in Pyjamas,1,29th of November 2025
2388534,ECSTATIC,EYEBALLERS,Dust2,11,13,EYEBALLERS,1,29th of November 2025
2388534,ECSTATIC,EYEBALLERS,Ancient,13,9,ECSTATIC,2,29th of November 2025
2388534,ECSTATIC,EYEBALLERS,Nuke,8,13,EYEBALLERS,3,29th of November 2025
2388064,MIBR,Imperial,Nuke,5,13,Imperial,1,29th of November 2025
2388065,Liquid,B8,Mirage,7,13,B8,1,29th of November 2025
2388539,9INE,GenOne,Train,6,13,GenOne,1,29th of November 2025
2388539,9INE,GenOne,Ancient,10,13,GenOne,2,29th of November 2025
2388062,Natus Vincere,FlyQuest,Train,13,2,Natus Vincere,1,29th of November 2025
2388063,Aurora,M80,Dust2,13,6,Aurora,1,29th of November 2025
2388060,Passion UA,FaZe,Dust2,10,13,FaZe,1,29th of November 2025
2388061,PARIVISION,TYLOO,Mirage,5,13,TYLOO,1,29th of November 2025
2388059,3DMAX,fnatic,Inferno,6,13,fnatic,1,29th of November 2025
2388058,Astralis,Ninjas in Pyjamas,Nuke,10,13,Ninjas in Pyjamas,1,29th of November 2025
2388012,SINNERS,UNiTY,Ancient,13,11,SINNERS,1,28th of November 2025
2388012,SINNERS,UNiTY,Overpass,13,11,SINNERS,2,28th of November 2025
2388057,PARIVISION,Legacy,Ancient,13,9,PARIVISION,1,27th of November 2025
2388057,PARIVISION,Legacy,Inferno,5,13,Legacy,2,27th of November 2025
2388057,PARIVISION,Legacy,Dust2,19,16,PARIVISION,3,27th of November 2025
2388056,NRG,Imperial,Nuke,8,13,Imperial,1,27th of November 2025
2388056,NRG,Imperial,Train,5,13,Imperial,2,27th of November 2025
2388055,Fluxo,FaZe,Inferno,6,13,FaZe,1,27th of November 2025
2388055,Fluxo,FaZe,Nuke,13,7,Fluxo,2,27th of November 2025
2388055,Fluxo,FaZe,Mirage,10,13,FaZe,3,27th of November 2025
2388053,PARIVISION,GamerLegion,Overpass,16,14,PARIVISION,1,26th of November 2025
2388053,PARIVISION,GamerLegion,Ancient,16,12,PARIVISION,2,26th of November 2025
2388054,Imperial,The Huns,Nuke,13,8,Imperial,1,26th of November 2025
2388054,Imperial,The Huns,Mirage,16,12,Imperial,2,26th of November 2025
2388051,RED Canids,FaZe,Mirage,13,7,RED Canids,1,26th of November 2025
2388051,RED Canids,FaZe,Nuke,17,19,FaZe,2,26th of November 2025
2388051,RED Canids,FaZe,Inferno,5,13,FaZe,3,26th of November 2025
2388052,NRG,fnatic,Mirage,13,3,NRG,1,26th of November 2025
2388052,NRG,fnatic,Inferno,10,13,fnatic,2,26th of November 2025
2388052,NRG,fnatic,Dust2,9,13,fnatic,3,26th of November 2025
2388347,K27,CYBERSHOKE,Overpass,13,10,K27,1,26th of November 2025
2388347,K27,CYBERSHOKE,Dust2,11,13,CYBERSHOKE,2,26th of November 2025
2388347,K27,CYBERSHOKE,Nuke,13,10,K27,3,26th of November 2025
2388050,B8,Legacy,Dust2,16,12,B8,1,26th of November 2025
2388050,B8,Legacy,Mirage,13,5,B8,2,26th of November 2025
2388049,Fluxo,Ninjas in Pyjamas,Nuke,5,13,Ninjas in Pyjamas,1,26th of November 2025
2388049,Fluxo,Ninjas in Pyjamas,Train,5,13,Ninjas in Pyjamas,2,26th of November 2025
2388346,Sangal,CYBERSHOKE,Ancient,7,13,CYBERSHOKE,1,26th of November 2025
2388346,Sangal,CYBERSHOKE,Overpass,13,5,Sangal,2,26th of November 2025
2388346,Sangal,CYBERSHOKE,Nuke,6,13,CYBERSHOKE,3,26th of November 2025
2388290,Oramond,FORZE Reload,Mirage,13,4,Oramond,1,26th of November 2025
2388290,Oramond,FORZE Reload,Train,13,7,Oramond,2,26th of November 2025
2388048,The Huns,Lynn Vision,Ancient,13,7,The Huns,1,25th of November 2025
2388048,The Huns,Lynn Vision,Dust2,13,8,The Huns,2,25th of November 2025
2388047,M80,NRG,Dust2,13,7,M80,1,25th of November 2025
2388047,M80,NRG,Mirage,13,2,M80,2,25th of November 2025
2388344,Sangal,Nemiga,Overpass,13,4,Sangal,1,25th of November 2025
2388344,Sangal,Nemiga,Train,13,7,Sangal,2,25th of November 2025
2388046,GamerLegion,Rare Atom,Inferno,13,7,GamerLegion,1,25th of November 2025
2388046,GamerLegion,Rare Atom,Overpass,13,5,GamerLegion,2,25th of November 2025
2388045,FlyQuest,Fluxo,Overpass,13,1,FlyQuest,1,25th of November 2025
2388045,FlyQuest,Fluxo,Inferno,13,3,FlyQuest,2,25th of November 2025
2388043,FaZe,Ninjas in Pyjamas,Overpass,8,13,Ninjas in Pyjamas,1,25th of November 2025
2388044,fnatic,Imperial,Train,13,3,fnatic,1,25th of November 2025
2388042,B8,PARIVISION,Inferno,13,11,B8,1,25th of November 2025
2388041,Legacy,RED Canids,Nuke,13,6,Legacy,1,25th of November 2025
2388039,FaZe,NRG,Dust2,10,13,NRG,1,25th of November 2025
2388037,fnatic,Fluxo,Train,9,13,Fluxo,1,24th of November 2025
2388040,Ninjas in Pyjamas,Lynn Vision,Train,13,2,Ninjas in Pyjamas,1,24th of November 2025
2388329,K27,Nemiga,Overpass,16,14,K27,1,24th of November 2025
2388329,K27,Nemiga,Train,13,5,K27,2,24th of November 2025
2388035,PARIVISION,M80,Mirage,9,13,M80,1,24th of November 2025
2388038,GamerLegion,RED Canids,Train,6,13,RED Canids,1,24th of November 2025
2388036,B8,The Huns,Ancient,13,11,B8,1,24th of November 2025
2388033,Imperial,FlyQuest,Inferno,6,13,FlyQuest,1,24th of November 2025
2388034,Legacy,Rare Atom,Dust2,13,6,Legacy,1,24th of November 2025
2387852,fnatic,RED Canids,Ancient,16,14,fnatic,1,24th of November 2025
2387853,FaZe,Lynn Vision,Nuke,13,5,FaZe,1,24th of November 2025
2387857,GamerLegion,Fluxo,Nuke,10,13,Fluxo,1,24th of November 2025
2387856,Ninjas in Pyjamas,NRG,Overpass,7,13,NRG,1,24th of November 2025
2387854,PARIVISION,The Huns,Mirage,13,8,PARIVISION,1,24th of November 2025
2387851,Legacy,FlyQuest,Train,10,13,FlyQuest,1,24th of November 2025
2387855,B8,M80,Mirage,11,13,M80,1,24th of November 2025
2387858,Imperial,Rare Atom,Dust2,13,11,Imperial,1,24th of November 2025
2387841,EYEBALLERS,BetBoom,Mirage,13,16,BetBoom,1,23rd of November 2025
2387841,EYEBALLERS,BetBoom,Overpass,16,12,EYEBALLERS,2,23rd of November 2025
2387841,EYEBALLERS,BetBoom,Dust2,16,13,EYEBALLERS,3,23rd of November 2025
2388212,ECSTATIC,FUT,Train,14,16,FUT,1,23rd of November 2025
2388212,ECSTATIC,FUT,Dust2,8,13,FUT,2,23rd of November 2025
2388267,1win,FAVBET,Dust2,14,16,FAVBET,1,23rd of November 2025
2388267,1win,FAVBET,Inferno,6,13,FAVBET,2,23rd of November 2025
2388211,Passion UA,FUT,Mirage,14,16,FUT,1,23rd of November 2025
2388211,Passion UA,FUT,Train,4,13,FUT,2,23rd of November 2025
2388266,Oramond,FAVBET,Ancient,6,13,FAVBET,1,23rd of November 2025
2388266,Oramond,FAVBET,Overpass,13,11,Oramond,2,23rd of November 2025
2388266,Oramond,FAVBET,Train,14,16,FAVBET,3,23rd of November 2025
2387840,BetBoom,HEROIC,Mirage,13,10,BetBoom,1,23rd of November 2025
2387840,BetBoom,HEROIC,Nuke,13,7,BetBoom,2,23rd of November 2025
2388210,ENCE,FUT,Ancient,14,16,FUT,1,22nd of November 2025
2388210,ENCE,FUT,Mirage,3,13,FUT,2,22nd of November 2025
2387838,HEROIC,Nuclear TigeRES,Dust2,13,7,HEROIC,1,22nd of November 2025
2387838,HEROIC,Nuclear TigeRES,Ancient,13,4,HEROIC,2,22nd of November 2025
2388209,ECSTATIC,Passion UA,Inferno,13,6,ECSTATIC,1,22nd of November 2025
2388209,ECSTATIC,Passion UA,Overpass,13,2,ECSTATIC,2,22nd of November 2025
2388208,Tricked,FUT,Train,10,13,FUT,1,22nd of November 2025
2388208,Tricked,FUT,Mirage,13,5,Tricked,2,22nd of November 2025
2388208,Tricked,FUT,Nuke,5,13,FUT,3,22nd of November 2025
2387837,BetBoom,Oramond,Train,13,3,BetBoom,1,22nd of November 2025
2387837,BetBoom,Oramond,Mirage,13,6,BetBoom,2,22nd of November 2025
2388262,Alliance,1win,Dust2,1,13,1win,1,22nd of November 2025
2388262,Alliance,1win,Ancient,19,16,Alliance,2,22nd of November 2025
2388262,Alliance,1win,Overpass,9,13,1win,3,22nd of November 2025
2388206,FUT,Inner Circle,Mirage,13,6,FUT,1,22nd of November 2025
2388206,FUT,Inner Circle,Train,13,16,Inner Circle,2,22nd of November 2025
2388206,FUT,Inner Circle,Nuke,13,10,FUT,3,22nd of November 2025
2388205,illwill,ENCE,Nuke,16,19,ENCE,1,22nd of November 2025
2388205,illwill,ENCE,Dust2,17,19,ENCE,2,22nd of November 2025
2388204,Tricked,ECSTATIC,Nuke,7,13,ECSTATIC,1,22nd of November 2025
2388204,Tricked,ECSTATIC,Inferno,10,13,ECSTATIC,2,22nd of November 2025
2388261,Nemiga,Oramond,Mirage,3,13,Oramond,1,22nd of November 2025
2388261,Nemiga,Oramond,Dust2,13,6,Nemiga,2,22nd of November 2025
2388261,Nemiga,Oramond,Train,10,13,Oramond,3,22nd of November 2025
2388202,Inner Circle,GenOne,Ancient,13,11,Inner Circle,1,21st of November 2025
2388202,Inner Circle,GenOne,Dust2,16,14,Inner Circle,2,21st of November 2025
2388201,FUT,Friendly Campers,Ancient,13,4,FUT,1,21st of November 2025
2388201,FUT,Friendly Campers,Mirage,13,4,FUT,2,21st of November 2025
2388195,Passion UA,GenOne,Overpass,13,2,Passion UA,1,21st of November 2025
2388195,Passion UA,GenOne,Train,13,8,Passion UA,2,21st of November 2025
2388198,Tricked,illwill,Mirage,13,9,Tricked,1,21st of November 2025
2388198,Tricked,illwill,Inferno,13,3,Tricked,2,21st of November 2025
2388258,Alliance,ARCRED,Train,13,9,Alliance,1,21st of November 2025
2388258,Alliance,ARCRED,Nuke,13,7,Alliance,2,21st of November 2025
2388193,UNiTY,FUT,Ancient,13,11,UNiTY,1,21st of November 2025
2388193,UNiTY,FUT,Mirage,4,13,FUT,2,21st of November 2025
