team1,team2,score1,score2,event,date,match_url,winner
paiN Academy,MAGICOS,0,2,CCT Season 3 South America Series 7,Results for January 13th 2026,https://www.hltv.org/matches/2389311/pain-academy-vs-magicos-cct-season-3-south-america-series-7,MAGICOS
Eternal Fire,MASONIC,2,0,CCT Season 3 Europe Series 13 Closed Qualifier,Results for January 13th 2026,https://www.hltv.org/matches/2389074/eternal-fire-vs-masonic-cct-season-3-europe-series-13-closed-qualifier,Eternal Fire
fnatic,Astralis,1,2,BLAST Bounty 2026 Season 1,Results for January 13th 2026,https://www.hltv.org/matches/2389252/fnatic-vs-astralis-blast-bounty-2026-season-1,Astralis
ARCRED,BASEMENT BOYS,2,1,NODWIN Clutch Series 4 Closed Qualifier,Results for January 13th 2026,https://www.hltv.org/matches/2389242/arcred-vs-basement-boys-nodwin-clutch-series-4-closed-qualifier,ARCRED
Crashers,Satriales,2,0,CCT Season 3 South America Series 7,Results for January 13th 2026,https://www.hltv.org/matches/2389310/crashers-vs-satriales-cct-season-3-south-america-series-7,Crashers
Ursa,Bebop,2,1,CCT Season 3 Europe Series 13 Closed Qualifier,Results for January 13th 2026,https://www.hltv.org/matches/2389073/ursa-vs-bebop-cct-season-3-europe-series-13-closed-qualifier,Ursa
EYEBALLERS,FaZe,2,1,BLAST Bounty 2026 Season 1,Results for January 13th 2026,https://www.hltv.org/matches/2389258/eyeballers-vs-faze-blast-bounty-2026-season-1,EYEBALLERS
los kogutos,ALLINNERS,2,1,CCT Season 3 Europe Series 13 Closed Qualifier,Results for January 13th 2026,https://www.hltv.org/matches/2389072/los-kogutos-vs-allinners-cct-season-3-europe-series-13-closed-qualifier,los kogutos
Prison Breakers,lospegadinhas,2,0,CCT Season 3 South America Series 7,Results for January 13th 2026,https://www.hltv.org/matches/2389309/prison-breakers-vs-lospegadinhas-cct-season-3-south-america-series-7,Prison Breakers
Bushido Wildcats,ALGO,0,2,European Pro League Series 4 Closed Qualifier,Results for January 13th 2026,https://www.hltv.org/matches/2389016/bushido-wildcats-vs-algo-european-pro-league-series-4-closed-qualifier,ALGO
illwill,MASONIC,2,0,NODWIN Clutch Series 4 Closed Qualifier,Results for January 13th 2026,https://www.hltv.org/matches/2389241/illwill-vs-masonic-nodwin-clutch-series-4-closed-qualifier,illwill
OG,FUT,0,2,BLAST Bounty 2026 Season 1,Results for January 13th 2026,https://www.hltv.org/matches/2389260/og-vs-fut-blast-bounty-2026-season-1,FUT
Acend,Bushido Wildcats,2,1,CCT Season 3 Europe Series 13 Closed Qualifier,Results for January 13th 2026,https://www.hltv.org/matches/2389071/acend-vs-bushido-wildcats-cct-season-3-europe-series-13-closed-qualifier,Acend
Washington,HyperSpirit,1,2,European Pro League Series 4 Closed Qualifier,Results for January 13th 2026,https://www.hltv.org/matches/2389015/washington-vs-hyperspirit-european-pro-league-series-4-closed-qualifier,HyperSpirit
BASEMENT BOYS,777,2,1,NODWIN Clutch Series 4 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389094/basement-boys-vs-777-nodwin-clutch-series-4-closed-qualifier,BASEMENT BOYS
ALLINNERS,MASONIC,0,2,CCT Season 3 Europe Series 13 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389070/allinners-vs-masonic-cct-season-3-europe-series-13-closed-qualifier,MASONIC
Legion,Come Mid,3,0,Pixel Palace Community Cup 1,Results for January 12th 2026,https://www.hltv.org/matches/2389386/legion-vs-come-mid-pixel-palace-community-cup-1,Legion
Eternal Fire,los kogutos,2,1,CCT Season 3 Europe Series 13 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389069/eternal-fire-vs-los-kogutos-cct-season-3-europe-series-13-closed-qualifier,Eternal Fire
CSDIILIT,MASONIC,0,2,NODWIN Clutch Series 4 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389093/csdiilit-vs-masonic-nodwin-clutch-series-4-closed-qualifier,MASONIC
Bushido Wildcats,Bebop,1,2,CCT Season 3 Europe Series 13 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389068/bushido-wildcats-vs-bebop-cct-season-3-europe-series-13-closed-qualifier,Bebop
Universe,CSDIILIT,0,1,NODWIN Clutch Series 4 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389239/universe-vs-csdiilit-nodwin-clutch-series-4-closed-qualifier,CSDIILIT
ALGO,Lilmix,2,0,European Pro League Series 4 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389013/algo-vs-lilmix-european-pro-league-series-4-closed-qualifier,ALGO
ARCRED,The Glecs,2,0,NODWIN Clutch Series 4 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389092/arcred-vs-the-glecs-nodwin-clutch-series-4-closed-qualifier,ARCRED
Acend,Ursa,1,2,CCT Season 3 Europe Series 13 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389067/acend-vs-ursa-cct-season-3-europe-series-13-closed-qualifier,Ursa
MANA,Bushido Wildcats,2,1,European Pro League Series 4 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389014/mana-vs-bushido-wildcats-european-pro-league-series-4-closed-qualifier,MANA
illwill,Universe,1,0,NODWIN Clutch Series 4 Closed Qualifier,Results for January 12th 2026,https://www.hltv.org/matches/2389091/illwill-vs-universe-nodwin-clutch-series-4-closed-qualifier,illwill
M80,NRG,2,0,fl0m Mythical LAN Las Vegas 2026,Results for January 12th 2026,https://www.hltv.org/matches/2388998/m80-vs-nrg-fl0m-mythical-lan-las-vegas-2026,M80
NRG,Marsborne,2,1,fl0m Mythical LAN Las Vegas 2026,Results for January 12th 2026,https://www.hltv.org/matches/2388997/nrg-vs-marsborne-fl0m-mythical-lan-las-vegas-2026,NRG
M80,Voca,2,0,fl0m Mythical LAN Las Vegas 2026,Results for January 11th 2026,https://www.hltv.org/matches/2388996/m80-vs-voca-fl0m-mythical-lan-las-vegas-2026,M80
Fingers Crossed,777,2,0,A1 Gaming League Season 11,Results for January 11th 2026,https://www.hltv.org/matches/2389065/fingers-crossed-vs-777-a1-gaming-league-season-11,Fingers Crossed
HyperSpirit,CSDIILIT,1,2,European Pro League Series 4 Closed Qualifier,Results for January 11th 2026,https://www.hltv.org/matches/2389012/hyperspirit-vs-csdiilit-european-pro-league-series-4-closed-qualifier,CSDIILIT
Acend,Washington,2,0,A1 Gaming League Season 11,Results for January 11th 2026,https://www.hltv.org/matches/2389064/acend-vs-washington-a1-gaming-league-season-11,Acend
ex-CPH Wolves,BRUTE,0,1,A1 Gaming League Season 11,Results for January 11th 2026,https://www.hltv.org/matches/2389066/ex-cph-wolves-vs-brute-a1-gaming-league-season-11,BRUTE
BRUTE,Washington,1,2,European Pro League Series 4 Closed Qualifier,Results for January 11th 2026,https://www.hltv.org/matches/2389011/brute-vs-washington-european-pro-league-series-4-closed-qualifier,Washington
BOSS,Marsborne,0,2,fl0m Mythical LAN Las Vegas 2026,Results for January 11th 2026,https://www.hltv.org/matches/2388995/boss-vs-marsborne-fl0m-mythical-lan-las-vegas-2026,Marsborne
Voca,Rave,2,1,fl0m Mythical LAN Las Vegas 2026,Results for January 11th 2026,https://www.hltv.org/matches/2388994/voca-vs-rave-fl0m-mythical-lan-las-vegas-2026,Voca
regain,Marsborne,0,2,fl0m Mythical LAN Las Vegas 2026,Results for January 11th 2026,https://www.hltv.org/matches/2388993/regain-vs-marsborne-fl0m-mythical-lan-las-vegas-2026,Marsborne
M80,BOSS,2,0,fl0m Mythical LAN Las Vegas 2026,Results for January 10th 2026,https://www.hltv.org/matches/2388992/m80-vs-boss-fl0m-mythical-lan-las-vegas-2026,M80
Phoenix,Rave,1,2,fl0m Mythical LAN Las Vegas 2026,Results for January 10th 2026,https://www.hltv.org/matches/2388991/phoenix-vs-rave-fl0m-mythical-lan-las-vegas-2026,Rave
NRG,Voca,2,0,fl0m Mythical LAN Las Vegas 2026,Results for January 10th 2026,https://www.hltv.org/matches/2388990/nrg-vs-voca-fl0m-mythical-lan-las-vegas-2026,NRG
AaB,MASONIC,2,1,A1 Gaming League Season 11,Results for January 10th 2026,https://www.hltv.org/matches/2389063/aab-vs-masonic-a1-gaming-league-season-11,AaB
Phantom,HyperSpirit,0,2,A1 Gaming League Season 11,Results for January 10th 2026,https://www.hltv.org/matches/2389062/phantom-vs-hyperspirit-a1-gaming-league-season-11,HyperSpirit
GenOne,CSDIILIT,2,0,A1 Gaming League Season 11,Results for January 10th 2026,https://www.hltv.org/matches/2389061/genone-vs-csdiilit-a1-gaming-league-season-11,GenOne
japczany,MASONIC,0,2,European Pro League Series 4 Closed Qualifier,Results for January 10th 2026,https://www.hltv.org/matches/2389010/japczany-vs-masonic-european-pro-league-series-4-closed-qualifier,MASONIC
777,FUT Academy,0,2,European Pro League Series 4 Closed Qualifier,Results for January 10th 2026,https://www.hltv.org/matches/2389009/777-vs-fut-academy-european-pro-league-series-4-closed-qualifier,FUT Academy
Marsborne,BOSS,1,2,fl0m Mythical LAN Las Vegas 2026,Results for January 10th 2026,https://www.hltv.org/matches/2388988/marsborne-vs-boss-fl0m-mythical-lan-las-vegas-2026,BOSS
M80,regain,2,0,fl0m Mythical LAN Las Vegas 2026,Results for January 10th 2026,https://www.hltv.org/matches/2388989/m80-vs-regain-fl0m-mythical-lan-las-vegas-2026,M80
Voca,Rave,2,1,fl0m Mythical LAN Las Vegas 2026,Results for January 10th 2026,https://www.hltv.org/matches/2388986/voca-vs-rave-fl0m-mythical-lan-las-vegas-2026,Voca
NRG,Phoenix,2,1,fl0m Mythical LAN Las Vegas 2026,Results for January 10th 2026,https://www.hltv.org/matches/2388987/nrg-vs-phoenix-fl0m-mythical-lan-las-vegas-2026,NRG
Eternal Fire,STATE,2,0,A1 Gaming League Season 11,Results for January 9th 2026,https://www.hltv.org/matches/2389060/eternal-fire-vs-state-a1-gaming-league-season-11,Eternal Fire
Universe,los kogutos,0,1,A1 Gaming League Season 11,Results for January 9th 2026,https://www.hltv.org/matches/2389059/universe-vs-los-kogutos-a1-gaming-league-season-11,los kogutos
Bebop,los kogutos,2,0,European Pro League Series 4 Closed Qualifier,Results for January 9th 2026,https://www.hltv.org/matches/2389008/bebop-vs-los-kogutos-european-pro-league-series-4-closed-qualifier,Bebop
Universe,STATE,0,2,European Pro League Series 4 Closed Qualifier,Results for January 9th 2026,https://www.hltv.org/matches/2389007/universe-vs-state-european-pro-league-series-4-closed-qualifier,STATE
Lilmix,Bushido Wildcats,1,2,European Pro League Series 4 Closed Qualifier,Results for January 8th 2026,https://www.hltv.org/matches/2389006/lilmix-vs-bushido-wildcats-european-pro-league-series-4-closed-qualifier,Bushido Wildcats
ALGO,MANA,1,2,European Pro League Series 4 Closed Qualifier,Results for January 8th 2026,https://www.hltv.org/matches/2389005/algo-vs-mana-european-pro-league-series-4-closed-qualifier,MANA
Washington,CSDIILIT,1,2,European Pro League Series 4 Closed Qualifier,Results for January 7th 2026,https://www.hltv.org/matches/2389004/washington-vs-csdiilit-european-pro-league-series-4-closed-qualifier,CSDIILIT
BRUTE,HyperSpirit,1,2,European Pro League Series 4 Closed Qualifier,Results for January 7th 2026,https://www.hltv.org/matches/2389003/brute-vs-hyperspirit-european-pro-league-series-4-closed-qualifier,HyperSpirit
FUT Academy,MASONIC,0,2,European Pro League Series 4 Closed Qualifier,Results for January 6th 2026,https://www.hltv.org/matches/2389002/fut-academy-vs-masonic-european-pro-league-series-4-closed-qualifier,MASONIC
japczany,777,2,1,European Pro League Series 4 Closed Qualifier,Results for January 6th 2026,https://www.hltv.org/matches/2389001/japczany-vs-777-european-pro-league-series-4-closed-qualifier,japczany
ASTRAL,OlyBet,1,2,Urban Riga Open Season 2,Results for January 5th 2026,https://www.hltv.org/matches/2388855/astral-vs-olybet-urban-riga-open-season-2,OlyBet
MOUZ NXT,ALGO,2,0,Urban Riga Open Season 2,Results for January 5th 2026,https://www.hltv.org/matches/2388856/mouz-nxt-vs-algo-urban-riga-open-season-2,MOUZ NXT
ALGO,OlyBet,2,1,Urban Riga Open Season 2,Results for January 5th 2026,https://www.hltv.org/matches/2388854/algo-vs-olybet-urban-riga-open-season-2,ALGO
ASTRAL,MOUZ NXT,0,2,Urban Riga Open Season 2,Results for January 5th 2026,https://www.hltv.org/matches/2388853/astral-vs-mouz-nxt-urban-riga-open-season-2,MOUZ NXT
WOPA,los kogutos,0,2,European Pro League Series 4 Closed Qualifier,Results for January 5th 2026,https://www.hltv.org/matches/2389000/wopa-vs-los-kogutos-european-pro-league-series-4-closed-qualifier,los kogutos
AaB,OlyBet,1,2,Urban Riga Open Season 2,Results for January 5th 2026,https://www.hltv.org/matches/2388852/aab-vs-olybet-urban-riga-open-season-2,OlyBet
MOUZ NXT,Friendly Campers,2,0,Urban Riga Open Season 2,Results for January 5th 2026,https://www.hltv.org/matches/2388851/mouz-nxt-vs-friendly-campers-urban-riga-open-season-2,MOUZ NXT
Bebop,Universe,1,0,European Pro League Series 4 Closed Qualifier,Results for January 5th 2026,https://www.hltv.org/matches/2388999/bebop-vs-universe-european-pro-league-series-4-closed-qualifier,Bebop
NRG,9INE,3,1,Fragadelphia Miami 2026,Results for January 5th 2026,https://www.hltv.org/matches/2388985/nrg-vs-9ine-fragadelphia-miami-2026,NRG
GamerLegion,M80,2,0,Fragadelphia Miami 2026,Results for January 5th 2026,https://www.hltv.org/matches/2388984/gamerlegion-vs-m80-fragadelphia-miami-2026,GamerLegion
9INE,M80,2,1,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388983/9ine-vs-m80-fragadelphia-miami-2026,9INE
NRG,GamerLegion,2,0,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388982/nrg-vs-gamerlegion-fragadelphia-miami-2026,NRG
CSDIILIT,ALGO,16,14,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388849/csdiilit-vs-algo-urban-riga-open-season-2,CSDIILIT
SemperFi,OlyBet,6,13,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388850/semperfi-vs-olybet-urban-riga-open-season-2,OlyBet
MOUZ NXT,EC BANGA,13,7,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388848/mouz-nxt-vs-ec-banga-urban-riga-open-season-2,MOUZ NXT
ALGO,SemperFi,16,13,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388847/algo-vs-semperfi-urban-riga-open-season-2,ALGO
MOUZ NXT,CSDIILIT,13,8,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388846/mouz-nxt-vs-csdiilit-urban-riga-open-season-2,MOUZ NXT
EC BANGA,OlyBet,5,13,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388845/ec-banga-vs-olybet-urban-riga-open-season-2,OlyBet
M80,Marsborne,2,1,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388980/m80-vs-marsborne-fragadelphia-miami-2026,M80
GamerLegion,Venom,2,1,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388978/gamerlegion-vs-venom-fragadelphia-miami-2026,GamerLegion
EC BANGA,SemperFi,13,10,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388843/ec-banga-vs-semperfi-urban-riga-open-season-2,EC BANGA
MOUZ NXT,ALGO,8,13,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388844/mouz-nxt-vs-algo-urban-riga-open-season-2,ALGO
9INE,Wildcard,2,1,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388981/9ine-vs-wildcard-fragadelphia-miami-2026,9INE
OlyBet,CSDIILIT,4,13,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388842/olybet-vs-csdiilit-urban-riga-open-season-2,CSDIILIT
NRG,Voca,2,1,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388979/nrg-vs-voca-fragadelphia-miami-2026,NRG
MOUZ NXT,SemperFi,13,8,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388841/mouz-nxt-vs-semperfi-urban-riga-open-season-2,MOUZ NXT
OlyBet,ALGO,3,13,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388840/olybet-vs-algo-urban-riga-open-season-2,ALGO
EC BANGA,CSDIILIT,13,7,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388839/ec-banga-vs-csdiilit-urban-riga-open-season-2,EC BANGA
BetBoom,HOTU,2,0,META Cup Season 3,Results for January 4th 2026,https://www.hltv.org/matches/2388820/betboom-vs-hotu-meta-cup-season-3,BetBoom
MOUZ NXT,OlyBet,13,10,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388838/mouz-nxt-vs-olybet-urban-riga-open-season-2,MOUZ NXT
ALGO,EC BANGA,13,10,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388837/algo-vs-ec-banga-urban-riga-open-season-2,ALGO
SemperFi,CSDIILIT,13,8,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388836/semperfi-vs-csdiilit-urban-riga-open-season-2,SemperFi
megoshort,Prestige,2,1,United21 Christmas Cup 2025,Results for January 4th 2026,https://www.hltv.org/matches/2388947/megoshort-vs-prestige-united21-christmas-cup-2025,megoshort
DEPO,HOTU,0,2,META Cup Season 3,Results for January 4th 2026,https://www.hltv.org/matches/2388819/depo-vs-hotu-meta-cup-season-3,HOTU
ASTRAL,MINLATE,13,4,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388833/astral-vs-minlate-urban-riga-open-season-2,ASTRAL
Fingers Crossed,SINQU,13,5,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388835/fingers-crossed-vs-sinqu-urban-riga-open-season-2,Fingers Crossed
Friendly Campers,AaB,7,13,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388834/friendly-campers-vs-aab-urban-riga-open-season-2,AaB
Fingers Crossed,MINLATE,16,19,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388831/fingers-crossed-vs-minlate-urban-riga-open-season-2,MINLATE
SINQU,AaB,3,13,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388832/sinqu-vs-aab-urban-riga-open-season-2,AaB
ASTRAL,Friendly Campers,13,10,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388830/astral-vs-friendly-campers-urban-riga-open-season-2,ASTRAL
AaB,MINLATE,13,9,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388829/aab-vs-minlate-urban-riga-open-season-2,AaB
BetBoom,HOTU,2,1,META Cup Season 3,Results for January 4th 2026,https://www.hltv.org/matches/2388817/betboom-vs-hotu-meta-cup-season-3,BetBoom
ASTRAL,Fingers Crossed,13,10,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388827/astral-vs-fingers-crossed-urban-riga-open-season-2,ASTRAL
SINQU,Friendly Campers,11,13,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388828/sinqu-vs-friendly-campers-urban-riga-open-season-2,Friendly Campers
ALLINNERS,DEPO,1,2,META Cup Season 3,Results for January 4th 2026,https://www.hltv.org/matches/2388818/allinners-vs-depo-meta-cup-season-3,DEPO
AaB,Fingers Crossed,13,8,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388825/aab-vs-fingers-crossed-urban-riga-open-season-2,AaB
ASTRAL,SINQU,13,6,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388824/astral-vs-sinqu-urban-riga-open-season-2,ASTRAL
MINLATE,Friendly Campers,2,13,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388826/minlate-vs-friendly-campers-urban-riga-open-season-2,Friendly Campers
ASTRAL,AaB,16,14,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388821/astral-vs-aab-urban-riga-open-season-2,ASTRAL
MINLATE,SINQU,13,10,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388822/minlate-vs-sinqu-urban-riga-open-season-2,MINLATE
Friendly Campers,Fingers Crossed,13,4,Urban Riga Open Season 2,Results for January 4th 2026,https://www.hltv.org/matches/2388823/friendly-campers-vs-fingers-crossed-urban-riga-open-season-2,Friendly Campers
Venom,F5,2,0,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388977/venom-vs-f5-fragadelphia-miami-2026,Venom
Wildcard,Sharks,2,0,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388976/wildcard-vs-sharks-fragadelphia-miami-2026,Wildcard
Memeories,F5,1,2,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388975/memeories-vs-f5-fragadelphia-miami-2026,F5
9INE,Venom,2,0,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388974/9ine-vs-venom-fragadelphia-miami-2026,9INE
GamerLegion,Sharks,2,0,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388972/gamerlegion-vs-sharks-fragadelphia-miami-2026,GamerLegion
Beyond Limits,Wildcard,0,2,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388973/beyond-limits-vs-wildcard-fragadelphia-miami-2026,Wildcard
Venom,F5,2,0,Fragadelphia Miami 2026,Results for January 4th 2026,https://www.hltv.org/matches/2388971/venom-vs-f5-fragadelphia-miami-2026,Venom
Wildcard,Sharks,0,2,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388969/wildcard-vs-sharks-fragadelphia-miami-2026,Sharks
9INE,Memeories,2,0,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388970/9ine-vs-memeories-fragadelphia-miami-2026,9INE
Reign Above,Marsborne,0,2,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388967/reign-above-vs-marsborne-fragadelphia-miami-2026,Marsborne
GamerLegion,Beyond Limits,2,0,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388968/gamerlegion-vs-beyond-limits-fragadelphia-miami-2026,GamerLegion
Outfit 49,Voca,0,2,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388966/outfit-49-vs-voca-fragadelphia-miami-2026,Voca
DEPO,NOVAQ,2,1,META Cup Season 3,Results for January 3rd 2026,https://www.hltv.org/matches/2388815/depo-vs-novaq-meta-cup-season-3,DEPO
Marsborne,NRG,1,2,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388964/marsborne-vs-nrg-fragadelphia-miami-2026,NRG
Reign Above,Kraken Seas,2,1,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388965/reign-above-vs-kraken-seas-fragadelphia-miami-2026,Reign Above
M80,Voca,2,1,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388962/m80-vs-voca-fragadelphia-miami-2026,M80
Dark Knight,Outfit 49,1,2,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388963/dark-knight-vs-outfit-49-fragadelphia-miami-2026,Outfit 49
Omega,ALLINNERS,1,2,META Cup Season 3,Results for January 3rd 2026,https://www.hltv.org/matches/2388816/omega-vs-allinners-meta-cup-season-3,ALLINNERS
HOTU,NOVAQ,2,1,META Cup Season 3,Results for January 3rd 2026,https://www.hltv.org/matches/2388813/hotu-vs-novaq-meta-cup-season-3,HOTU
Voca,Outfit 49,2,0,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388959/voca-vs-outfit-49-fragadelphia-miami-2026,Voca
M80,Dark Knight,2,0,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388958/m80-vs-dark-knight-fragadelphia-miami-2026,M80
NRG,Kraken Seas,2,0,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388960/nrg-vs-kraken-seas-fragadelphia-miami-2026,NRG
Marsborne,Reign Above,2,0,Fragadelphia Miami 2026,Results for January 3rd 2026,https://www.hltv.org/matches/2388961/marsborne-vs-reign-above-fragadelphia-miami-2026,Marsborne
ALTAY,ALLINNERS,0,2,META Cup Season 3,Results for January 3rd 2026,https://www.hltv.org/matches/2388814/altay-vs-allinners-meta-cup-season-3,ALLINNERS
Omega,BetBoom,0,2,META Cup Season 3,Results for January 3rd 2026,https://www.hltv.org/matches/2388811/omega-vs-betboom-meta-cup-season-3,BetBoom
FOKUS,Prestige,0,2,United21 Christmas Cup 2025,Results for January 3rd 2026,https://www.hltv.org/matches/2388946/fokus-vs-prestige-united21-christmas-cup-2025,Prestige
DEPO,Winners,2,0,META Cup Season 3,Results for January 3rd 2026,https://www.hltv.org/matches/2388812/depo-vs-winners-meta-cup-season-3,DEPO
NOVAQ,ALLINNERS,2,1,META Cup Season 3,Results for January 3rd 2026,https://www.hltv.org/matches/2388810/novaq-vs-allinners-meta-cup-season-3,NOVAQ
megoshort,Chicken Burger,2,0,United21 Christmas Cup 2025,Results for January 3rd 2026,https://www.hltv.org/matches/2388945/megoshort-vs-chicken-burger-united21-christmas-cup-2025,megoshort
HOTU,ALTAY,2,0,META Cup Season 3,Results for January 3rd 2026,https://www.hltv.org/matches/2388809/hotu-vs-altay-meta-cup-season-3,HOTU
BetBoom,Winners,2,0,META Cup Season 3,Results for January 3rd 2026,https://www.hltv.org/matches/2388807/betboom-vs-winners-meta-cup-season-3,BetBoom
DEPO,Omega,0,2,META Cup Season 3,Results for January 3rd 2026,https://www.hltv.org/matches/2388808/depo-vs-omega-meta-cup-season-3,Omega
Prestige,NAVI Junior,2,1,United21 Christmas Cup 2025,Results for December 30th 2025,https://www.hltv.org/matches/2388944/prestige-vs-navi-junior-united21-christmas-cup-2025,Prestige
ex-GANK,FOKUS,1,2,United21 Christmas Cup 2025,Results for December 30th 2025,https://www.hltv.org/matches/2388943/ex-gank-vs-fokus-united21-christmas-cup-2025,FOKUS
Morningstar,Rare Atom,1,3,MaceMedia VOID Masters 2025,Results for December 30th 2025,https://www.hltv.org/matches/2388955/morningstar-vs-rare-atom-macemedia-void-masters-2025,Rare Atom
Eternal Fire Academy,Chicken Burger,0,2,United21 Christmas Cup 2025,Results for December 30th 2025,https://www.hltv.org/matches/2388942/eternal-fire-academy-vs-chicken-burger-united21-christmas-cup-2025,Chicken Burger
FUT Academy,megoshort,0,2,United21 Christmas Cup 2025,Results for December 30th 2025,https://www.hltv.org/matches/2388941/fut-academy-vs-megoshort-united21-christmas-cup-2025,megoshort
Rare Atom,FengDa,2,0,MaceMedia VOID Masters 2025,Results for December 30th 2025,https://www.hltv.org/matches/2388954/rare-atom-vs-fengda-macemedia-void-masters-2025,Rare Atom
FengDa,Just Swing,2,1,MaceMedia VOID Masters 2025,Results for December 29th 2025,https://www.hltv.org/matches/2388953/fengda-vs-just-swing-macemedia-void-masters-2025,FengDa
Rare Atom,Morningstar,1,2,MaceMedia VOID Masters 2025,Results for December 29th 2025,https://www.hltv.org/matches/2388952/rare-atom-vs-morningstar-macemedia-void-masters-2025,Morningstar
Team CyberDynamo,Team CS2NEWS,2,1,BetBoom Streamers Battle Season 4 Finals,Results for December 28th 2025,https://www.hltv.org/matches/2388893/team-cyberdynamo-vs-team-cs2news-betboom-streamers-battle-season-4-finals,Team CyberDynamo
