team1,team2,score1,score2,event,date,match_url,winner
Oramond,1win,2,0,NODWIN Clutch Series 1,Results for October 8th 2025,https://www.hltv.org/matches/2386720/oramond-vs-1win-nodwin-clutch-series-1,Oramond
Alliance,SPARTA,2,0,ESL Challenger League Season 50 Europe Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386544/alliance-vs-sparta-esl-challenger-league-season-50-europe-cup-3,Alliance
ESC,RUBY,2,0,ESL Challenger League Season 50 Europe Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386542/esc-vs-ruby-esl-challenger-league-season-50-europe-cup-3,ESC
Inner Circle,Eternal Fire,2,0,Galaxy Battle 2025 Phase 4,Results for October 8th 2025,https://www.hltv.org/matches/2386208/inner-circle-vs-eternal-fire-galaxy-battle-2025-phase-4,Inner Circle
Superior,WildLotus,0,3,T-Esports Championship Season 4,Results for October 8th 2025,https://www.hltv.org/matches/2386767/superior-vs-wildlotus-t-esports-championship-season-4,WildLotus
Betera,ECLOT,1,2,Winline Insight Season 8,Results for October 8th 2025,https://www.hltv.org/matches/2386227/betera-vs-eclot-winline-insight-season-8,ECLOT
Crashers,Procyon,2,0,CCT Season 3 South America Series 5,Results for October 8th 2025,https://www.hltv.org/matches/2386677/crashers-vs-procyon-cct-season-3-south-america-series-5,Crashers
SINNERS,Dziuseppe,0,2,CCT Season 3 Europe Series 8,Results for October 8th 2025,https://www.hltv.org/matches/2386329/sinners-vs-dziuseppe-cct-season-3-europe-series-8,Dziuseppe
G2,3DMAX,0,2,ESL Pro League Season 22,Results for October 8th 2025,https://www.hltv.org/matches/2385961/g2-vs-3dmax-esl-pro-league-season-22,3DMAX
PARIVISION,FAVBET,2,0,Galaxy Battle 2025 Phase 4,Results for October 8th 2025,https://www.hltv.org/matches/2386207/parivision-vs-favbet-galaxy-battle-2025-phase-4,PARIVISION
ARCRED,Nexus,2,0,NODWIN Clutch Series 1,Results for October 8th 2025,https://www.hltv.org/matches/2386719/arcred-vs-nexus-nodwin-clutch-series-1,ARCRED
Rare Atom,Kaleido,2,1,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386521/rare-atom-vs-kaleido-esl-challenger-league-season-50-asia-pacific-cup-3,Rare Atom
SPARTA,Oramond,0,2,Exort The Proving Grounds Season 5,Results for October 8th 2025,https://www.hltv.org/matches/2386416/sparta-vs-oramond-exort-the-proving-grounds-season-5,Oramond
Just Swing,Chinggis Warriors,2,0,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386523/just-swing-vs-chinggis-warriors-esl-challenger-league-season-50-asia-pacific-cup-3,Just Swing
FengDa,Last Bullet,2,0,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386524/fengda-vs-last-bullet-esl-challenger-league-season-50-asia-pacific-cup-3,FengDa
DEPO,The Huns,0,2,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386522/depo-vs-the-huns-esl-challenger-league-season-50-asia-pacific-cup-3,The Huns
LP,JERSA,2,0,CCT Season 3 South America Series 5,Results for October 8th 2025,https://www.hltv.org/matches/2386676/lp-vs-jersa-cct-season-3-south-america-series-5,LP
RUBY,ESC,0,2,Winline Insight Season 8,Results for October 8th 2025,https://www.hltv.org/matches/2386226/ruby-vs-esc-winline-insight-season-8,ESC
Tricked,EYEBALLERS,0,2,CCT Season 3 Europe Series 8,Results for October 8th 2025,https://www.hltv.org/matches/2386330/tricked-vs-eyeballers-cct-season-3-europe-series-8,EYEBALLERS
The MongolZ,Natus Vincere,0,2,ESL Pro League Season 22,Results for October 8th 2025,https://www.hltv.org/matches/2385960/the-mongolz-vs-natus-vincere-esl-pro-league-season-22,Natus Vincere
Gentle Mates,Anonymo,2,0,Galaxy Battle 2025 Phase 4,Results for October 8th 2025,https://www.hltv.org/matches/2386206/gentle-mates-vs-anonymo-galaxy-battle-2025-phase-4,Gentle Mates
ARCRED,Betclic,0,2,Exort The Proving Grounds Season 5,Results for October 8th 2025,https://www.hltv.org/matches/2386415/arcred-vs-betclic-exort-the-proving-grounds-season-5,Betclic
SPARTA,FAVBET,0,2,NODWIN Clutch Series 1,Results for October 8th 2025,https://www.hltv.org/matches/2386718/sparta-vs-favbet-nodwin-clutch-series-1,FAVBET
Nemiga,500,2,1,Galaxy Battle 2025 Phase 4,Results for October 8th 2025,https://www.hltv.org/matches/2386204/nemiga-vs-500-galaxy-battle-2025-phase-4,Nemiga
Betera,m1x,1,2,NODWIN Clutch Series 1,Results for October 8th 2025,https://www.hltv.org/matches/2386717/betera-vs-m1x-nodwin-clutch-series-1,m1x
JiJieHao,Tricked,2,0,Exort The Proving Grounds Season 5,Results for October 8th 2025,https://www.hltv.org/matches/2386414/jijiehao-vs-tricked-exort-the-proving-grounds-season-5,JiJieHao
Zero Tenacity,RUBY,0,2,CCT Season 3 Europe Series 8,Results for October 8th 2025,https://www.hltv.org/matches/2386331/zero-tenacity-vs-ruby-cct-season-3-europe-series-8,RUBY
NuTorious,Green Tea Party,2,1,ESL Challenger League Season 50 North America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386610/nutorious-vs-green-tea-party-esl-challenger-league-season-50-north-america-cup-3,NuTorious
Zomblers,Nocturnal,2,0,ESL Challenger League Season 50 North America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386611/zomblers-vs-nocturnal-esl-challenger-league-season-50-north-america-cup-3,Zomblers
FlyQuest RED,TSG,0,2,ESL Challenger League Season 50 North America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386609/flyquest-red-vs-tsg-esl-challenger-league-season-50-north-america-cup-3,TSG
Getting Info,regain,2,0,CCT Season 3 North America Series 2,Results for October 8th 2025,https://www.hltv.org/matches/2386313/getting-info-vs-regain-cct-season-3-north-america-series-2,Getting Info
Mythic,Wanted Goons,1,0,ESL Challenger League Season 50 North America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386607/mythic-vs-wanted-goons-esl-challenger-league-season-50-north-america-cup-3,Mythic
anything else,Take Flyte,0,1,ESL Challenger League Season 50 North America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386614/anything-else-vs-take-flyte-esl-challenger-league-season-50-north-america-cup-3,Take Flyte
Procyon,Galorys,2,1,ESL Challenger League Season 50 South America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386583/procyon-vs-galorys-esl-challenger-league-season-50-south-america-cup-3,Procyon
Zomblers,ex-Chicken Coop,1,2,CCT Season 3 North America Series 2,Results for October 8th 2025,https://www.hltv.org/matches/2386312/zomblers-vs-ex-chicken-coop-cct-season-3-north-america-series-2,ex-Chicken Coop
Tropa do KinGui,Crashers,2,0,ESL Challenger League Season 50 South America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386577/tropa-do-kingui-vs-crashers-esl-challenger-league-season-50-south-america-cup-3,Tropa do KinGui
MAGICOS,Vasco,0,2,ESL Challenger League Season 50 South America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386579/magicos-vs-vasco-esl-challenger-league-season-50-south-america-cup-3,Vasco
MIBR Academy,LP,0,2,ESL Challenger League Season 50 South America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386580/mibr-academy-vs-lp-esl-challenger-league-season-50-south-america-cup-3,LP
JERSA,GameHunters,0,2,ESL Challenger League Season 50 South America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386578/jersa-vs-gamehunters-esl-challenger-league-season-50-south-america-cup-3,GameHunters
Four Magic fe,Yawara,0,2,ESL Challenger League Season 50 South America Cup 3,Results for October 8th 2025,https://www.hltv.org/matches/2386581/four-magic-fe-vs-yawara-esl-challenger-league-season-50-south-america-cup-3,Yawara
Bounty Hunters,FOLHA AMARELA,0,1,CCT Season 3 South America Series 5,Results for October 7th 2025,https://www.hltv.org/matches/2386644/bounty-hunters-vs-folha-amarela-cct-season-3-south-america-series-5,FOLHA AMARELA
UnderDogs,MAGICOS,2,1,CCT Season 3 South America Series 5,Results for October 7th 2025,https://www.hltv.org/matches/2386643/underdogs-vs-magicos-cct-season-3-south-america-series-5,UnderDogs
Players,UnderDogs,0,1,ESL Challenger League Season 50 South America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386584/players-vs-underdogs-esl-challenger-league-season-50-south-america-cup-3,UnderDogs
Bounty Hunters,KRÜ,0,1,ESL Challenger League Season 50 South America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386582/bounty-hunters-vs-kr-esl-challenger-league-season-50-south-america-cup-3,KRÜ
CYBERSHOKE,Nemiga,2,0,ESL Challenger League Season 50 Europe Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386531/cybershoke-vs-nemiga-esl-challenger-league-season-50-europe-cup-3,CYBERSHOKE
Zero Tenacity,1win,0,2,CCT Season 3 Europe Series 8,Results for October 7th 2025,https://www.hltv.org/matches/2386328/zero-tenacity-vs-1win-cct-season-3-europe-series-8,1win
HubaBuba,ARCRED,0,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386535/hubabuba-vs-arcred-esl-challenger-league-season-50-europe-cup-3,ARCRED
Oramond,Sashi,0,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386533/oramond-vs-sashi-esl-challenger-league-season-50-europe-cup-3,Sashi
VP.Prodigy,GUN5,0,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386537/vpprodigy-vs-gun5-esl-challenger-league-season-50-europe-cup-3,GUN5
CPH Wolves,Betera,0,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386536/cph-wolves-vs-betera-esl-challenger-league-season-50-europe-cup-3,Betera
Vitality,G2,2,0,ESL Pro League Season 22,Results for October 7th 2025,https://www.hltv.org/matches/2385958/vitality-vs-g2-esl-pro-league-season-22,Vitality
Eternal Fire,FAVBET,0,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386532/eternal-fire-vs-favbet-esl-challenger-league-season-50-europe-cup-3,FAVBET
FaZe,Inner Circle,2,0,ESL Pro League Season 22,Results for October 7th 2025,https://www.hltv.org/matches/2385959/faze-vs-inner-circle-esl-pro-league-season-22,FaZe
Nexus,BC.Game,0,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386534/nexus-vs-bcgame-esl-challenger-league-season-50-europe-cup-3,BC.Game
The Glecs,HOTU,1,0,ESL Challenger League Season 50 Europe Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386538/the-glecs-vs-hotu-esl-challenger-league-season-50-europe-cup-3,The Glecs
GameHunters,VEXA,2,0,CCT Season 3 South America Series 5,Results for October 7th 2025,https://www.hltv.org/matches/2386642/gamehunters-vs-vexa-cct-season-3-south-america-series-5,GameHunters
CYBERSHOKE,RUBY,2,1,CCT Season 3 Europe Series 8,Results for October 7th 2025,https://www.hltv.org/matches/2386327/cybershoke-vs-ruby-cct-season-3-europe-series-8,CYBERSHOKE
Sashi,Monte,0,2,Galaxy Battle 2025 Phase 4,Results for October 7th 2025,https://www.hltv.org/matches/2386203/sashi-vs-monte-galaxy-battle-2025-phase-4,Monte
3DMAX,MOUZ,0,2,ESL Pro League Season 22,Results for October 7th 2025,https://www.hltv.org/matches/2385956/3dmax-vs-mouz-esl-pro-league-season-22,MOUZ
The MongolZ,Gentle Mates,2,0,ESL Pro League Season 22,Results for October 7th 2025,https://www.hltv.org/matches/2385957/the-mongolz-vs-gentle-mates-esl-pro-league-season-22,The MongolZ
Nexus,Nuclear TigeRES,1,2,NODWIN Clutch Series 1,Results for October 7th 2025,https://www.hltv.org/matches/2386651/nexus-vs-nuclear-tigeres-nodwin-clutch-series-1,Nuclear TigeRES
Sangal,SINNERS,0,2,Exort The Proving Grounds Season 5,Results for October 7th 2025,https://www.hltv.org/matches/2386413/sangal-vs-sinners-exort-the-proving-grounds-season-5,SINNERS
Last Bullet,NomadS,2,1,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386519/last-bullet-vs-nomads-esl-challenger-league-season-50-asia-pacific-cup-3,Last Bullet
JiJieHao,Partizan,2,1,Galaxy Battle 2025 Phase 4,Results for October 7th 2025,https://www.hltv.org/matches/2386202/jijiehao-vs-partizan-galaxy-battle-2025-phase-4,JiJieHao
JiJieHao,ESC,0,1,Winline Insight Season 8,Results for October 7th 2025,https://www.hltv.org/matches/2386225/jijiehao-vs-esc-winline-insight-season-8,ESC
NSN,Chinggis Warriors,0,2,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386517/nsn-vs-chinggis-warriors-esl-challenger-league-season-50-asia-pacific-cup-3,Chinggis Warriors
Just Swing,Legion,2,0,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386518/just-swing-vs-legion-esl-challenger-league-season-50-asia-pacific-cup-3,Just Swing
Crashers,MIBR Academy,0,2,CCT Season 3 South America Series 5,Results for October 7th 2025,https://www.hltv.org/matches/2386641/crashers-vs-mibr-academy-cct-season-3-south-america-series-5,MIBR Academy
FURIA,Aurora,2,1,ESL Pro League Season 22,Results for October 7th 2025,https://www.hltv.org/matches/2385954/furia-vs-aurora-esl-pro-league-season-22,FURIA
Eruption,FengDa,0,2,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386520/eruption-vs-fengda-esl-challenger-league-season-50-asia-pacific-cup-3,FengDa
Johnny Speeds,SINNERS,2,1,CCT Season 3 Europe Series 8,Results for October 7th 2025,https://www.hltv.org/matches/2386326/johnny-speeds-vs-sinners-cct-season-3-europe-series-8,Johnny Speeds
33,EYEBALLERS,1,2,Exort The Proving Grounds Season 5,Results for October 7th 2025,https://www.hltv.org/matches/2386412/33-vs-eyeballers-exort-the-proving-grounds-season-5,EYEBALLERS
Animus Victoria,FURY,1,2,ESL Challenger League Season 50 Oceania Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386503/animus-victoria-vs-fury-esl-challenger-league-season-50-oceania-cup-3,FURY
Natus Vincere,HOTU,2,0,ESL Pro League Season 22,Results for October 7th 2025,https://www.hltv.org/matches/2385955/natus-vincere-vs-hotu-esl-pro-league-season-22,Natus Vincere
Betera,ARCRED,2,0,Winline Insight Season 8,Results for October 7th 2025,https://www.hltv.org/matches/2386222/betera-vs-arcred-winline-insight-season-8,Betera
SPARTA,RUBY,0,2,NODWIN Clutch Series 1,Results for October 7th 2025,https://www.hltv.org/matches/2386650/sparta-vs-ruby-nodwin-clutch-series-1,RUBY
Betclic,Alliance,2,1,Galaxy Battle 2025 Phase 4,Results for October 7th 2025,https://www.hltv.org/matches/2386201/betclic-vs-alliance-galaxy-battle-2025-phase-4,Betclic
Rooster,Ground Zero,2,0,ESL Challenger League Season 50 Oceania Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386504/rooster-vs-ground-zero-esl-challenger-league-season-50-oceania-cup-3,Rooster
FAVBET,1win,0,2,NODWIN Clutch Series 1,Results for October 7th 2025,https://www.hltv.org/matches/2386649/favbet-vs-1win-nodwin-clutch-series-1,1win
Nexus,Betera,0,2,Exort The Proving Grounds Season 5,Results for October 7th 2025,https://www.hltv.org/matches/2386411/nexus-vs-betera-exort-the-proving-grounds-season-5,Betera
ARCRED,m1x,0,1,NODWIN Clutch Series 1,Results for October 7th 2025,https://www.hltv.org/matches/2386652/arcred-vs-m1x-nodwin-clutch-series-1,m1x
OG,GUN5,0,1,Galaxy Battle 2025 Phase 4,Results for October 7th 2025,https://www.hltv.org/matches/2386205/og-vs-gun5-galaxy-battle-2025-phase-4,GUN5
Rave,Take Flyte,2,1,ESL Challenger League Season 50 North America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386484/rave-vs-take-flyte-esl-challenger-league-season-50-north-america-cup-3,Rave
ex-Chicken Coop,Shimmer,2,0,ESL Challenger League Season 50 North America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386490/ex-chicken-coop-vs-shimmer-esl-challenger-league-season-50-north-america-cup-3,ex-Chicken Coop
Getting Info,Zomblers,2,1,ESL Challenger League Season 50 North America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386487/getting-info-vs-zomblers-esl-challenger-league-season-50-north-america-cup-3,Getting Info
LAG,FlyQuest RED,2,0,ESL Challenger League Season 50 North America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386489/lag-vs-flyquest-red-esl-challenger-league-season-50-north-america-cup-3,LAG
regain,InControl,2,0,ESL Challenger League Season 50 North America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386485/regain-vs-incontrol-esl-challenger-league-season-50-north-america-cup-3,regain
Wildcard,Mythic,2,0,ESL Challenger League Season 50 North America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386491/wildcard-vs-mythic-esl-challenger-league-season-50-north-america-cup-3,Wildcard
Marsborne,NuTorious,2,0,ESL Challenger League Season 50 North America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386488/marsborne-vs-nutorious-esl-challenger-league-season-50-north-america-cup-3,Marsborne
ex-Chicken Coop,InControl,2,0,CCT Season 3 North America Series 2,Results for October 7th 2025,https://www.hltv.org/matches/2386311/ex-chicken-coop-vs-incontrol-cct-season-3-north-america-series-2,ex-Chicken Coop
BOSS,FULL SEND,0,1,ESL Challenger League Season 50 North America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386486/boss-vs-full-send-esl-challenger-league-season-50-north-america-cup-3,FULL SEND
KRÜ,JERSA,2,0,CCT Season 3 South America Series 5,Results for October 7th 2025,https://www.hltv.org/matches/2386640/kr-vs-jersa-cct-season-3-south-america-series-5,KRÜ
Sharks,Crashers,2,0,ESL Challenger League Season 50 South America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386478/sharks-vs-crashers-esl-challenger-league-season-50-south-america-cup-3,Sharks
RED Canids,Yawara,2,0,ESL Challenger League Season 50 South America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386474/red-canids-vs-yawara-esl-challenger-league-season-50-south-america-cup-3,RED Canids
Keyd Stars,LP,2,0,ESL Challenger League Season 50 South America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386475/keyd-stars-vs-lp-esl-challenger-league-season-50-south-america-cup-3,Keyd Stars
ODDIK,UnderDogs,2,0,ESL Challenger League Season 50 South America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386471/oddik-vs-underdogs-esl-challenger-league-season-50-south-america-cup-3,ODDIK
Wildcard,Zomblers,0,2,CCT Season 3 North America Series 2,Results for October 7th 2025,https://www.hltv.org/matches/2386310/wildcard-vs-zomblers-cct-season-3-north-america-series-2,Zomblers
ShindeN,Vasco,2,0,ESL Challenger League Season 50 South America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386476/shinden-vs-vasco-esl-challenger-league-season-50-south-america-cup-3,ShindeN
Dusty Roots,GameHunters,2,0,ESL Challenger League Season 50 South America Cup 3,Results for October 7th 2025,https://www.hltv.org/matches/2386477/dusty-roots-vs-gamehunters-esl-challenger-league-season-50-south-america-cup-3,Dusty Roots
Players,R2,2,1,CCT Season 3 South America Series 5,Results for October 7th 2025,https://www.hltv.org/matches/2386639/players-vs-r2-cct-season-3-south-america-series-5,Players
2GAME,KRÜ,1,0,ESL Challenger League Season 50 South America Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386473/2game-vs-kr-esl-challenger-league-season-50-south-america-cup-3,2GAME
Betera,SPARTA,1,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386457/betera-vs-sparta-esl-challenger-league-season-50-europe-cup-3,SPARTA
MOUZ,Falcons,1,2,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385952/mouz-vs-falcons-esl-pro-league-season-22,Falcons
Galorys,Gaimin Gladiators,0,1,ESL Challenger League Season 50 South America Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386472/galorys-vs-gaimin-gladiators-esl-challenger-league-season-50-south-america-cup-3,Gaimin Gladiators
ARCRED,Johnny Speeds,1,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386456/arcred-vs-johnny-speeds-esl-challenger-league-season-50-europe-cup-3,Johnny Speeds
WildLotus,Oramond,2,0,T-Esports Championship Season 4,Results for October 6th 2025,https://www.hltv.org/matches/2386498/wildlotus-vs-oramond-t-esports-championship-season-4,WildLotus
Tricked,Leo,1,2,NODWIN Clutch Series 1,Results for October 6th 2025,https://www.hltv.org/matches/2386648/tricked-vs-leo-nodwin-clutch-series-1,Leo
Yawara,Procyon,2,1,CCT Season 3 South America Series 5,Results for October 6th 2025,https://www.hltv.org/matches/2386638/yawara-vs-procyon-cct-season-3-south-america-series-5,Yawara
Partizan,HubaBuba,2,0,ESL Challenger League Season 50 Europe Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386455/partizan-vs-hubabuba-esl-challenger-league-season-50-europe-cup-3,Partizan
EYEBALLERS,GUN5,2,0,ESL Challenger League Season 50 Europe Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386459/eyeballers-vs-gun5-esl-challenger-league-season-50-europe-cup-3,EYEBALLERS
SINNERS,JiJieHao,2,0,Exort The Proving Grounds Season 5,Results for October 6th 2025,https://www.hltv.org/matches/2386410/sinners-vs-jijiehao-exort-the-proving-grounds-season-5,SINNERS
500,VP.Prodigy,2,0,ESL Challenger League Season 50 Europe Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386460/500-vs-vpprodigy-esl-challenger-league-season-50-europe-cup-3,500
Spirit,G2,2,0,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385953/spirit-vs-g2-esl-pro-league-season-22,Spirit
HOTU,Sangal,0,2,ESL Challenger League Season 50 Europe Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386461/hotu-vs-sangal-esl-challenger-league-season-50-europe-cup-3,Sangal
Phantom,Sangrija,2,0,T-Esports Championship Season 4,Results for October 6th 2025,https://www.hltv.org/matches/2386496/phantom-vs-sangrija-t-esports-championship-season-4,Phantom
Sashi,ECLOT,1,2,Winline Insight Season 8,Results for October 6th 2025,https://www.hltv.org/matches/2386223/sashi-vs-eclot-winline-insight-season-8,ECLOT
The MongolZ,GamerLegion,2,1,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385950/the-mongolz-vs-gamerlegion-esl-pro-league-season-22,The MongolZ
FAVBET,EYEBALLERS,1,2,CCT Season 3 Europe Series 8,Results for October 6th 2025,https://www.hltv.org/matches/2386324/favbet-vs-eyeballers-cct-season-3-europe-series-8,EYEBALLERS
The Glecs,Monte,0,1,ESL Challenger League Season 50 Europe Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386462/the-glecs-vs-monte-esl-challenger-league-season-50-europe-cup-3,Monte
LP,Vasco,1,2,CCT Season 3 South America Series 5,Results for October 6th 2025,https://www.hltv.org/matches/2386637/lp-vs-vasco-cct-season-3-south-america-series-5,Vasco
500,kONO,2,0,NODWIN Clutch Series 1,Results for October 6th 2025,https://www.hltv.org/matches/2386647/500-vs-kono-nodwin-clutch-series-1,500
33,Tricked,2,0,Exort The Proving Grounds Season 5,Results for October 6th 2025,https://www.hltv.org/matches/2386409/33-vs-tricked-exort-the-proving-grounds-season-5,33
Astralis,FaZe,0,2,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385951/astralis-vs-faze-esl-pro-league-season-22,FaZe
ScarX,Legion,0,2,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386514/scarx-vs-legion-esl-challenger-league-season-50-asia-pacific-cup-3,Legion
Just Swing,The Huns,0,2,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386511/just-swing-vs-the-huns-esl-challenger-league-season-50-asia-pacific-cup-3,The Huns
NomadS,Kaleido,0,2,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386510/nomads-vs-kaleido-esl-challenger-league-season-50-asia-pacific-cup-3,Kaleido
FengDa,Rare Atom,0,2,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386509/fengda-vs-rare-atom-esl-challenger-league-season-50-asia-pacific-cup-3,Rare Atom
Last Bullet,BORING PLAYERS,2,0,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386515/last-bullet-vs-boring-players-esl-challenger-league-season-50-asia-pacific-cup-3,Last Bullet
SPARTA,Betera,1,2,Exort The Proving Grounds Season 5,Results for October 6th 2025,https://www.hltv.org/matches/2386408/sparta-vs-betera-exort-the-proving-grounds-season-5,Betera
3DMAX,Natus Vincere,2,1,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385948/3dmax-vs-natus-vincere-esl-pro-league-season-22,3DMAX
Chinggis Warriors,DEPO,0,1,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386512/chinggis-warriors-vs-depo-esl-challenger-league-season-50-asia-pacific-cup-3,DEPO
Tricked,Mousquetaires,2,1,CCT Season 3 Europe Series 8,Results for October 6th 2025,https://www.hltv.org/matches/2386323/tricked-vs-mousquetaires-cct-season-3-europe-series-8,Tricked
Oramond,FORZE Reload,2,1,NODWIN Clutch Series 1,Results for October 6th 2025,https://www.hltv.org/matches/2386646/oramond-vs-forze-reload-nodwin-clutch-series-1,Oramond
True Thunder,Eruption,0,1,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386516/true-thunder-vs-eruption-esl-challenger-league-season-50-asia-pacific-cup-3,Eruption
IHC,NSN,0,1,ESL Challenger League Season 50 Asia-Pacific Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386513/ihc-vs-nsn-esl-challenger-league-season-50-asia-pacific-cup-3,NSN
RUBY,Alliance,2,0,Winline Insight Season 8,Results for October 6th 2025,https://www.hltv.org/matches/2386224/ruby-vs-alliance-winline-insight-season-8,RUBY
Inner Circle,FURIA,0,2,ESL Pro League Season 22,Results for October 6th 2025,https://www.hltv.org/matches/2385949/inner-circle-vs-furia-esl-pro-league-season-22,FURIA
LE-LUX,FURY,1,2,ESL Challenger League Season 50 Oceania Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386501/le-lux-vs-fury-esl-challenger-league-season-50-oceania-cup-3,FURY
ARCRED,EYEBALLERS,1,2,Exort The Proving Grounds Season 5,Results for October 6th 2025,https://www.hltv.org/matches/2386407/arcred-vs-eyeballers-exort-the-proving-grounds-season-5,EYEBALLERS
SemperFi,Ground Zero,2,0,ESL Challenger League Season 50 Oceania Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386499/semperfi-vs-ground-zero-esl-challenger-league-season-50-oceania-cup-3,SemperFi
Animus Victoria,Mindfreak,0,2,ESL Challenger League Season 50 Oceania Cup 3,Results for October 6th 2025,https://www.hltv.org/matches/2386500/animus-victoria-vs-mindfreak-esl-challenger-league-season-50-oceania-cup-3,Mindfreak
