match_id,veto_order,team,action,map_name
2389060,4,STATE,picked,Overpass
2389060,5,Eternal Fire,removed,Inferno
2389060,6,STATE,removed,Ancient
2389008,1,los kogutos,removed,Inferno
2389008,2,Bebop,removed,Overpass
2389008,3,los kogutos,picked,Nuke
2389008,4,Bebop,picked,Mirage
2389008,5,los kogutos,removed,Train
2389008,6,Bebop,removed,Ancient
2389007,1,Universe,removed,Train
2389007,2,STATE,removed,Dust2
2389007,3,Universe,picked,Mirage
2389007,4,STATE,picked,Overpass
2389007,5,Universe,removed,Nuke
2389007,6,STATE,removed,Inferno
2389006,1,Bushido Wildcats,removed,Ancient
2389006,2,Lilmix,removed,Nuke
2389006,3,Bushido Wildcats,picked,Dust2
2389006,4,Lilmix,picked,Inferno
2389006,5,Bushido Wildcats,removed,Overpass
2389006,6,Lilmix,removed,Train
2389005,1,ALGO,removed,Dust2
2389005,2,MANA,removed,Nuke
2389005,3,ALGO,picked,Overpass
2389005,4,MANA,picked,Mirage
2389005,5,ALGO,removed,Inferno
2389005,6,MANA,removed,Train
2389004,1,Washington,removed,Mirage
2389004,2,CSDIILIT,removed,Dust2
2389004,3,Washington,picked,Inferno
2389004,4,CSDIILIT,picked,Nuke
2389004,5,Washington,removed,Ancient
2389004,6,CSDIILIT,removed,Overpass
2389003,1,BRUTE,removed,Train
2389003,2,HyperSpirit,removed,Inferno
2389003,3,BRUTE,picked,Mirage
2389003,4,HyperSpirit,picked,Dust2
2389003,5,BRUTE,removed,Nuke
2389003,6,HyperSpirit,removed,Overpass
2389002,1,MASONIC,removed,Dust2
2389002,2,FUT Academy,removed,Train
2389002,3,MASONIC,picked,Nuke
2389002,4,FUT Academy,picked,Inferno
2389002,5,MASONIC,removed,Ancient
2389002,6,FUT Academy,removed,Mirage
2389001,1,japczany,removed,Inferno
2389001,2,777,removed,Train
2389001,3,japczany,picked,Mirage
2389001,4,777,picked,Ancient
2389001,5,japczany,removed,Overpass
2389001,6,777,removed,Dust2
2388855,1,OlyBet,removed,Nuke
2388855,2,ASTRAL,removed,Inferno
2388855,3,OlyBet,picked,Dust2
2388855,4,ASTRAL,picked,Ancient
2388855,5,OlyBet,removed,Train
2388855,6,ASTRAL,removed,Overpass
2388856,1,MOUZ NXT,removed,Inferno
2388856,2,ALGO,removed,Dust2
2388856,3,MOUZ NXT,picked,Train
2388856,4,ALGO,picked,Ancient
2388856,5,MOUZ NXT,removed,Mirage
2388856,6,ALGO,removed,Nuke
2388854,1,OlyBet,removed,Overpass
2388854,2,ALGO,removed,Ancient
2388854,3,OlyBet,picked,Dust2
2388854,4,ALGO,picked,Nuke
2388854,5,OlyBet,removed,Train
2388854,6,ALGO,removed,Mirage
2389000,1,WOPA,removed,Dust2
2389000,2,los kogutos,removed,Inferno
2389000,3,WOPA,picked,Overpass
2389000,4,los kogutos,picked,Ancient
2389000,5,WOPA,removed,Mirage
2389000,6,los kogutos,removed,Train
2388852,1,OlyBet,removed,Overpass
2388852,2,AaB,removed,Dust2
2388852,3,OlyBet,picked,Ancient
2388852,4,AaB,picked,Train
2388852,5,OlyBet,removed,Nuke
2388852,6,AaB,removed,Mirage
2388999,1,Universe,removed,Nuke
2388999,2,Bebop,removed,Inferno
2388999,3,Universe,picked,Mirage
2388999,4,Bebop,picked,Ancient
2388999,5,Universe,removed,Train
2388999,6,Bebop,removed,Overpass
2388849,1,ALGO,removed,Ancient
2388849,2,CSDIILIT,removed,Overpass
2388849,3,ALGO,removed,Inferno
2388849,4,CSDIILIT,removed,Train
2388849,5,ALGO,removed,Mirage
2388849,6,CSDIILIT,removed,Dust2
2388850,1,OlyBet,removed,Nuke
2388850,2,SemperFi,removed,Train
2388850,3,OlyBet,removed,Overpass
2388850,4,SemperFi,removed,Ancient
2388850,5,OlyBet,removed,Mirage
2388850,6,SemperFi,removed,Inferno
2388848,1,EC BANGA,removed,Nuke
2388848,2,MOUZ NXT,removed,Mirage
2388848,3,EC BANGA,removed,Overpass
2388848,4,MOUZ NXT,removed,Inferno
2388848,5,EC BANGA,removed,Ancient
2388848,6,MOUZ NXT,removed,Dust2
2388847,1,ALGO,removed,Inferno
2388847,2,SemperFi,removed,Train
2388847,3,ALGO,removed,Ancient
2388847,4,SemperFi,removed,Overpass
2388847,5,ALGO,removed,Dust2
2388847,6,SemperFi,removed,Nuke
2388846,1,CSDIILIT,removed,Dust2
2388846,2,MOUZ NXT,removed,Inferno
2388846,3,CSDIILIT,removed,Overpass
2388846,4,MOUZ NXT,removed,Mirage
2388846,5,CSDIILIT,removed,Train
2388846,6,MOUZ NXT,removed,Ancient
2388845,1,EC BANGA,removed,Inferno
2388845,2,OlyBet,removed,Overpass
2388845,3,EC BANGA,removed,Ancient
2388845,4,OlyBet,removed,Nuke
2388845,5,EC BANGA,removed,Mirage
2388845,6,OlyBet,removed,Train
2388978,1,Venom,removed,Inferno
2388978,2,GamerLegion,removed,Ancient
2388978,3,Venom,picked,Train
2388978,4,GamerLegion,picked,Dust2
2388978,5,Venom,removed,Mirage
2388978,6,GamerLegion,removed,Overpass
2388843,1,EC BANGA,removed,Inferno
2388843,2,SemperFi,removed,Train
2388843,3,EC BANGA,removed,Overpass
2388843,4,SemperFi,removed,Ancient
2388843,5,EC BANGA,removed,Nuke
2388843,6,SemperFi,removed,Dust2
2388844,1,ALGO,removed,Dust2
2388844,2,MOUZ NXT,removed,Inferno
2388844,3,ALGO,removed,Ancient
2388844,4,MOUZ NXT,removed,Overpass
2388844,5,ALGO,removed,Train
2388844,6,MOUZ NXT,removed,Nuke
2388842,1,OlyBet,removed,Overpass
2388842,2,CSDIILIT,removed,Dust2
2388842,3,OlyBet,removed,Train
2388842,4,CSDIILIT,removed,Nuke
2388842,5,OlyBet,removed,Ancient
2388842,6,CSDIILIT,removed,Inferno
2388841,1,MOUZ NXT,removed,Inferno
2388841,2,SemperFi,removed,Train
2388841,3,MOUZ NXT,removed,Mirage
2388841,4,SemperFi,removed,Overpass
2388841,5,MOUZ NXT,removed,Dust2
2388841,6,SemperFi,removed,Ancient
2388840,1,OlyBet,removed,Overpass
2388840,2,ALGO,removed,Inferno
2388840,3,OlyBet,removed,Train
2388840,4,ALGO,removed,Ancient
2388840,5,OlyBet,removed,Mirage
2388840,6,ALGO,removed,Dust2
2388839,1,EC BANGA,removed,Overpass
2388839,2,CSDIILIT,removed,Dust2
2388839,3,EC BANGA,removed,Ancient
2388839,4,CSDIILIT,removed,Inferno
2388839,5,EC BANGA,removed,Nuke
2388839,6,CSDIILIT,removed,Mirage
2388838,1,OlyBet,removed,Overpass
2388838,2,MOUZ NXT,removed,Inferno
2388838,3,OlyBet,removed,Train
2388838,4,MOUZ NXT,removed,Dust2
2388838,5,OlyBet,removed,Nuke
2388838,6,MOUZ NXT,removed,Ancient
2388837,1,EC BANGA,removed,Overpass
2388837,2,ALGO,removed,Dust2
2388837,3,EC BANGA,removed,Ancient
2388837,4,ALGO,removed,Inferno
2388837,5,EC BANGA,removed,Nuke
2388837,6,ALGO,removed,Train
2388836,1,CSDIILIT,removed,Dust2
2388836,2,SemperFi,removed,Train
2388836,3,CSDIILIT,removed,Overpass
2388836,4,SemperFi,removed,Ancient
2388836,5,CSDIILIT,removed,Inferno
2388836,6,SemperFi,removed,Nuke
2388947,1,Prestige,removed,Train
2388947,2,megoshort,removed,Nuke
2388947,3,Prestige,picked,Inferno
2388947,4,megoshort,picked,Ancient
2388947,5,Prestige,removed,Mirage
2388947,6,megoshort,removed,Dust2
2388819,1,DEPO,removed,Overpass
2388819,2,HOTU,removed,Inferno
2388819,3,DEPO,picked,Train
2388819,4,HOTU,picked,Mirage
2388819,5,DEPO,removed,Nuke
2388819,6,HOTU,removed,Ancient
2388833,1,ASTRAL,removed,Overpass
2388833,2,MINLATE,removed,Train
2388833,3,ASTRAL,removed,Nuke
2388833,4,MINLATE,removed,Mirage
2388833,5,ASTRAL,removed,Inferno
2388833,6,MINLATE,removed,Ancient
2388835,1,SINQU,removed,Inferno
2388835,2,Fingers Crossed,removed,Dust2
2388835,3,SINQU,removed,Ancient
2388835,4,Fingers Crossed,removed,Overpass
2388835,5,SINQU,removed,Nuke
2388835,6,Fingers Crossed,removed,Mirage
2388834,1,AaB,removed,Nuke
2388834,2,Friendly Campers,removed,Train
2388834,3,AaB,removed,Mirage
2388834,4,Friendly Campers,removed,Overpass
2388834,5,AaB,removed,Dust2
2388834,6,Friendly Campers,removed,Inferno
2388831,1,Fingers Crossed,removed,Dust2
2388831,2,MINLATE,removed,Train
2388831,3,Fingers Crossed,removed,Overpass
2388831,4,MINLATE,removed,Inferno
2388831,5,Fingers Crossed,removed,Ancient
2388831,6,MINLATE,removed,Mirage
2388832,1,SINQU,removed,Inferno
2388832,2,AaB,removed,Mirage
2388832,3,SINQU,removed,Ancient
2388832,4,AaB,removed,Nuke
2388832,5,SINQU,removed,Dust2
2388832,6,AaB,removed,Train
2388829,1,MINLATE,removed,Inferno
2388829,2,AaB,removed,Nuke
2388829,3,MINLATE,removed,Train
2388829,4,AaB,removed,Mirage
2388829,5,MINLATE,removed,Overpass
2388829,6,AaB,removed,Dust2
2388827,1,Fingers Crossed,removed,Dust2
2388827,2,ASTRAL,removed,Overpass
2388827,3,Fingers Crossed,removed,Ancient
2388827,4,ASTRAL,removed,Inferno
2388827,5,Fingers Crossed,removed,Mirage
2388827,6,ASTRAL,removed,Train
2388828,1,SINQU,removed,Inferno
2388828,2,Friendly Campers,removed,Train
2388828,3,SINQU,removed,Ancient
2388828,4,Friendly Campers,removed,Overpass
2388828,5,SINQU,removed,Dust2
2388828,6,Friendly Campers,removed,Mirage
2388818,1,ALLINNERS,removed,Nuke
2388818,2,DEPO,removed,Overpass
2388818,3,ALLINNERS,picked,Mirage
2388818,4,DEPO,picked,Train
2388818,5,ALLINNERS,removed,Inferno
2388818,6,DEPO,removed,Ancient
2388825,1,Fingers Crossed,removed,Inferno
2388825,2,AaB,removed,Nuke
2388825,3,Fingers Crossed,removed,Overpass
2388825,4,AaB,removed,Mirage
2388825,5,Fingers Crossed,removed,Dust2
2388825,6,AaB,removed,Ancient
2388824,1,SINQU,removed,Inferno
2388824,2,ASTRAL,removed,Mirage
2388824,3,SINQU,removed,Ancient
2388824,4,ASTRAL,removed,Overpass
2388824,5,SINQU,removed,Dust2
2388824,6,ASTRAL,removed,Train
2388826,1,MINLATE,removed,Nuke
2388826,2,Friendly Campers,removed,Dust2
2388826,3,MINLATE,removed,Mirage
2388826,4,Friendly Campers,removed,Overpass
2388826,5,MINLATE,removed,Train
2388826,6,Friendly Campers,removed,Inferno
2388821,1,ASTRAL,removed,Inferno
2388821,2,AaB,removed,Nuke
2388821,3,ASTRAL,removed,Train
2388821,4,AaB,removed,Mirage
2388821,5,ASTRAL,removed,Overpass
2388821,6,AaB,removed,Dust2
2388822,1,SINQU,removed,Inferno
2388822,2,MINLATE,removed,Train
2388822,3,SINQU,removed,Ancient
2388822,4,MINLATE,removed,Mirage
2388822,5,SINQU,removed,Dust2
2388822,6,MINLATE,removed,Overpass
2388823,1,Fingers Crossed,removed,Dust2
2388823,2,Friendly Campers,removed,Train
2388823,3,Fingers Crossed,removed,Overpass
2388823,4,Friendly Campers,removed,Ancient
2388823,5,Fingers Crossed,removed,Mirage
2388823,6,Friendly Campers,removed,Inferno
2388977,1,F5,removed,Train
2388977,2,Venom,removed,Inferno
2388977,3,F5,picked,Mirage
2388977,4,Venom,picked,Ancient
2388977,5,F5,removed,Dust2
2388977,6,Venom,removed,Overpass
2388975,1,Memeories,removed,Ancient
2388975,2,F5,removed,Train
2388975,3,Memeories,picked,Dust2
2388975,4,F5,picked,Overpass
2388975,5,Memeories,removed,Nuke
2388975,6,F5,removed,Inferno
2388974,1,Venom,removed,Inferno
2388974,2,9INE,removed,Mirage
2388974,3,Venom,picked,Train
2388974,4,9INE,picked,Dust2
2388974,5,Venom,removed,Overpass
2388974,6,9INE,removed,Nuke
2388973,1,Beyond Limits,removed,Train
2388973,2,Wildcard,removed,Ancient
2388973,3,Beyond Limits,picked,Overpass
2388973,4,Wildcard,picked,Mirage
2388973,5,Beyond Limits,removed,Dust2
2388973,6,Wildcard,removed,Inferno
2388971,1,F5,removed,Train
2388971,2,Venom,removed,Inferno
2388971,3,F5,picked,Overpass
2388971,4,Venom,picked,Ancient
2388971,5,F5,removed,Dust2
2388971,6,Venom,removed,Mirage
2388970,1,Memeories,removed,Ancient
2388970,2,9INE,removed,Mirage
2388970,3,Memeories,picked,Dust2
2388970,4,9INE,picked,Inferno
2388970,5,Memeories,removed,Overpass
2388970,6,9INE,removed,Train
2388967,1,Reign Above,removed,Overpass
2388967,2,Marsborne,removed,Dust2
2388967,3,Reign Above,picked,Mirage
2388967,4,Marsborne,picked,Inferno
2388967,5,Reign Above,removed,Ancient
2388967,6,Marsborne,removed,Train
2388968,1,Beyond Limits,removed,Train
2388968,2,GamerLegion,removed,Mirage
2388968,3,Beyond Limits,picked,Inferno
2388968,4,GamerLegion,picked,Nuke
2388968,5,Beyond Limits,removed,Dust2
2388968,6,GamerLegion,removed,Overpass
2388966,1,Outfit 49,removed,Nuke
2388966,2,Voca,removed,Inferno
2388966,3,Outfit 49,picked,Ancient
2388966,4,Voca,picked,Train
2388966,5,Outfit 49,removed,Dust2
2388966,6,Voca,removed,Overpass
2388815,1,DEPO,removed,Overpass
2388815,2,NOVAQ,removed,Nuke
2388815,3,DEPO,picked,Train
2388815,4,NOVAQ,picked,Dust2
2388815,5,DEPO,removed,Inferno
2388815,6,NOVAQ,removed,Mirage
2388965,1,Kraken Seas,removed,Overpass
2388965,2,Reign Above,removed,Mirage
2388965,3,Kraken Seas,picked,Nuke
2388965,4,Reign Above,picked,Inferno
2388965,5,Kraken Seas,removed,Ancient
2388965,6,Reign Above,removed,Dust2
2388963,1,Dark Knight,removed,Overpass
2388963,2,Outfit 49,removed,Nuke
2388963,3,Dark Knight,picked,Mirage
2388963,4,Outfit 49,picked,Inferno
2388963,5,Dark Knight,removed,Ancient
2388963,6,Outfit 49,removed,Train
2388816,1,ALLINNERS,removed,Nuke
2388816,2,Omega,removed,Overpass
2388816,3,ALLINNERS,picked,Ancient
2388816,4,Omega,picked,Dust2
2388816,5,ALLINNERS,removed,Inferno
2388816,6,Omega,removed,Train
2388813,1,NOVAQ,removed,Nuke
2388813,2,HOTU,removed,Inferno
2388813,3,NOVAQ,picked,Mirage
2388813,4,HOTU,picked,Overpass
2388813,5,NOVAQ,removed,Train
2388813,6,HOTU,removed,Ancient
2388959,1,Outfit 49,removed,Nuke
2388959,2,Voca,removed,Inferno
2388959,3,Outfit 49,picked,Ancient
2388959,4,Voca,picked,Train
2388959,5,Outfit 49,removed,Dust2
2388959,6,Voca,removed,Overpass
2388958,1,Dark Knight,removed,Overpass
2388958,2,M80,removed,Nuke
2388958,3,Dark Knight,picked,Train
2388958,4,M80,picked,Mirage
2388958,5,Dark Knight,removed,Inferno
2388958,6,M80,removed,Dust2
2388960,1,Kraken Seas,removed,Overpass
2388960,2,NRG,removed,Ancient
2388960,3,Kraken Seas,picked,Mirage
2388960,4,NRG,picked,Train
2388960,5,Kraken Seas,removed,Inferno
2388960,6,NRG,removed,Nuke
2388961,1,Reign Above,removed,Overpass
2388961,2,Marsborne,removed,Mirage
2388961,3,Reign Above,picked,Dust2
2388961,4,Marsborne,picked,Inferno
2388961,5,Reign Above,removed,Ancient
2388961,6,Marsborne,removed,Train
2388814,1,ALTAY,removed,Ancient
2388814,2,ALLINNERS,removed,Nuke
2388814,3,ALTAY,picked,Train
2388814,4,ALLINNERS,picked,Mirage
2388814,5,ALTAY,removed,Inferno
2388814,6,ALLINNERS,removed,Dust2
2388811,1,Omega,removed,Nuke
2388811,2,BetBoom,removed,Inferno
2388811,3,Omega,picked,Dust2
2388811,4,BetBoom,picked,Ancient
2388811,5,Omega,removed,Overpass
2388811,6,BetBoom,removed,Train
2388946,1,FOKUS REALITY,removed,Nuke
2388946,2,Prestige,removed,Train
2388946,3,FOKUS REALITY,picked,Dust2
2388946,4,Prestige,picked,Inferno
2388946,5,FOKUS REALITY,removed,Overpass
2388946,6,Prestige,removed,Ancient
2388812,1,Winners,removed,Ancient
2388812,2,DEPO,removed,Overpass
2388812,3,Winners,picked,Dust2
2388812,4,DEPO,picked,Train
2388812,5,Winners,removed,Mirage
2388812,6,DEPO,removed,Inferno
2388810,1,ALLINNERS,removed,Inferno
2388810,2,NOVAQ,removed,Nuke
2388810,3,ALLINNERS,picked,Ancient
2388810,4,NOVAQ,picked,Mirage
2388810,5,ALLINNERS,removed,Train
2388810,6,NOVAQ,removed,Overpass
2388945,1,Chicken Burger,removed,Ancient
2388945,2,megoshort,removed,Nuke
2388945,3,Chicken Burger,picked,Mirage
2388945,4,megoshort,picked,Train
2388945,5,Chicken Burger,removed,Overpass
2388945,6,megoshort,removed,Dust2
2388809,1,ALTAY,removed,Ancient
2388809,2,HOTU,removed,Inferno
2388809,3,ALTAY,picked,Dust2
2388809,4,HOTU,picked,Nuke
2388809,5,ALTAY,removed,Overpass
2388809,6,HOTU,removed,Mirage
2388807,1,Winners,removed,Ancient
2388807,2,BetBoom,removed,Inferno
2388807,3,Winners,picked,Dust2
2388807,4,BetBoom,picked,Mirage
2388807,5,Winners,removed,Nuke
2388807,6,BetBoom,removed,Overpass
2388808,1,Omega,removed,Inferno
2388808,2,DEPO,removed,Overpass
2388808,3,Omega,picked,Mirage
2388808,4,DEPO,picked,Train
2388808,5,Omega,removed,Nuke
2388808,6,DEPO,removed,Ancient
2388944,1,Prestige,removed,Train
2388944,2,NAVI Junior,removed,Nuke
2388944,3,Prestige,picked,Inferno
2388944,4,NAVI Junior,picked,Mirage
2388944,5,Prestige,removed,Dust2
2388944,6,NAVI Junior,removed,Overpass
2388943,1,ex-GANK,removed,Overpass
2388943,2,FOKUS REALITY,removed,Dust2
2388943,3,ex-GANK,picked,Inferno
2388943,4,FOKUS REALITY,picked,Nuke
2388943,5,ex-GANK,removed,Ancient
2388943,6,FOKUS REALITY,removed,Mirage
2388942,1,Chicken Burger,removed,Dust2
2388942,2,Eternal Fire Academy,removed,Train
2388942,3,Chicken Burger,picked,Nuke
2388942,4,Eternal Fire Academy,picked,Overpass
2388942,5,Chicken Burger,removed,Ancient
2388942,6,Eternal Fire Academy,removed,Mirage
2388941,1,megoshort,removed,Nuke
2388941,2,FUT Academy,removed,Mirage
2388941,3,megoshort,picked,Ancient
2388941,4,FUT Academy,picked,Overpass
2388941,5,megoshort,removed,Dust2
2388941,6,FUT Academy,removed,Train
2388954,1,FengDa,removed,Overpass
2388954,2,Rare Atom,removed,Nuke
2388954,3,FengDa,picked,Ancient
2388954,4,Rare Atom,picked,Dust2
2388954,5,Rare Atom,removed,Mirage
2388954,6,FengDa,removed,Train
2388953,1,Just Swing,removed,Train
2388953,2,FengDa,removed,Overpass
2388953,3,Just Swing,picked,Nuke
2388953,4,FengDa,picked,Inferno
2388953,5,FengDa,removed,Dust2
2388953,6,Just Swing,removed,Mirage
2388893,1,Team CyberDynamo,removed,Ancient
2388893,2,Team CS2NEWS,removed,Mirage
2388893,3,Team CyberDynamo,picked,Nuke
2388893,4,Team CS2NEWS,picked,Dust2
2388893,5,Team CyberDynamo,removed,Overpass
2388893,6,Team CS2NEWS,removed,Inferno
2388951,1,Shika,removed,Nuke
2388951,2,Just Swing,removed,Train
2388951,3,Shika,picked,Ancient
2388951,4,Just Swing,picked,Dust2
2388951,5,Just Swing,removed,Mirage
2388951,6,Shika,removed,Overpass
2388892,1,Team Buster,removed,Ancient
2388892,2,Team CS2NEWS,removed,Mirage
2388892,3,Team Buster,picked,Dust2
2388892,4,Team CS2NEWS,picked,Inferno
2388892,5,Team Buster,removed,Train
2388892,6,Team CS2NEWS,removed,Nuke
2388896,1,Concept Cult,removed,Nuke
2388896,2,Minsk House,removed,Mirage
2388896,3,Concept Cult,picked,Inferno
2388896,4,Minsk House,picked,Overpass
2388896,5,Concept Cult,picked,Train
2388896,6,Minsk House,picked,Dust2
2388957,1,BUT,removed,Inferno
2388957,2,ZUFE,removed,Overpass
2388957,3,BUT,picked,Nuke
2388957,4,ZUFE,picked,Train
2388957,5,ZUFE,removed,Mirage
2388957,6,BUT,removed,Ancient
2388791,1,Preasy Mix,removed,Dust2
2388791,2,MANA,removed,Overpass
2388791,3,Preasy Mix,picked,Train
2388791,4,MANA,picked,Mirage
2388791,5,Preasy Mix,removed,Ancient
2388791,6,MANA,removed,Nuke
2388950,1,Last Bullet,removed,Train
2388950,2,FengDa,removed,Overpass
2388950,3,Last Bullet,picked,Inferno
2388950,4,FengDa,picked,Mirage
2388950,5,FengDa,removed,Dust2
2388950,6,Last Bullet,removed,Nuke
2388891,1,Team Shadowkek,removed,Inferno
2388891,2,Team Buster,removed,Dust2
2388891,3,Team Shadowkek,picked,Mirage
2388891,4,Team Buster,picked,Ancient
2388891,5,Team Shadowkek,removed,Overpass
2388891,6,Team Buster,removed,Train
2388949,1,FengDa,removed,Overpass
2388949,2,Morningstar,removed,Nuke
2388949,3,FengDa,picked,Mirage
2388949,4,Morningstar,picked,Inferno
2388949,5,Morningstar,removed,Train
2388949,6,FengDa,removed,Dust2
2388940,1,Omega,removed,Inferno
2388940,2,GoodGame Club,removed,Nuke
2388940,3,Omega,picked,Dust2
2388940,4,GoodGame Club,picked,Mirage
2388940,5,Omega,removed,Overpass
2388940,6,GoodGame Club,removed,Ancient
2388790,1,MANA,removed,Train
2388790,2,CSDIILIT,removed,Dust2
2388790,3,MANA,picked,Mirage
2388790,4,CSDIILIT,picked,Ancient
2388790,5,MANA,removed,Nuke
2388790,6,CSDIILIT,removed,Overpass
2388890,1,Team CS2NEWS,removed,Mirage
2388890,2,Team CyberDynamo,removed,Ancient
2388890,3,Team CS2NEWS,picked,Dust2
2388890,4,Team CyberDynamo,picked,Nuke
2388890,5,Team CS2NEWS,removed,Overpass
2388890,6,Team CyberDynamo,removed,Train
2388948,1,Just Swing,removed,Train
2388948,2,Rare Atom,removed,Nuke
2388948,3,Just Swing,picked,Ancient
2388948,4,Rare Atom,picked,Inferno
2388948,5,Rare Atom,removed,Overpass
2388948,6,Just Swing,removed,Mirage
2388895,1,Minsk House,removed,Mirage
2388895,2,PLATOON Beta,removed,Overpass
2388895,3,Minsk House,picked,Ancient
2388895,4,PLATOON Beta,picked,Nuke
2388895,5,Minsk House,removed,Dust2
2388895,6,PLATOON Beta,removed,Train
2388789,1,CSDIILIT,removed,Overpass
2388789,2,Preasy Mix,removed,Mirage
2388789,3,CSDIILIT,picked,Nuke
2388789,4,Preasy Mix,picked,Train
2388789,5,CSDIILIT,removed,Dust2
2388789,6,Preasy Mix,removed,Ancient
2388894,1,benched gods,removed,Inferno
2388894,2,Concept Cult,removed,Dust2
2388894,3,benched gods,picked,Ancient
2388894,4,Concept Cult,picked,Train
2388894,5,benched gods,removed,Overpass
2388894,6,Concept Cult,removed,Nuke
2388788,1,MANA,removed,Train
2388788,2,megoshort,removed,Nuke
2388788,3,MANA,picked,Dust2
2388788,4,megoshort,picked,Ancient
2388788,5,MANA,removed,Overpass
2388788,6,megoshort,removed,Inferno
2388786,1,XI,removed,Mirage
2388786,2,megoshort,removed,Nuke
2388786,3,XI,picked,Train
2388786,4,megoshort,picked,Ancient
2388786,5,XI,removed,Inferno
2388786,6,megoshort,removed,Overpass
2388787,1,MANA,removed,Nuke
2388787,2,Prestige,removed,Mirage
2388787,3,MANA,picked,Dust2
2388787,4,Prestige,picked,Inferno
2388787,5,MANA,removed,Overpass
2388787,6,Prestige,removed,Train
2388785,1,CSDIILIT,removed,Dust2
2388785,2,megoshort,removed,Nuke
2388785,3,CSDIILIT,picked,Mirage
2388785,4,megoshort,picked,Train
2388785,5,CSDIILIT,removed,Overpass
2388785,6,megoshort,removed,Inferno
2388783,1,MANA,removed,Nuke
2388783,2,Eternal Fire Academy,removed,Train
2388783,3,MANA,picked,Dust2
2388783,4,Eternal Fire Academy,picked,Mirage
2388783,5,MANA,removed,Overpass
2388783,6,Eternal Fire Academy,removed,Ancient
2388804,1,GenOne,removed,Mirage
2388804,2,33,removed,Overpass
2388804,3,GenOne,picked,Dust2
2388804,4,33,picked,Train
2388804,5,GenOne,removed,Nuke
2388804,6,33,removed,Ancient
2388784,1,Preasy Mix,removed,Dust2
2388784,2,Prestige,removed,Train
2388784,3,Preasy Mix,picked,Overpass
2388784,4,Prestige,picked,Mirage
2388784,5,Preasy Mix,removed,Nuke
2388784,6,Prestige,removed,Ancient
2388782,1,XI,removed,Inferno
2388782,2,WOPA,removed,Dust2
2388782,3,XI,picked,Ancient
2388782,4,WOPA,picked,Overpass
2388782,5,XI,removed,Mirage
2388782,6,WOPA,removed,Nuke
2388802,1,GenOne,removed,Mirage
2388802,2,Phantom,removed,Inferno
2388802,3,GenOne,picked,Overpass
2388802,4,Phantom,picked,Nuke
2388802,5,GenOne,removed,Ancient
2388802,6,Phantom,removed,Dust2
2388801,1,33,removed,Overpass
2388801,2,SPARTA,removed,Inferno
2388801,3,33,picked,Train
2388801,4,SPARTA,picked,Mirage
2388801,5,33,removed,Ancient
2388801,6,SPARTA,removed,Dust2
2388781,1,MANA,removed,Nuke
2388781,2,megoshort,removed,Dust2
2388781,3,MANA,picked,Mirage
2388781,4,megoshort,picked,Ancient
2388781,5,MANA,removed,Overpass
2388781,6,megoshort,removed,Inferno
2388754,1,Tricked,removed,Dust2
2388754,2,Wildcard Academy,removed,Inferno
2388754,3,Tricked,picked,Overpass
2388754,4,Wildcard Academy,picked,Ancient
2388754,5,Tricked,removed,Mirage
2388754,6,Wildcard Academy,removed,Nuke
2388780,1,CSDIILIT,removed,Dust2
2388780,2,Eternal Fire Academy,removed,Train
2388780,3,CSDIILIT,picked,Ancient
2388780,4,Eternal Fire Academy,picked,Mirage
2388780,5,CSDIILIT,removed,Overpass
2388780,6,Eternal Fire Academy,removed,Nuke
2388737,1,SAW,removed,Mirage
2388737,2,Ninjas in Pyjamas,removed,Inferno
2388737,3,SAW,picked,Train
2388737,4,Ninjas in Pyjamas,picked,Overpass
2388737,5,SAW,removed,Ancient
2388737,6,Ninjas in Pyjamas,removed,Dust2
2388878,1,WATERMELON,removed,Mirage
2388878,2,FORZE Reload,removed,Inferno
2388878,3,WATERMELON,picked,Ancient
2388878,4,FORZE Reload,picked,Train
2388878,5,WATERMELON,removed,Nuke
2388878,6,FORZE Reload,removed,Overpass
2388869,1,9z,removed,Mirage
2388869,2,GameHunters,removed,Overpass
2388869,3,9z,picked,Dust2
2388869,4,GameHunters,picked,Nuke
2388869,5,9z,removed,Train
2388869,6,GameHunters,removed,Inferno
2388889,1,hindsight,removed,Inferno
2388889,2,Peekaboo,removed,Train
2388889,3,hindsight,picked,Nuke
2388889,4,Peekaboo,picked,Mirage
2388889,5,hindsight,removed,Overpass
2388889,6,Peekaboo,removed,Dust2
2388864,1,los kogutos,removed,Overpass
2388864,2,Phantom,removed,Inferno
2388864,3,los kogutos,picked,Ancient
2388864,4,Phantom,picked,Nuke
2388864,5,los kogutos,removed,Dust2
2388864,6,Phantom,removed,Mirage
2388888,1,ex-Nemesis Impact,removed,Mirage
2388888,2,Peekaboo,removed,Dust2
2388888,3,ex-Nemesis Impact,picked,Ancient
2388888,4,Peekaboo,picked,Inferno
2388888,5,ex-Nemesis Impact,removed,Train
2388888,6,Peekaboo,removed,Nuke
2388887,1,Peekaboo,removed,Dust2
2388887,2,Flame Sharks fe,removed,Nuke
2388887,3,Peekaboo,picked,Inferno
2388887,4,Flame Sharks fe,picked,Mirage
2388887,5,Peekaboo,removed,Overpass
2388887,6,Flame Sharks fe,removed,Train
2388870,1,ShindeN,removed,Train
2388870,2,FOLHA AMARELA,removed,Overpass
2388870,3,ShindeN,picked,Dust2
