match_id,map_name,map_number,team1,team2,pistol1_winner,pistol2_winner
2388637,Mirage,3,K27,WHITEBIRD,K27,K27
2388734,Ancient,1,Sharks,ASTRAL,Sharks,Sharks
2388734,Inferno,2,Sharks,ASTRAL,Sharks,ASTRAL
2388705,Ancient,1,Friendly Campers,BESTIA,BESTIA,BESTIA
2388705,Nuke,2,Friendly Campers,BESTIA,Friendly Campers,BESTIA
2388773,Dust2,1,JiJieHao,Chinggis Warriors,JiJieHao,JiJieHao
2388773,Inferno,2,JiJieHao,Chinggis Warriors,JiJieHao,JiJieHao
2388773,Ancient,3,JiJieHao,Chinggis Warriors,JiJieHao,JiJieHao
2388771,Dust2,1,Eruption,JiJieHao,JiJieHao,JiJieHao
2388771,Train,2,Eruption,JiJieHao,JiJieHao,Eruption
2388729,Nuke,1,ASTRAL,Ninjas in Pyjamas,Ninjas in Pyjamas,Ninjas in Pyjamas
2388729,Ancient,2,ASTRAL,Ninjas in Pyjamas,Ninjas in Pyjamas,ASTRAL
2388703,Dust2,1,CYBERSHOKE,BESTIA,BESTIA,BESTIA
2388703,Ancient,2,CYBERSHOKE,BESTIA,BESTIA,BESTIA
2388703,Mirage,3,CYBERSHOKE,BESTIA,CYBERSHOKE,CYBERSHOKE
2388704,Mirage,1,Friendly Campers,fnatic,fnatic,fnatic
2388704,Inferno,2,Friendly Campers,fnatic,Friendly Campers,fnatic
2388704,Ancient,3,Friendly Campers,fnatic,Friendly Campers,Friendly Campers
2388702,Mirage,1,fnatic,illwill,illwill,illwill
2388702,Inferno,2,fnatic,illwill,illwill,fnatic
2388702,Train,3,fnatic,illwill,fnatic,illwill
2388770,Ancient,1,Rare Atom,Chinggis Warriors,Chinggis Warriors,Rare Atom
2388770,Dust2,2,Rare Atom,Chinggis Warriors,Chinggis Warriors,Rare Atom
2388793,Mirage,1,Nemesis,UNiTY,Nemesis,UNiTY
2388793,Overpass,2,Nemesis,UNiTY,Nemesis,UNiTY
2388701,Inferno,1,Friendly Campers,9INE,9INE,Friendly Campers
2388701,Nuke,2,Friendly Campers,9INE,Friendly Campers,9INE
2388768,Ancient,1,Lynn Vision,JiJieHao,Lynn Vision,JiJieHao
2388768,Nuke,2,Lynn Vision,JiJieHao,Lynn Vision,JiJieHao
2388768,Dust2,3,Lynn Vision,JiJieHao,Lynn Vision,JiJieHao
2388744,Ancient,1,BOSS,Voca,BOSS,Voca
2388744,Train,2,BOSS,Voca,Voca,BOSS
2388698,Mirage,1,illwill,BESTIA,illwill,BESTIA
2388698,Dust2,2,illwill,BESTIA,BESTIA,BESTIA
2388700,Mirage,1,Lazer Cats,fnatic,Lazer Cats,Lazer Cats
2388700,Train,2,Lazer Cats,fnatic,fnatic,fnatic
2388697,Nuke,1,CYBERSHOKE,Friendly Campers,CYBERSHOKE,CYBERSHOKE
2388697,Dust2,2,CYBERSHOKE,Friendly Campers,CYBERSHOKE,CYBERSHOKE
2388697,Ancient,3,CYBERSHOKE,Friendly Campers,CYBERSHOKE,Friendly Campers
2388694,Overpass,1,The Huns,9INE,The Huns,The Huns
2388694,Ancient,2,The Huns,9INE,The Huns,9INE
2388696,Dust2,1,MOUZ NXT,fnatic,fnatic,MOUZ NXT
2388696,Mirage,2,MOUZ NXT,fnatic,MOUZ NXT,fnatic
2388696,Train,3,MOUZ NXT,fnatic,fnatic,fnatic
2388695,Inferno,1,Lazer Cats,ENCE,Lazer Cats,Lazer Cats
2388695,Dust2,2,Lazer Cats,ENCE,ENCE,ENCE
2388695,Ancient,3,Lazer Cats,ENCE,ENCE,ENCE
2388691,Dust2,1,BESTIA,9INE,9INE,BESTIA
2388691,Overpass,2,BESTIA,9INE,9INE,9INE
2388691,Nuke,3,BESTIA,9INE,BESTIA,9INE
2388690,Nuke,1,ENCE,Friendly Campers,ENCE,Friendly Campers
2388690,Dust2,2,ENCE,Friendly Campers,Friendly Campers,ENCE
2388689,Dust2,1,CYBERSHOKE,fnatic,fnatic,fnatic
2388689,Train,2,CYBERSHOKE,fnatic,CYBERSHOKE,fnatic
2388688,Ancient,1,MOUZ NXT,Inner Circle,Inner Circle,Inner Circle
2388688,Train,2,MOUZ NXT,Inner Circle,Inner Circle,Inner Circle
2388688,Overpass,3,MOUZ NXT,Inner Circle,MOUZ NXT,MOUZ NXT
2388686,Default,1,The Huns,HEROIC Academy,The Huns,The Huns
2388686,Inferno,2,The Huns,HEROIC Academy,HEROIC Academy,The Huns
2388684,Mirage,1,Inner Circle,illwill,illwill,Inner Circle
2388684,Train,2,Inner Circle,illwill,Inner Circle,Inner Circle
2388684,Nuke,3,Inner Circle,illwill,illwill,illwill
2388509,Mirage,1,Oramond,magic,magic,magic
2388509,Inferno,2,Oramond,magic,Oramond,Oramond
2388509,Train,3,Oramond,magic,magic,Oramond
2388681,Nuke,1,BESTIA,Lazer Cats,Lazer Cats,BESTIA
2388681,Dust2,2,BESTIA,Lazer Cats,BESTIA,BESTIA
2388508,Ancient,1,ARCRED,magic,ARCRED,ARCRED
2388508,Mirage,2,ARCRED,magic,ARCRED,magic
2388677,Dust2,1,fnatic,G2 Ares,G2 Ares,G2 Ares
2388677,Train,2,fnatic,G2 Ares,fnatic,G2 Ares
2388677,Inferno,3,fnatic,G2 Ares,fnatic,fnatic
2388679,Ancient,1,ENCE,The Huns,ENCE,The Huns
2388679,Dust2,2,ENCE,The Huns,ENCE,ENCE
2388680,Inferno,1,Friendly Campers,HEROIC Academy,HEROIC Academy,Friendly Campers
2388680,Mirage,2,Friendly Campers,HEROIC Academy,HEROIC Academy,Friendly Campers
2388758,Ancient,1,JiJieHao,Eruption,Eruption,JiJieHao
2388506,Dust2,1,Johnny Speeds,magic,Johnny Speeds,Johnny Speeds
2388506,Overpass,2,Johnny Speeds,magic,Johnny Speeds,Johnny Speeds
2388506,Mirage,3,Johnny Speeds,magic,magic,magic
2388504,Mirage,1,EYEBALLERS,Oramond,Oramond,Oramond
2388504,Inferno,2,EYEBALLERS,Oramond,Oramond,EYEBALLERS
2388504,Dust2,3,EYEBALLERS,Oramond,Oramond,Oramond
2388667,Nuke,1,illwill,MOUZ NXT,MOUZ NXT,MOUZ NXT
2388666,Train,1,HEROIC Academy,The Huns,The Huns,The Huns
2388495,Ancient,1,CYBERSHOKE,Nuclear TigeRES,Nuclear TigeRES,CYBERSHOKE
2388495,Dust2,2,CYBERSHOKE,Nuclear TigeRES,Nuclear TigeRES,Nuclear TigeRES
2388495,Nuke,3,CYBERSHOKE,Nuclear TigeRES,CYBERSHOKE,CYBERSHOKE
2388130,Nuke,1,Vitality,FaZe,FaZe,FaZe
2388130,Dust2,2,Vitality,FaZe,Vitality,Vitality
2388130,Inferno,3,Vitality,FaZe,FaZe,FaZe
2388130,Overpass,4,Vitality,FaZe,Vitality,FaZe
2388454,Ancient,1,9INE,BIG,9INE,BIG
2388454,Overpass,2,9INE,BIG,BIG,BIG
2388454,Dust2,3,9INE,BIG,BIG,BIG
2388129,Ancient,1,FaZe,Natus Vincere,FaZe,FaZe
2388129,Nuke,2,FaZe,Natus Vincere,Natus Vincere,FaZe
2388129,Inferno,3,FaZe,Natus Vincere,FaZe,Natus Vincere
2388452,Dust2,1,Oramond,BIG,BIG,Oramond
2388452,Mirage,2,Oramond,BIG,Oramond,BIG
2388452,Train,3,Oramond,BIG,Oramond,BIG
2388128,Mirage,1,Spirit,Vitality,Spirit,Spirit
2388128,Dust2,2,Spirit,Vitality,Vitality,Spirit
2388449,Nuke,1,9INE,Alliance,Alliance,9INE
2388449,Inferno,2,9INE,Alliance,Alliance,Alliance
2388127,Mirage,1,FURIA,Natus Vincere,Natus Vincere,Natus Vincere
2388127,Inferno,2,FURIA,Natus Vincere,FURIA,Natus Vincere
2388127,Train,3,FURIA,Natus Vincere,Natus Vincere,Natus Vincere
2388448,Inferno,1,BetBoom,Johnny Speeds,BetBoom,Johnny Speeds
2388448,Train,2,BetBoom,Johnny Speeds,Johnny Speeds,Johnny Speeds
2388448,Mirage,3,BetBoom,Johnny Speeds,Johnny Speeds,Johnny Speeds
2388447,Train,1,BIG,Sangal,BIG,BIG
2388447,Mirage,2,BIG,Sangal,BIG,Sangal
2388447,Overpass,3,BIG,Sangal,Sangal,Sangal
2388126,Nuke,1,MOUZ,FaZe,FaZe,MOUZ
2388126,Inferno,2,MOUZ,FaZe,FaZe,FaZe
2388124,Mirage,1,Vitality,The MongolZ,Vitality,Vitality
2388124,Dust2,2,Vitality,The MongolZ,Vitality,Vitality
2388125,Nuke,1,Spirit,Falcons,Falcons,Spirit
2388125,Dust2,2,Spirit,Falcons,Spirit,Falcons
2388442,Nuke,1,ECSTATIC,Oramond,ECSTATIC,ECSTATIC
2388442,Train,2,ECSTATIC,Oramond,ECSTATIC,ECSTATIC
2388442,Ancient,3,ECSTATIC,Oramond,ECSTATIC,ECSTATIC
2387487,Mirage,1,FUT,ECSTATIC,FUT,ECSTATIC
2387487,Train,2,FUT,ECSTATIC,ECSTATIC,FUT
2387487,Ancient,3,FUT,ECSTATIC,ECSTATIC,ECSTATIC
2388435,Mirage,1,Johnny Speeds,Oramond,Johnny Speeds,Johnny Speeds
2388435,Dust2,2,Johnny Speeds,Oramond,Oramond,Johnny Speeds
2388628,Default,1,Ursa,Nemiga,Ursa,Ursa
2388433,Train,1,Nemiga,FORZE Reload,Nemiga,FORZE Reload
2388433,Overpass,2,Nemiga,FORZE Reload,Nemiga,FORZE Reload
2388433,Ancient,3,Nemiga,FORZE Reload,FORZE Reload,Nemiga
2387485,Nuke,1,BetBoom,FUT,FUT,BetBoom
2387485,Mirage,2,BetBoom,FUT,FUT,FUT
2388314,Train,1,Johnny Speeds,EYEBALLERS,EYEBALLERS,Johnny Speeds
2388314,Mirage,2,Johnny Speeds,EYEBALLERS,EYEBALLERS,EYEBALLERS
2388123,Ancient,1,G2,Falcons,Falcons,G2
2388123,Inferno,2,G2,Falcons,Falcons,Falcons
2388123,Dust2,3,G2,Falcons,Falcons,Falcons
2388431,Nuke,1,CYBERSHOKE,Oramond,CYBERSHOKE,CYBERSHOKE
2388431,Dust2,2,CYBERSHOKE,Oramond,Oramond,CYBERSHOKE
2388122,Overpass,1,FaZe,Passion UA,Passion UA,Passion UA
2388122,Mirage,2,FaZe,Passion UA,FaZe,FaZe
2387483,Mirage,1,CYBERSHOKE,ECSTATIC,CYBERSHOKE,ECSTATIC
2387483,Train,2,CYBERSHOKE,ECSTATIC,CYBERSHOKE,CYBERSHOKE
2387483,Ancient,3,CYBERSHOKE,ECSTATIC,ECSTATIC,ECSTATIC
2388121,Ancient,1,B8,Natus Vincere,Natus Vincere,Natus Vincere
2388121,Train,2,B8,Natus Vincere,Natus Vincere,Natus Vincere
2388312,Mirage,1,EYEBALLERS,Sangal,Sangal,Sangal
2388312,Ancient,2,EYEBALLERS,Sangal,Sangal,Sangal
2388312,Inferno,3,EYEBALLERS,Sangal,Sangal,Sangal
2387482,Mirage,1,FUT,Inner Circle,FUT,FUT
2387482,Ancient,2,FUT,Inner Circle,FUT,Inner Circle
2387481,Train,1,BetBoom,Oramond,BetBoom,BetBoom
2387481,Mirage,2,BetBoom,Oramond,BetBoom,Oramond
2388119,Ancient,1,G2,The MongolZ,The MongolZ,The MongolZ
2388119,Dust2,2,G2,The MongolZ,G2,The MongolZ
2388120,Dust2,1,3DMAX,FaZe,3DMAX,FaZe
2388120,Inferno,2,3DMAX,FaZe,FaZe,FaZe
2388117,Mirage,1,MOUZ,Falcons,MOUZ,MOUZ
2388117,Inferno,2,MOUZ,Falcons,MOUZ,MOUZ
2388117,Nuke,3,MOUZ,Falcons,MOUZ,MOUZ
2388118,Inferno,1,Passion UA,Imperial,Passion UA,Imperial
2388118,Dust2,2,Passion UA,Imperial,Passion UA,Imperial
2388426,Overpass,1,Sashi,Sangal,Sashi,Sangal
2388426,Nuke,2,Sashi,Sangal,Sangal,Sashi
2388116,Dust2,1,B8,paiN,paiN,paiN
2388116,Ancient,2,B8,paiN,B8,paiN
2388115,Inferno,1,Natus Vincere,Vitality,Vitality,Natus Vincere
2388115,Train,2,Natus Vincere,Vitality,Vitality,Vitality
2387477,Overpass,1,9INE,CYBERSHOKE,CYBERSHOKE,CYBERSHOKE
2387477,Ancient,2,9INE,CYBERSHOKE,CYBERSHOKE,CYBERSHOKE
2387477,Nuke,3,9INE,CYBERSHOKE,9INE,CYBERSHOKE
2388113,Inferno,1,FURIA,G2,FURIA,FURIA
2388113,Overpass,2,FURIA,G2,FURIA,G2
2388114,Dust2,1,PARIVISION,3DMAX,3DMAX,PARIVISION
2388114,Inferno,2,PARIVISION,3DMAX,PARIVISION,PARIVISION
2388114,Ancient,3,PARIVISION,3DMAX,3DMAX,PARIVISION
2388111,Mirage,1,MOUZ,Spirit,MOUZ,Spirit
2388111,Train,2,MOUZ,Spirit,Spirit,Spirit
2388111,Overpass,3,MOUZ,Spirit,MOUZ,Spirit
2388422,Dust2,1,Alliance,Sangal,Sangal,Alliance
2388422,Overpass,2,Alliance,Sangal,Sangal,Alliance
2388112,Train,1,Passion UA,Liquid,Liquid,Passion UA
2388112,Mirage,2,Passion UA,Liquid,Passion UA,Liquid
2388109,Dust2,1,paiN,Natus Vincere,paiN,paiN
2388110,Mirage,1,Imperial,Falcons,Falcons,Falcons
2388107,Mirage,1,FaZe,The MongolZ,FaZe,The MongolZ
2388108,Inferno,1,B8,Vitality,Vitality,Vitality
2388308,Inferno,1,Sangal,Oramond,Oramond,Oramond
2388308,Mirage,2,Sangal,Oramond,Sangal,Sangal
2387473,Mirage,1,Inner Circle,FORZE Reload,Inner Circle,FORZE Reload
2387473,Overpass,2,Inner Circle,FORZE Reload,FORZE Reload,FORZE Reload
2388307,Mirage,1,EYEBALLERS,Nuclear TigeRES,EYEBALLERS,Nuclear TigeRES
2388307,Inferno,2,EYEBALLERS,Nuclear TigeRES,Nuclear TigeRES,Nuclear TigeRES
2388307,Train,3,EYEBALLERS,Nuclear TigeRES,EYEBALLERS,EYEBALLERS
2388105,Dust2,1,FURIA,Imperial,FURIA,Imperial
2388106,Ancient,1,PARIVISION,Natus Vincere,PARIVISION,Natus Vincere
2388104,Inferno,1,Liquid,The MongolZ,The MongolZ,The MongolZ
2388103,Overpass,1,MOUZ,B8,MOUZ,MOUZ
2388102,Dust2,1,FaZe,Spirit,FaZe,FaZe
2388101,Nuke,1,Passion UA,Falcons,Falcons,Passion UA
2388100,Nuke,1,3DMAX,Vitality,Vitality,Vitality
2388099,Dust2,1,paiN,G2,G2,paiN
2388418,Overpass,1,Johnny Speeds,FORZE Reload,Johnny Speeds,Johnny Speeds
2388418,Nuke,2,Johnny Speeds,FORZE Reload,FORZE Reload,FORZE Reload
2388418,Mirage,3,Johnny Speeds,FORZE Reload,Johnny Speeds,FORZE Reload
2388098,Ancient,1,B8,Falcons,B8,Falcons
2388097,Nuke,1,FURIA,Natus Vincere,FURIA,Natus Vincere
2388095,Nuke,1,Vitality,FaZe,FaZe,FaZe
2388096,Nuke,1,paiN,3DMAX,3DMAX,paiN
2388093,Train,1,Spirit,Liquid,Spirit,Liquid
2388094,Mirage,1,Passion UA,G2,G2,Passion UA
2388092,Dust2,1,Imperial,The MongolZ,The MongolZ,The MongolZ
2388091,Overpass,1,MOUZ,PARIVISION,MOUZ,MOUZ
2388415,Nuke,1,Sashi,FORZE Reload,FORZE Reload,FORZE Reload
2388415,Ancient,2,Sashi,FORZE Reload,Sashi,Sashi
2388471,Train,1,Oramond,Nuclear TigeRES,Oramond,Oramond
2388471,Nuke,2,Oramond,Nuclear TigeRES,Oramond,Nuclear TigeRES
2388090,Ancient,1,Ninjas in Pyjamas,3DMAX,Ninjas in Pyjamas,Ninjas in Pyjamas
2388090,Train,2,Ninjas in Pyjamas,3DMAX,3DMAX,3DMAX
2388089,Nuke,1,Liquid,Astralis,Liquid,Astralis
2388089,Mirage,2,Liquid,Astralis,Astralis,Astralis
2388088,Mirage,1,Passion UA,M80,Passion UA,M80
2388088,Inferno,2,Passion UA,M80,Passion UA,Passion UA
2388088,Train,3,Passion UA,M80,Passion UA,M80
2388409,Inferno,1,Nemiga,Oramond,Nemiga,Nemiga
2388409,Mirage,2,Nemiga,Oramond,Nemiga,Oramond
2388086,Train,1,B8,3DMAX,B8,3DMAX
2388086,Ancient,2,B8,3DMAX,B8,B8
2388086,Dust2,3,B8,3DMAX,B8,3DMAX
2388087,Ancient,1,Liquid,TYLOO,TYLOO,TYLOO
2388087,Train,2,Liquid,TYLOO,Liquid,Liquid
2388087,Inferno,3,Liquid,TYLOO,TYLOO,Liquid
2388084,Mirage,1,Imperial,M80,M80,M80
2388084,Dust2,2,Imperial,M80,M80,M80
2388084,Train,3,Imperial,M80,M80,M80
2388085,Nuke,1,Aurora,Astralis,Aurora,Astralis
2388085,Train,2,Aurora,Astralis,Aurora,Astralis
2388085,Mirage,3,Aurora,Astralis,Aurora,Astralis
2388082,Dust2,1,PARIVISION,Ninjas in Pyjamas,Ninjas in Pyjamas,Ninjas in Pyjamas
2388082,Train,2,PARIVISION,Ninjas in Pyjamas,Ninjas in Pyjamas,PARIVISION
2388406,Train,1,FORZE Reload,ARCRED,FORZE Reload,ARCRED
2388406,Nuke,2,FORZE Reload,ARCRED,FORZE Reload,ARCRED
2388083,Overpass,1,fnatic,Passion UA,Passion UA,fnatic
2388083,Inferno,2,fnatic,Passion UA,Passion UA,fnatic
2388080,Train,1,Natus Vincere,B8,Natus Vincere,Natus Vincere
2388080,Mirage,2,Natus Vincere,B8,Natus Vincere,Natus Vincere
2388079,Inferno,1,MIBR,Liquid,Liquid,MIBR
2388079,Mirage,2,MIBR,Liquid,Liquid,MIBR
2388078,Inferno,1,FaZe,Ninjas in Pyjamas,Ninjas in Pyjamas,FaZe
2388078,Nuke,2,FaZe,Ninjas in Pyjamas,FaZe,FaZe
2388081,Mirage,1,FlyQuest,Astralis,FlyQuest,Astralis
2388081,Overpass,2,FlyQuest,Astralis,Astralis,FlyQuest
2388546,Nuke,1,FUT,Monte,Monte,FUT
2388546,Ancient,2,FUT,Monte,Monte,FUT
2388546,Dust2,3,FUT,Monte,FUT,Monte
2388077,Overpass,1,PARIVISION,Aurora,Aurora,PARIVISION
2388076,Dust2,1,fnatic,Imperial,Imperial,Imperial
2388075,Train,1,M80,TYLOO,TYLOO,M80
2388074,Train,1,Passion UA,3DMAX,3DMAX,3DMAX
2388545,Dust2,1,Monte,OG,OG,OG
2388545,Inferno,2,Monte,OG,OG,OG
2388545,Mirage,3,Monte,OG,Monte,Monte
2388544,Mirage,1,FUT,Inner Circle,FUT,FUT
2388544,Ancient,2,FUT,Inner Circle,FUT,FUT
2388544,Dust2,3,FUT,Inner Circle,Inner Circle,Inner Circle
2388531,Ancient,1,1win,FORZE Reload,FORZE Reload,FORZE Reload
2388531,Dust2,2,1win,FORZE Reload,1win,FORZE Reload
2388531,Mirage,3,1win,FORZE Reload,FORZE Reload,FORZE Reload
2388073,Ancient,1,fnatic,B8,fnatic,fnatic
2388072,Dust2,1,PARIVISION,Liquid,PARIVISION,PARIVISION
2388540,Nuke,1,Sashi,Inner Circle,Inner Circle,Sashi
2388540,Mirage,2,Sashi,Inner Circle,Inner Circle,Inner Circle
2388540,Ancient,3,Sashi,Inner Circle,Sashi,Inner Circle
2388070,Dust2,1,Aurora,FaZe,Aurora,Aurora
2388071,Mirage,1,Passion UA,MIBR,MIBR,MIBR
2388543,Inferno,1,GenOne,Monte,Monte,Monte
2388543,Train,2,GenOne,Monte,Monte,Monte
2388069,Ancient,1,M80,Astralis,M80,Astralis
2388068,Mirage,1,Natus Vincere,Imperial,Imperial,Imperial
2388541,Overpass,1,FUT,EYEBALLERS,FUT,EYEBALLERS
2388541,Mirage,2,FUT,EYEBALLERS,FUT,EYEBALLERS
2388067,Inferno,1,FlyQuest,3DMAX,3DMAX,3DMAX
2388066,Nuke,1,Ninjas in Pyjamas,TYLOO,TYLOO,Ninjas in Pyjamas
2388534,Dust2,1,ECSTATIC,EYEBALLERS,EYEBALLERS,ECSTATIC
2388534,Ancient,2,ECSTATIC,EYEBALLERS,EYEBALLERS,EYEBALLERS
2388534,Nuke,3,ECSTATIC,EYEBALLERS,EYEBALLERS,ECSTATIC
2388064,Nuke,1,MIBR,Imperial,Imperial,Imperial
2388065,Mirage,1,Liquid,B8,Liquid,B8
2388539,Train,1,9INE,GenOne,GenOne,9INE
2388539,Ancient,2,9INE,GenOne,9INE,GenOne
2388062,Train,1,Natus Vincere,FlyQuest,Natus Vincere,FlyQuest
2388063,Dust2,1,Aurora,M80,M80,Aurora
2388060,Dust2,1,Passion UA,FaZe,FaZe,Passion UA
2388061,Mirage,1,PARIVISION,TYLOO,PARIVISION,TYLOO
2388059,Inferno,1,3DMAX,fnatic,fnatic,fnatic
2388058,Nuke,1,Astralis,Ninjas in Pyjamas,Astralis,Astralis
2388012,Ancient,1,SINNERS,UNiTY,UNiTY,SINNERS
2388012,Overpass,2,SINNERS,UNiTY,UNiTY,UNiTY
2388057,Ancient,1,PARIVISION,Legacy,PARIVISION,PARIVISION
2388057,Inferno,2,PARIVISION,Legacy,Legacy,PARIVISION
2388057,Dust2,3,PARIVISION,Legacy,PARIVISION,Legacy
2388056,Nuke,1,NRG,Imperial,NRG,Imperial
2388056,Train,2,NRG,Imperial,Imperial,NRG
2388055,Inferno,1,Fluxo,FaZe,FaZe,Fluxo
2388055,Nuke,2,Fluxo,FaZe,Fluxo,FaZe
2388055,Mirage,3,Fluxo,FaZe,FaZe,Fluxo
2388053,Overpass,1,PARIVISION,GamerLegion,GamerLegion,PARIVISION
2388053,Ancient,2,PARIVISION,GamerLegion,GamerLegion,PARIVISION
2388054,Nuke,1,Imperial,The Huns,The Huns,The Huns
2388054,Mirage,2,Imperial,The Huns,Imperial,The Huns
2388051,Mirage,1,RED Canids,FaZe,RED Canids,FaZe
2388051,Nuke,2,RED Canids,FaZe,FaZe,RED Canids
2388051,Inferno,3,RED Canids,FaZe,RED Canids,FaZe
2388052,Mirage,1,NRG,fnatic,NRG,NRG
2388052,Inferno,2,NRG,fnatic,fnatic,NRG
2388052,Dust2,3,NRG,fnatic,fnatic,NRG
2388347,Overpass,1,K27,CYBERSHOKE,CYBERSHOKE,K27
2388347,Dust2,2,K27,CYBERSHOKE,CYBERSHOKE,CYBERSHOKE
2388347,Nuke,3,K27,CYBERSHOKE,CYBERSHOKE,K27
2388050,Dust2,1,B8,Legacy,Legacy,B8
2388050,Mirage,2,B8,Legacy,B8,Legacy
2388049,Nuke,1,Fluxo,Ninjas in Pyjamas,Ninjas in Pyjamas,Ninjas in Pyjamas
2388049,Train,2,Fluxo,Ninjas in Pyjamas,Ninjas in Pyjamas,Ninjas in Pyjamas
2388346,Ancient,1,Sangal,CYBERSHOKE,CYBERSHOKE,CYBERSHOKE
2388346,Overpass,2,Sangal,CYBERSHOKE,CYBERSHOKE,Sangal
2388346,Nuke,3,Sangal,CYBERSHOKE,CYBERSHOKE,CYBERSHOKE
2388290,Mirage,1,Oramond,FORZE Reload,Oramond,Oramond
2388290,Train,2,Oramond,FORZE Reload,Oramond,FORZE Reload
2388048,Ancient,1,The Huns,Lynn Vision,Lynn Vision,The Huns
2388048,Dust2,2,The Huns,Lynn Vision,Lynn Vision,The Huns
2388047,Dust2,1,M80,NRG,M80,NRG
2388047,Mirage,2,M80,NRG,M80,M80
2388344,Overpass,1,Sangal,Nemiga,Nemiga,Sangal
2388344,Train,2,Sangal,Nemiga,Sangal,Nemiga
2388046,Inferno,1,GamerLegion,Rare Atom,GamerLegion,GamerLegion
2388046,Overpass,2,GamerLegion,Rare Atom,Rare Atom,GamerLegion
2388045,Overpass,1,FlyQuest,Fluxo,FlyQuest,FlyQuest
2388045,Inferno,2,FlyQuest,Fluxo,FlyQuest,FlyQuest
2388043,Overpass,1,FaZe,Ninjas in Pyjamas,FaZe,FaZe
2388044,Train,1,fnatic,Imperial,fnatic,fnatic
2388042,Inferno,1,B8,PARIVISION,B8,PARIVISION
2388041,Nuke,1,Legacy,RED Canids,RED Canids,Legacy
2388039,Dust2,1,FaZe,NRG,FaZe,NRG
2388037,Train,1,fnatic,Fluxo,fnatic,fnatic
2388040,Train,1,Ninjas in Pyjamas,Lynn Vision,Ninjas in Pyjamas,Ninjas in Pyjamas
2388329,Overpass,1,K27,Nemiga,Nemiga,Nemiga
2388329,Train,2,K27,Nemiga,Nemiga,K27
2388035,Mirage,1,PARIVISION,M80,M80,M80
2388038,Train,1,GamerLegion,RED Canids,RED Canids,RED Canids
2388036,Ancient,1,B8,The Huns,The Huns,B8
2388033,Inferno,1,Imperial,FlyQuest,FlyQuest,Imperial
2388034,Dust2,1,Legacy,Rare Atom,Rare Atom,Legacy
2387852,Ancient,1,fnatic,RED Canids,fnatic,fnatic
2387853,Nuke,1,FaZe,Lynn Vision,Lynn Vision,Lynn Vision
2387857,Nuke,1,GamerLegion,Fluxo,Fluxo,Fluxo
2387856,Overpass,1,Ninjas in Pyjamas,NRG,Ninjas in Pyjamas,NRG
2387854,Mirage,1,PARIVISION,The Huns,The Huns,PARIVISION
2387851,Train,1,Legacy,FlyQuest,FlyQuest,Legacy
2387855,Mirage,1,B8,M80,M80,B8
2387858,Dust2,1,Imperial,Rare Atom,Imperial,Rare Atom
2387841,Mirage,1,EYEBALLERS,BetBoom,BetBoom,EYEBALLERS
2387841,Overpass,2,EYEBALLERS,BetBoom,EYEBALLERS,BetBoom
2387841,Dust2,3,EYEBALLERS,BetBoom,EYEBALLERS,BetBoom
2388212,Train,1,ECSTATIC,FUT,FUT,ECSTATIC
2388212,Dust2,2,ECSTATIC,FUT,FUT,FUT
2388267,Dust2,1,1win,FAVBET,1win,FAVBET
2388267,Inferno,2,1win,FAVBET,FAVBET,FAVBET
2388211,Mirage,1,Passion UA,FUT,FUT,FUT
2388211,Train,2,Passion UA,FUT,FUT,FUT
2388266,Ancient,1,Oramond,FAVBET,FAVBET,FAVBET
2388266,Overpass,2,Oramond,FAVBET,FAVBET,Oramond
2388266,Train,3,Oramond,FAVBET,Oramond,FAVBET
2387840,Mirage,1,BetBoom,HEROIC,BetBoom,BetBoom
2387840,Nuke,2,BetBoom,HEROIC,BetBoom,HEROIC
2388210,Ancient,1,ENCE,FUT,ENCE,FUT
2388210,Mirage,2,ENCE,FUT,FUT,FUT
2387838,Dust2,1,HEROIC,Nuclear TigeRES,HEROIC,Nuclear TigeRES
2387838,Ancient,2,HEROIC,Nuclear TigeRES,HEROIC,HEROIC
2388209,Inferno,1,ECSTATIC,Passion UA,ECSTATIC,ECSTATIC
2388209,Overpass,2,ECSTATIC,Passion UA,ECSTATIC,ECSTATIC
2388208,Train,1,Tricked,FUT,Tricked,FUT
2388208,Mirage,2,Tricked,FUT,Tricked,FUT
2388208,Nuke,3,Tricked,FUT,FUT,Tricked
2387837,Train,1,BetBoom,Oramond,BetBoom,BetBoom
2387837,Mirage,2,BetBoom,Oramond,BetBoom,Oramond
2388262,Dust2,1,Alliance,1win,Alliance,1win
2388262,Ancient,2,Alliance,1win,1win,Alliance
2388262,Overpass,3,Alliance,1win,Alliance,1win
2388206,Mirage,1,FUT,Inner Circle,Inner Circle,FUT
2388206,Train,2,FUT,Inner Circle,Inner Circle,Inner Circle
2388206,Nuke,3,FUT,Inner Circle,FUT,Inner Circle
2388205,Nuke,1,illwill,ENCE,illwill,illwill
2388205,Dust2,2,illwill,ENCE,ENCE,ENCE
2388204,Nuke,1,Tricked,ECSTATIC,ECSTATIC,Tricked
2388204,Inferno,2,Tricked,ECSTATIC,Tricked,ECSTATIC
2388261,Mirage,1,Nemiga,Oramond,Oramond,Oramond
2388261,Dust2,2,Nemiga,Oramond,Nemiga,Oramond
2388261,Train,3,Nemiga,Oramond,Oramond,Oramond
